,index,hash,time,message,buggy
73,45,d950850,2016-08-16 19:28:08,Fix minor bug in chkinp   introduce so_psp 0  in test input files when needed ...   ../src/57_iovars/chkinp.F90   v1/Input/t39.in   v2/Input/t76.in  v3/Input/t47.in  v7/Input/t05.in    v7/Input/t06.in,1
74,46,e662d08,2016-08-16 20:39:42,Update ref files  because of changes linked to so_psp  ../../v1/Refs/t39.out   ../../v2/Refs/t76.out    ../../v3/Refs/t47.out   t05.out t06.out,0
75,47,4df88ee,2016-08-16 21:29:00,Fix minor problems modified:   bibtex-refs.html,1
75,47,4df88ee,2016-08-16 21:29:00,Fix minor problems modified:   bibtex-refs.html,0
76,48,e8a9251,2016-08-16 21:30:57,Minor fixes modified:   acknowledgments.html,1
93,64,9a091ef,2016-08-20 22:02:40,Update doc related to initialization of pawspnorb and kptopt modified:   abinit_vars.yml  html_automatically_generated/varbas.html html_automatically_generated/varpaw.html,0
94,66,a8df06d,2016-08-20 22:07:43,Fix wrong link modified:   abinit_vars.yml html_automatically_generated/varpaw.html,1
94,66,a8df06d,2016-08-20 22:07:43,Fix wrong link modified:   abinit_vars.yml html_automatically_generated/varpaw.html,0
95,67,b833997,2016-08-21 06:50:54,Fix typo	modified:   57_iovars/invars1.F90,1
112,0,0bb87a0,2016-08-24 15:41:14,First step introduce T-dep in optical properties,0
113,1,ed2515f,2016-08-25 11:25:51,After .rej of patch,1
114,2,64bd99a,2016-08-25 11:26:14,New file missing,0
115,3,d5c28c3,2016-08-25 16:01:32,Wrong patch...,1
119,74,de4bbac,2016-08-26 10:45:37,Merge branch 'develop' of abinit:trunk/abinit into develop,0
120,75,e057bf6,2016-08-26 10:47:35,Fixed CPP options,1
127,78,15a05a5,2016-09-01 16:57:15,"* in makemake      replace commands.getstatusoutput (deprecated) by subprocess then we can redirect stderr !      ( needed when the first line of '--version' is a warning and not the version )  * add new section on testfarm.conf for IBM8 ( ibm8_ibm_15.1_serial )  * in prtefield.F90  replace the ""big"" write by 4 write ( good for XLF and NAG )  * in m_efmas.F90  xlf did like & on string  * disable test v7/t23-24-25",0
128,78,7ff790f,2016-09-02 19:19:13,Correction of the error occuring for Effective Charges for PAW + occopt=1 + empty states,1
136,87,c147d2a,2016-09-05 22:36:08,check radial integral of charge for core agains znucl-zion in Bader code,0
137,88,8acdeac,2016-09-06 11:59:52,fixed v6[19] - integration error is quite bad for core charge  so tolerance is increased to 0.1,1
155,99,3f63ca0,2016-09-08 06:50:14,Change http to https  modified:   lesson_spin.html,0
156,100,1641181.0,2016-09-08 08:22:19,Fix abirule violation  modified:   initaim.F90,1
159,103,678b627,2016-09-09 05:48:04,Merge remote-tracking branch baguetl/develop/2e66 into _baguetl,0
160,103,1bde05b,2016-09-09 09:52:20,missing std_out for error message. NB: aim is still not conforming with abinit style,1
160,103,1bde05b,2016-09-09 09:52:20,missing std_out for error message. NB: aim is still not conforming with abinit style,0
161,105,ece3440,2016-09-09 10:00:49,Merge branch 'develop' into quickfixes Need latest patch for efield2 initialization.,1
162,106,74a173c,2016-09-09 11:02:16,Merge remote-tracking branch mverstra/quickfixes/ece3 into _mverstra,0
163,1,a90d329,2016-09-09 11:24:11,fixed conflict,1
165,1,856b723,2016-09-09 18:13:10,BZR to GIT : WVL-PAW-FORCES branch (forces in WVL-PAW formalism),0
166,2,2f2d406,2016-09-09 19:10:21,Merge error corrected,1
210,27,eaa894b,2016-09-20 21:11:58,Replace read(*) with read_string,0
211,28,9544b0a,2016-09-21 10:43:29,fix the error message in the general case  and restricts it to dmft calculations,1
213,30,2614e2e,2016-09-21 11:31:35,cut3d: replace read(* ...) with read(std_in  ...) everywhere,0
214,31,3df2c96,2016-09-21 12:25:21,Fix autoparal=1 error in m_paw_dmft,1
218,34,3452bc7,2016-09-21 15:26:34,Added the input variable ddb_shiftq.,0
219,35,03a22ea,2016-09-21 15:36:31,An error was introduced in getgh1c  corrected,1
221,9,dc0e7da,2016-09-21 16:05:47,Correct the term involving the derivative of lagrange multipliers,0
222,37,4684872.0,2016-09-21 16:27:49,Fix an hyperlink. Modified:   lesson_basepar.html,1
222,37,4684872.0,2016-09-21 16:27:49,Fix an hyperlink. Modified:   lesson_basepar.html,0
223,39,8c9e3eb,2016-09-21 16:41:00,Fix remaining read(std_in  *),1
229,44,14c0b74,2016-09-21 20:50:08,Remove stray write  update v3[61],0
230,45,f9783e5,2016-09-21 21:03:41,Alleviate problem on bob_openmp fro testv2#33. Modified:   t33.in  t33.out,1
242,56,6afaa09,2016-09-23 08:21:04,Merge remote-tracking branch 'trunk/develop' into develop,0
243,58,0baf65f,2016-09-23 08:53:58,Fixed a bug introduced after merging with trunk.,1
245,10,bc8faa3,2016-09-23 15:02:00,Introduction of a new input variable : usepead,0
246,59,ee9ed95,2016-09-23 16:34:15,Fixed the k-point parallelism in eph_gkk.,1
248,4,da2ad4f,2016-09-23 19:44:19,Conflicts resolved  test refs adjusted - take 2,0
249,60,22449a7,2016-09-24 09:11:56,Fixed writing of gkk files in a parallel environment.,1
258,66,c1b3edd,2016-09-26 14:11:45,DFPT in non-collinear magnetism works with ixc=0  before trunk merge.,0
259,66,407d48d,2016-09-26 14:26:38,Fixed some conflict with the trunk.,1
265,13,00a34da,2016-09-26 16:17:22,Correct initialization of iddk,0
266,70,85b095a,2016-09-26 16:29:24,Fixed some conflict with the trunk.,1
266,70,85b095a,2016-09-26 16:29:24,Fixed some conflict with the trunk.,0
267,10,bdc1073,2016-10-01 21:17:02,dirty fix of fft issue in hybrid,1
268,11,521090000000.0,2016-10-01 21:31:16,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into develop,0
269,71,5f5b1a9,2016-10-02 07:23:22,Fix hyperlinks Modified:   abinit_vars.yml lesson_paral_gspw.html acknowledgments.html,1
283,80,adadaed,2016-10-06 13:52:45,"Revert ""Started coding phonon self-energy.""",0
284,82,a7ac58a,2016-10-06 14:45:10,Fixed abirules. Corrected some memory leaks.,1
284,82,a7ac58a,2016-10-06 14:45:10,Fixed abirules. Corrected some memory leaks.,0
285,83,f86889a,2016-10-06 18:40:00,Fixed the last memory leak problem...I think.,1
301,13,7f1abe6,2016-10-13 12:04:43,Activate forces in WVL+PAW automatic tests,0
302,14,6df0b84,2016-10-14 15:03:03,Bug fixed in dfptnl_pert.F90,1
303,16,944a8eb,2016-10-17 10:10:19,Merge branch 'develop' of gitlab:trunk/abinit into develop,0
304,14,787999e,2016-10-19 14:57:28,Bug corrections for PAW Fock forces. It works for hydrogen.,1
308,18,ec4a874,2016-10-20 00:33:42,Conflicts resolved,0
309,19,18c3b7a,2016-10-20 01:01:14,Compilation errors eliminated,1
313,23,0c5d677,2016-10-20 18:31:39,Another tolerance adjusted,0
314,8,513f0a2,2016-10-25 12:55:37,Correct a small bug when lobpcg suicides,1
318,9,e99b11c,2016-10-27 14:05:03,Desactivate openmp for ifort -> crash,0
319,10,c1fc835,2016-10-27 14:05:38,Fix a bug for kpt=0 0 0 Add non local energy for NC calculations -> not tested !,1
324,9,15f1d04,2016-10-28 14:30:36,Coupling with lifetime not supported yet,0
325,10,536d49e,2016-10-28 14:49:43,Fix issue with DOS + order eigenvalues for printing,1
325,10,536d49e,2016-10-28 14:49:43,Fix issue with DOS + order eigenvalues for printing,0
326,12,fca7389,2016-10-28 15:52:14,Bug when paral_kgb 1 for NC : enl is incomplete,1
332,20,810bcf6,2016-10-31 11:40:50,add missing deallocations,0
333,15,371e3c7,2016-10-31 14:06:57,Memory leak fixed,1
338,24,cc827bd,2016-11-03 14:09:13,PAW forces for the Fock term: it works for several k points,0
339,16,ba67654,2016-11-03 15:40:52,Fix FPE,1
339,16,ba67654,2016-11-03 15:40:52,Fix FPE,0
340,17,f900620,2016-11-03 22:59:56,Fix a FPE again (due to ecutsm...),1
357,24,5654756.0,2016-11-08 13:31:06,better converge wf for respf,0
358,25,1c4e235,2016-11-09 18:47:04,Ok on my local laptop and should fix many bots,1
358,25,1c4e235,2016-11-09 18:47:04,Ok on my local laptop and should fix many bots,0
359,26,826c26b,2016-11-09 18:51:26,fix max2,1
406,64,d6db363,2016-11-15 22:00:50,abilint,0
407,65,44231a0,2016-11-16 01:15:24,Quick fix to get around occasional FFT mesh errors for HF and hybrid-functional calculations,1
407,65,44231a0,2016-11-16 01:15:24,Quick fix to get around occasional FFT mesh errors for HF and hybrid-functional calculations,0
408,66,55963b7,2016-11-16 01:24:39,"Revert ""Quick fix to get around occasional FFT mesh errors for HF and hybrid-functional calculations""",1
408,66,55963b7,2016-11-16 01:24:39,"Revert ""Quick fix to get around occasional FFT mesh errors for HF and hybrid-functional calculations""",0
409,67,850bf04,2016-11-16 01:28:17,Quick fix to get around the occasional FFT mesh error for HF (hybrid) calculations,1
419,77,bdc80fa,2016-11-16 13:18:08,TODO list,0
420,78,14d8449,2016-11-16 14:06:08,small bug fix,1
420,78,14d8449,2016-11-16 14:06:08,small bug fix,0
421,79,246774e,2016-11-16 15:21:25,Correction of merge errors,1
440,97,c151449,2016-11-18 23:34:25,Replace boiler plate code with kpts_ibz_from_kptrlatt,0
441,98,d1ca56a,2016-11-19 10:10:22,Fix syntax errors,1
444,101,31ce8bd,2016-11-19 11:58:55,Remove obsolete code based on m_wffile (sections enclosed withing ifndef DEV_MG_WFK).,0
445,102,53631ce,2016-11-19 13:20:09,Had to fix newline issue in abinit_vars.yml (I'm using the GUI with java version 1.8.0_72),1
455,112,945e1df,2016-11-20 23:57:55,Parallelize tetrahedron,0
456,113,7db4a7e,2016-11-21 00:35:04,Yet another bug in DOS if kptopt 4 (get_full_kgrid assumes TR),1
466,121,2a6f165,2016-11-21 15:32:02,Add two variables for dmft (dmft_tolfreq and dmftctqmc_triqs_nleg)  two tests  for DFT+DMFT+TRIQS and update config file for TRIQS on ubu_gnu_4.9_mpich.ac,0
467,122,ecc2e4e,2016-11-21 17:16:58,fixed doc,1
474,129,774ac65,2016-11-22 12:26:37,Remove gaus_dos  will be merged with tetrahedra routine,0
475,130,073de64,2016-11-22 12:33:50,correct error in dmft_solve,1
475,130,073de64,2016-11-22 12:33:50,correct error in dmft_solve,0
476,131,d7368d3,2016-11-22 12:40:07,Fix typo,1
476,131,d7368d3,2016-11-22 12:40:07,Fix typo,0
477,132,1c85712,2016-11-22 13:30:38,Work around a bug in mpich2 1.3.2.p1,1
479,134,6f3f4e2,2016-11-22 15:22:53,Update refs,0
480,135,cf4a5bb,2016-11-22 15:48:00,Correct error in t99.in,1
482,28,140246e,2016-11-22 18:56:51,Typos found thanks to the automatic tests,0
483,29,a0eb760,2016-11-23 10:26:46,A bug (only printing) has been magically corrected  update ref files,1
484,137,81e746f,2016-11-23 11:12:32,Remove get_dos_1band_m (get_dos_1band performs the same task),0
485,31,5936f72,2016-11-23 11:44:47,PIMD constraint improved (now the center of mass is fixed),1
490,140,357ca54,2016-11-23 23:40:32,Cleanup,0
491,33,b0932b5,2016-11-24 11:32:08,pimd constraint improved (center of mass fixed),1
503,152,1014f38,2016-11-25 13:09:22,Modify DFT+DMFT+TRIQS tests.,0
504,153,141bd1a,2016-11-25 15:28:31,Some fixes in invars/outvars related to rf2 developments,1
521,167,8078d86,2016-11-28 13:15:59,Take care of band-parallelism in rf2_init,0
522,168,14a464f,2016-11-28 14:30:05,Bugs fixed for rf2 in paw,1
522,168,14a464f,2016-11-28 14:30:05,Bugs fixed for rf2 in paw,0
523,169,9d55682,2016-11-28 14:38:07,I love triggering internal compiler errors,1
524,170,34eb858,2016-11-28 14:43:00,Merge remote-tracking branch amadon/triqsv1.3_new/1014 into _amadon,0
525,171,a3184ed,2016-11-28 15:19:46,added back shift to cut3d wave function option 13. WHO REMOVED THIS SHIFT OPTION WITH MSG_ERROR??? Makes no sense- either remove the option or put a comment about what to fix,1
531,177,e47f345,2016-11-29 11:15:34,Dvdb is mandatory only if eph_task /= 0,0
532,178,991b422,2016-11-29 11:15:48,Correct a bug when prtvol==-19,1
545,191,e91d46b,2016-11-29 17:22:30,Preparing derivatives,0
546,192,b833900,2016-11-29 20:23:59,Fix portability problem in ConfigParser detected by py3k,1
551,197,6b8747d,2016-11-30 07:34:56,Modify tolerances. Modified:   t94.in,0
552,198,fa8f83b,2016-11-30 08:55:05,small bug fixed in the writing of XML for coefficient,1
555,201,3370f76,2016-11-30 12:22:50,Remove obsolete code not called anymore. Compute tetra weights inside k-point loop,0
556,202,1bfd83a,2016-11-30 13:55:50,This to avoid a bug in xmpi_sum_master with mpich3-3.1.3 that triggers SIGFPE,1
563,209,2f4e945,2016-12-01 13:29:27,Deallocate rfpert_nl and use it only if rf2 computations are acivated,0
564,210,bcbf8cd,2016-12-01 15:00:09,corrected bug in average speed of sound and Debye quantities from DOS,1
587,228,c24ab55,2016-12-03 12:51:41,Replace smpbz with getkgrid in tetra_from_kptrlatt,0
588,229,e423272,2016-12-03 13:43:15,xmpi_sum_master: Init xsum with zeros to avoid SIGFPE with mpich3-3.1.3 (it's a bug in the library),1
591,232,9ed7ccf,2016-12-03 21:47:22,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into runtests,0
592,233,5c9fd8f,2016-12-03 21:50:44,bug fixes for output of full msqd matrix and weight in tetrahedron case,1
606,242,1a18ad7,2016-12-05 14:08:39,Replace getkgrid with kpts_ibz_from_kptrlatt,0
607,243,995cc45,2016-12-05 14:45:50,Finally fix problem with newlines in imgmov,1
622,257,00e9dd5,2016-12-07 10:52:51,output only upper triangle half of msqd matrix,0
623,258,0dd5335,2016-12-07 11:10:22,bug fix in my previous commit,1
623,258,0dd5335,2016-12-07 11:10:22,bug fix in my previous commit,0
624,259,fed6b29,2016-12-07 13:29:19,bug fix for multibinit test paral 97,1
624,259,fed6b29,2016-12-07 13:29:19,bug fix for multibinit test paral 97,0
625,260,4e8217b,2016-12-07 13:35:36,fix ref file for v2/15,1
644,43,1eb4bef,2016-12-08 03:10:09,Post-merge changes (conflicts HIST and effpot),0
645,273,9637b5a,2016-12-08 08:32:11,Forgot the ABI_DEALLOCATEs and Robodoc messed up. Hopefully  this is fixed now.,1
656,45,d6feb39,2016-12-08 22:24:11,Replace abi_hist%histXF by abi_hist%xred/fcart,0
657,283,da96713,2016-12-08 22:24:51,double output of VCLMB and variable names wrong in tdep output,1
664,34,1a189a5,2016-12-09 09:49:25,Merge remote-tracking branch 'trunk/develop' into lobpcg_new,0
665,35,ef41559,2016-12-09 10:22:36,Bug fix after merge ? strange,1
665,35,ef41559,2016-12-09 10:22:36,Bug fix after merge ? strange,0
666,285,74f5679,2016-12-09 13:01:18,Bug correction in the trunk ? module missing and makemake update,1
666,285,74f5679,2016-12-09 13:01:18,Bug correction in the trunk ? module missing and makemake update,0
667,286,c48de06,2016-12-09 15:06:42,bug fix in error message for optcell 7 8 9 - from Nick Pike,1
673,55,bea05d4,2016-12-11 14:29:56,Add output of Phonon bands,0
674,56,efe62d9,2016-12-11 15:13:16,Fix minor bug in xmgrace format,1
680,62,9dad72d,2016-12-12 20:14:20,Update refs (extra line introduced for prtebands),0
681,63,776a27c,2016-12-12 21:27:59,This should fix the SIGFPE when nband_k != mband,1
682,64,b2afba8,2016-12-12 21:28:12,Merge branch 'eph' of gitlab.abinit.org:gmatteo/abinit into eph,0
683,65,69ebb82,2016-12-12 22:38:46,Fix wrong bantot passed to ebands_init in dfpt_loopert (prtgkk  ieig2rf),1
683,65,69ebb82,2016-12-12 22:38:46,Fix wrong bantot passed to ebands_init in dfpt_loopert (prtgkk  ieig2rf),0
684,66,484acdf,2016-12-12 22:57:55,Try to workaround bug in ieig2rf (ebands_init),1
684,66,484acdf,2016-12-12 22:57:55,Try to workaround bug in ieig2rf (ebands_init),0
685,288,585b1ba,2016-12-13 08:47:17,Fix end marker. Modified:   45_geomoptim/m_lbfgs.F90,1
688,291,d4c04ca,2016-12-13 09:30:55,Updated the ElectronPhononCoupling package: Temperature-dependent spectral function. Better documentation.,0
689,292,f230330,2016-12-13 10:11:21,multibinit: bugs fixed for strain-coupling,1
691,67,8ebc424,2016-12-13 11:06:59,Tune tolerances of new tests  add docs,0
692,36,b725656,2016-12-13 11:08:08,Bug in fold2bloch on my desktop and HPC,1
713,304,c98d086,2016-12-15 08:14:49,Update tolerance. Modified:   t95.in,0
714,305,860e01a,2016-12-15 10:01:43,multibinit: bug fixed in stress tensor calculation + update ref,1
728,310,e0143e2,2016-12-17 12:45:09,Use ref from abiref,0
729,311,0b8690b,2016-12-17 19:13:34,Try to fix SIGFPE in [paral][t95_MPI10][np=10] @ abiref_gnu_5.3_openmpi,1
741,2,e4f6736,2016-12-20 09:20:26,Initialize v8.3.0  incl. *.ac files .,0
742,25,6c21ff2,2016-12-20 15:48:34,2 comments and a change of error to warning,1
745,75,905a88c,2016-12-20 18:14:38,Merge remote-tracking branch 'origin' into eph,0
746,6,ca392e0,2016-12-20 19:11:47,Fixed a small bug in the ElectronPhononCoupling module that would prevent proper import.,1
759,78,6a10cb9,2016-12-23 12:53:29,Testing grunesein,0
760,16,d4034a6,2016-12-23 13:57:50,Fixed the interpolation of the response potential for computation of the gkk.,1
767,79,8b926f9,2016-12-24 12:46:01,Add new anaddb variables for grunesein  Change inupper so that tokens between quotes are ignored,0
768,80,e62a6f8,2016-12-24 14:16:49,Fix bug with optional argument,1
781,85,2f13675,2016-12-30 11:17:58,Merge remote-tracking branch 'origin/hotfix-readrhor' into eph,0
782,33,679afe8,2016-12-30 13:52:25,Correct bugs in dfptnl_pert (wrong use of rf2_apply_ham) and dfptnl_loop (core densities),1
790,9,8211f4e,2016-12-31 01:54:59,Suppress useless args in ctocprj,0
791,88,c684d1f,2016-12-31 02:13:17,Error in predict_pimd corrected,1
804,96,c795584,2017-01-02 18:46:30,Merge branch 'eph' of gitlab.abinit.org:gmatteo/abinit into eph,0
805,38,e6af034,2017-01-02 19:54:07,Fix misplaced HAVE_NETCDF,1
809,100,145707.0,2017-01-02 22:54:13,abinit --abimem-level,0
810,39,70c5403,2017-01-02 23:11:48,Fix formats in isfile,1
817,14,fb17c60,2017-01-03 14:32:03,Merge branch 'release-8.2.0' into tuto_crpa,0
818,42,865d704,2017-01-03 15:59:00,Merge bug fixed (some remaining ... ) Add prtvol in lobpcg Update doc for prtvol,1
819,102,18ac95e,2017-01-03 18:40:54,Adjust ref file for ionmov=22  according to new xred printing,0
820,42,bbe61cd,2017-01-03 18:58:50,Eliminate remaining problem in ctocprj,1
820,42,bbe61cd,2017-01-03 18:58:50,Eliminate remaining problem in ctocprj,0
821,43,f0782a2,2017-01-04 08:44:29,Merge bugs ?,1
821,43,f0782a2,2017-01-04 08:44:29,Merge bugs ?,0
822,44,cb6dc6f,2017-01-04 08:52:25,Merge bugs ?,1
826,103,da9f93c,2017-01-04 13:14:07,New anaddb variables: prtvol  vs_qrad_tolms,0
827,46,36e6ab8,2017-01-04 13:31:24,Fix merge.. I hope,1
839,110,dd8242d,2017-01-05 13:59:20,ewald9: return zeros immediately if zeff==zero (non negligible speedup),0
840,49,f2c4e19,2017-01-05 15:01:17,print keyword when there is an error in the input file. don't print the algortihn used for RR in lobpcg except for prtvol 4,1
867,126,973dfa0,2017-01-06 23:42:57,Move printbxc and printvtk to m_pptools,0
868,27,1dc28fb,2017-01-07 01:06:01,Avoid npw=0 and print error message,1
868,27,1dc28fb,2017-01-07 01:06:01,Avoid npw=0 and print error message,0
869,28,743eb15,2017-01-07 12:10:58,Errors corrected (thank you test farm~),1
878,31,733840000000.0,2017-01-10 11:49:15,psml bugfix: ps_Relativity returns chars not bool,0
879,33,238f1cf,2017-01-10 18:21:25,Fix duplicated import,1
879,33,238f1cf,2017-01-10 18:21:25,Fix duplicated import,0
880,34,815110d,2017-01-10 18:39:19,Fix import,1
898,142,50597d2,2017-01-17 02:01:21,Handle shifted meshes,0
899,38,40875b8,2017-01-17 12:49:02,Print error message associated to nf90_create instead of nf90_close,1
909,37,3604115.0,2017-01-18 15:21:24,New weights for anaddb,0
910,146,caa0b4a,2017-01-18 16:09:54,nag finds real bugs while xlf creates new ones,1
922,149,85f86f2,2017-01-21 14:54:27,Add tests for interpolation of electronic band energies,0
923,43,e59d2b8,2017-01-21 15:01:05,fix typo + make buildsys happy,1
929,88,209a694,2017-01-22 06:58:13,Merge branch release-8.2.0/6af2 into develop,0
930,89,600b500,2017-01-22 12:01:02,fix typo for buildsys check,1
947,160,1dd14ab,2017-01-23 22:44:28,Add check on anaddb variables,0
948,161,f2440bb,2017-01-23 22:55:23,Fix wrong varnames in anaddb tests,1
966,10,9243553.0,2017-01-26 15:44:25,Upgraded PSML support to v1.0.1 API,0
967,3,64549c6,2017-01-26 19:06:15,Allocate cg with mcg ==0 if rank is idle in order to avoid integer overflow or malloc error,1
967,3,64549c6,2017-01-26 19:06:15,Allocate cg with mcg ==0 if rank is idle in order to avoid integer overflow or malloc error,0
968,5,8a0ed76,2017-01-26 20:07:12,Improve error message if integer overflow,1
974,183,7428cb5,2017-01-28 20:27:06,Add test of SKW interpolation with HSE  improve doc,0
975,184,7219302.0,2017-01-28 20:52:43,Fix compilation error,1
977,12,d0d0884,2017-01-31 15:12:42,Restored damages caused by the latest merge,0
978,13,23d6722,2017-01-31 17:24:20,Fixed typo calling new PSML routine,1
982,43,7fc88c7,2017-02-01 11:26:32,Remove useless tests in dfptnl_pert,0
983,185,8636f17,2017-02-02 14:46:40,Fix doc for rfatpol,1
984,9,bd0bf5d,2017-02-02 14:54:25,Update doc for xred,0
985,10,bef2b02,2017-02-02 14:58:49,Fix typo,1
985,10,bef2b02,2017-02-02 14:58:49,Fix typo,0
986,188,1e87c80,2017-02-02 15:18:01,Fix minor maintenance problem.,1
990,16,3.374e+90,2017-02-03 13:06:26,Correct dimension of becij in d2frnl,0
991,27,659a4fb,2017-02-03 15:31:45,improve error message for failing to find full k grid,1
1000,4,e4b812a,2017-02-04 15:38:16,Add gaps,0
1001,5,f02c24f,2017-02-04 16:38:05,Fix abirules,1
1016,33,2d77567,2017-02-10 15:46:08,Merge branch 'develop' of gitlab:mverstra/abinit into develop,0
1017,34,71f6225,2017-02-10 16:25:24,Updated the ElectronPhononCoupling module to fix a bug.,1
1035,201,eea0ede,2017-02-16 20:41:28,Final update of release_notes.,0
1036,24,81590d0,2017-02-16 21:11:23,Silly bug introduced at the last minute in chkvars.F90,1
1040,39,f07d3ae,2017-02-17 09:33:32,separate calc and print of vsound  so that parallel anaddb runs as well,0
1041,61,478581.0,2017-02-17 09:49:44,small bugs fixed for tests,1
1045,64,1434d13,2017-02-17 14:55:40,multibinit add test paral for anharmonic part and NPT MD,0
1046,65,09258d8,2017-02-17 15:57:36,eff_pot.c: change error message to warning message,1
1067,216,c9feb9a,2017-02-22 22:27:51,Small modifs in abinit_vars.yml  and update of vardev and varrlx.,0
1068,217,91fc156,2017-02-22 23:07:33,Fixed mrgdv issue with large number of files,1
1068,217,91fc156,2017-02-22 23:07:33,Fixed mrgdv issue with large number of files,0
1069,5,926240.0,2017-02-23 01:36:42,Fix problem with test#10 of buildsys  related to FCFLAGS_FIXEDFORM  and other FCFLAGS_* . Fix borrowed from torrent/wvl-paw-forces.,1
1099,244,b8cbe65,2017-02-27 16:21:35,Update contributor list,0
1100,24,ded633e,2017-02-27 16:35:10,Fix README as links,1
1117,260,19c098c,2017-03-01 12:19:07,Now compiles,0
1118,75,6bac147,2017-03-01 12:59:39,merge error,1
1125,261,9f14e88,2017-03-02 08:43:18,Introduce the routine spatialchempot.F90 . Results not used yet.,0
1126,262,b7dbbc2,2017-03-02 09:00:16,Fix problems found by abilint,1
1135,84,27dd7ee,2017-03-02 13:58:37,Merge branch 'lobpcg_tosubmit' of gitlab.abinit.org:biederj/abinit into lobpcg_tosubmit,0
1136,85,41d9c49,2017-03-02 14:03:07,Error when merging,1
1144,274,7cfe6a1,2017-03-03 06:22:51,Merge remote-tracking branch jollet/develop/0f2f into _jollet,0
1145,88,db31f1f,2017-03-03 09:30:01,Fix Hybrid functionnal initialisation,1
1151,90,712b60b,2017-03-03 16:26:05,Merge remote-tracking branch 'trunk/develop' into hmc,0
1152,91,517562b,2017-03-04 01:08:43,try fixing abiauty test fail,1
1153,278,fdf11a8,2017-03-04 06:32:20,Merge remote-tracking branch torrent/wvl-paw-forces/6ea9 into _torrent Were lots of conflicts  all solved. Conflicts: 	src/67_common/etotfor.F90 	src/67_common/forces.F90 	src/67_common/mklocl_realspace.F90 	src/67_common/mklocl_wavelets.F90 	src/79_seqpar_mpi/vtorho.F90 	src/94_scfcv/scfcv.F90,0
1154,279,cbb68f6,2017-03-04 07:02:08,Fix problem with args of pawgrnl in 66_wfs/fock_getghc.F90. Also suppress two debugging write statements.,1
1155,280,880645f,2017-03-04 07:31:51,Merge remote-tracking branch origin/_torrent/cbb6 into gonze_chempot2,0
1156,281,7c7462c,2017-03-05 05:36:30,Fix allocation issue,1
1161,93,76c16a9,2017-03-05 06:30:31,Correction of previous commit. Will test this one.,0
