,File,Hash,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,human_buggy
10,package/MDAnalysis/topology/base.py,c5ca8b6,1.0,1.0,1.0,1.0,17.0,2.0,6.0,9.0,2.0,6.0,6.0,187.0,34.0,49.0,18.0,31.0,107.0,0.0,0.0,46.0,18.0,28.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,2.0,2.18,11.0,11.0,11.0,6.0,0.0
11,package/MDAnalysis/topology/core.py,c5ca8b6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,7.0,13.0,13.0,0.0,34.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,0.0,0.0,0.0,0.0,0.0
12,package/MDAnalysis/core/units.py,c5ca8b6,2.0,2.0,2.0,2.0,41.0,2.0,8.0,9.0,0.0,3.0,2.0,375.0,69.0,100.0,3.0,97.0,221.0,3.0,0.0,31.0,3.0,28.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,2.21,8.0,8.0,8.0,6.0,0.0
13,testsuite/MDAnalysisTests/test_units.py,c5ca8b6,2.0,2.0,2.0,2.0,41.0,2.0,8.0,9.0,0.0,3.0,2.0,375.0,69.0,100.0,3.0,97.0,221.0,3.0,0.0,31.0,3.0,28.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,2.21,8.0,8.0,8.0,6.0,0.0
14,testsuite/MDAnalysisTests/datafiles.py,c5ca8b6,1.0,1.0,1.0,1.0,312.0,0.0,0.0,0.0,0.0,1.0,0.0,406.0,54.0,314.0,2.0,312.0,102.0,1.0,0.0,192.0,2.0,190.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.32,1.0,1.0,1.0,1.0,0.0
15,package/MDAnalysis/topology/core.py,c5ca8b6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
16,package/MDAnalysis/topology/core.py,c5ca8b6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
17,package/MDAnalysis/topology/base.py,c5ca8b6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
18,package/doc/sphinx/source/conf.py,566f3ee,1.0,1.0,1.0,1.0,78.0,0.0,0.0,0.0,0.0,1.0,0.0,337.0,77.0,82.0,4.0,78.0,182.0,1.0,0.0,36.0,4.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.22,1.0,1.0,1.0,1.0,1.0
19,package/doc/sphinx/source/conf.py,3e02ee9,1.0,1.0,1.0,1.0,15.0,0.0,4.0,0.0,1.0,4.0,3.0,322.0,81.0,69.0,8.0,61.0,172.0,2.0,0.0,46.0,7.0,39.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,2.49,7.0,7.0,7.0,6.0,0.0
20,testsuite/MDAnalysisTests/test_selections.py,3e02ee9,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,5.0,50.0,50.0,289.0,58.0,199.0,66.0,133.0,35.0,0.0,0.0,190.0,61.0,129.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.18,50.0,50.0,50.0,50.0,0.0
21,package/MDAnalysis/coordinates/CRD.py,b2d70dd,5.0,5.0,5.0,2.0,42.0,4.0,25.0,13.0,2.0,4.0,4.0,261.0,38.0,128.0,14.0,114.0,101.0,0.0,0.0,97.0,14.0,83.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,6.0,4.0,0.79,21.0,21.0,21.0,9.0,1.0
22,package/MDAnalysis/coordinates/INPCRD.py,b2d70dd,5.0,5.0,5.0,2.0,42.0,4.0,25.0,13.0,2.0,4.0,4.0,261.0,38.0,128.0,14.0,114.0,101.0,0.0,0.0,97.0,14.0,83.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,6.0,4.0,0.79,21.0,21.0,21.0,9.0,1.0
23,package/MDAnalysis/coordinates/DMS.py,b2d70dd,1.0,1.0,1.0,1.0,9.0,0.0,8.0,0.0,2.0,8.0,8.0,134.0,22.0,74.0,17.0,57.0,41.0,0.0,0.0,67.0,15.0,52.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,1.0,2.0,0.55,14.0,14.0,14.0,8.0,1.0
24,package/MDAnalysis/coordinates/GRO.py,b2d70dd,4.0,4.0,4.0,1.0,36.0,5.0,21.0,11.0,3.0,7.0,7.0,420.0,81.0,179.0,22.0,157.0,171.0,0.0,0.0,138.0,20.0,118.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,4.0,3.0,0.96,33.0,33.0,33.0,13.0,1.0
25,package/MDAnalysis/coordinates/INPCRD.py,b2d70dd,6.0,6.0,6.0,1.0,27.0,2.0,22.0,3.0,1.0,1.0,1.0,77.0,15.0,28.0,5.0,23.0,34.0,0.0,0.0,27.0,5.0,22.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,1.0,3.0,1.21,6.0,6.0,6.0,1.0,1.0
26,package/MDAnalysis/coordinates/LAMMPS.py,b2d70dd,3.0,3.0,3.0,2.0,19.0,2.0,16.0,3.0,4.0,12.0,11.0,437.0,73.0,203.0,27.0,176.0,166.0,1.0,0.0,176.0,26.0,150.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,4.0,3.0,0.82,46.0,46.0,46.0,25.0,1.0
27,package/MDAnalysis/coordinates/PDBQT.py,b2d70dd,4.0,4.0,4.0,1.0,34.0,3.0,22.0,10.0,2.0,5.0,5.0,344.0,42.0,140.0,15.0,125.0,170.0,0.0,0.0,92.0,15.0,77.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,3.0,3.0,1.21,22.0,22.0,22.0,7.0,1.0
28,package/MDAnalysis/coordinates/PQR.py,b2d70dd,5.0,5.0,5.0,1.0,38.0,4.0,21.0,14.0,2.0,4.0,4.0,306.0,54.0,103.0,14.0,89.0,156.0,0.0,0.0,81.0,14.0,67.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,1.0,3.0,1.51,20.0,20.0,20.0,4.0,1.0
29,package/MDAnalysis/coordinates/base.py,b2d70dd,2.0,2.0,2.0,1.0,14.0,2.0,6.0,6.0,8.0,101.0,101.0,1955.0,395.0,723.0,168.0,555.0,842.0,0.0,0.0,616.0,125.0,491.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,13.0,3.0,1.16,227.0,227.0,227.0,156.0,1.0
30,testsuite/MDAnalysisTests/datafiles.py,b2d70dd,1.0,1.0,1.0,1.0,312.0,0.0,0.0,0.0,0.0,1.0,0.0,406.0,54.0,314.0,2.0,312.0,102.0,1.0,0.0,192.0,2.0,190.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.32,1.0,1.0,1.0,1.0,1.0
31,package/MDAnalysis/coordinates/base.py,b2d70dd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
32,package/MDAnalysis/coordinates/CRD.py,7d2e276,2.0,2.0,2.0,1.0,14.0,1.0,9.0,5.0,3.0,12.0,12.0,252.0,38.0,137.0,24.0,113.0,93.0,0.0,0.0,119.0,21.0,98.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,6.0,4.0,0.68,30.0,30.0,30.0,19.0,0.0
33,package/MDAnalysis/coordinates/INPCRD.py,7d2e276,2.0,2.0,2.0,1.0,14.0,1.0,9.0,5.0,3.0,12.0,12.0,252.0,38.0,137.0,24.0,113.0,93.0,0.0,0.0,119.0,21.0,98.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,6.0,4.0,0.68,30.0,30.0,30.0,19.0,0.0
34,package/MDAnalysis/coordinates/DMS.py,7d2e276,1.0,1.0,1.0,1.0,7.0,0.0,6.0,1.0,2.0,12.0,12.0,151.0,24.0,95.0,26.0,69.0,39.0,0.0,0.0,91.0,24.0,67.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,1.0,2.0,0.41,18.0,18.0,18.0,12.0,0.0
35,package/MDAnalysis/coordinates/GRO.py,7d2e276,2.0,2.0,2.0,1.0,18.0,1.0,11.0,7.0,3.0,11.0,11.0,293.0,49.0,152.0,26.0,126.0,116.0,0.0,0.0,119.0,24.0,95.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,1.0,4.0,0.76,28.0,28.0,28.0,11.0,0.0
36,package/MDAnalysis/coordinates/INPCRD.py,7d2e276,7.0,7.0,7.0,1.0,32.0,3.0,26.0,4.0,1.0,1.0,1.0,66.0,10.0,32.0,5.0,27.0,25.0,0.0,0.0,31.0,5.0,26.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,1.0,3.0,0.78,7.0,7.0,7.0,1.0,0.0
37,package/MDAnalysis/coordinates/LAMMPS.py,7d2e276,2.0,2.0,2.0,1.0,9.0,1.0,6.0,2.0,5.0,8.0,8.0,199.0,41.0,69.0,20.0,49.0,96.0,0.0,0.0,67.0,18.0,49.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,1.39,17.0,17.0,17.0,14.0,0.0
38,package/MDAnalysis/coordinates/PDBQT.py,7d2e276,1.0,1.0,1.0,1.0,11.0,0.0,7.0,4.0,3.0,19.0,19.0,425.0,63.0,168.0,34.0,134.0,215.0,0.0,0.0,146.0,30.0,116.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,3.0,3.0,1.28,36.0,36.0,36.0,23.0,0.0
39,package/MDAnalysis/coordinates/PQR.py,7d2e276,2.0,2.0,2.0,1.0,13.0,1.0,7.0,5.0,2.0,11.0,11.0,295.0,53.0,104.0,19.0,85.0,152.0,0.0,0.0,95.0,19.0,76.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,1.0,4.0,1.46,23.0,23.0,23.0,11.0,0.0
40,package/MDAnalysis/coordinates/base.py,7d2e276,1.0,1.0,1.0,1.0,9.0,0.0,5.0,3.0,5.0,76.0,76.0,986.0,205.0,410.0,106.0,304.0,392.0,0.0,0.0,372.0,90.0,282.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,6.0,3.0,0.96,137.0,137.0,137.0,113.0,0.0
41,testsuite/MDAnalysisTests/datafiles.py,7d2e276,1.0,1.0,1.0,1.0,146.0,0.0,0.0,0.0,0.0,1.0,0.0,210.0,36.0,147.0,1.0,146.0,55.0,1.0,0.0,98.0,1.0,97.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.37,1.0,1.0,1.0,1.0,0.0
42,testsuite/MDAnalysisTests/test_coordinates.py,7d2e276,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,114.0,384.0,384.0,3476.0,705.0,2480.0,613.0,1859.0,372.0,0.0,0.0,2067.0,521.0,1546.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,1.0,3.0,0.15,491.0,491.0,491.0,384.0,0.0
43,package/MDAnalysis/coordinates/base.py,7d2e276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
44,package/MDAnalysis/coordinates/DCD.py,45bb4ee,1.0,1.0,1.0,1.0,21.0,1.0,8.0,12.0,3.0,19.0,18.0,607.0,93.0,175.0,36.0,139.0,347.0,1.0,0.0,155.0,32.0,123.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,5.0,2.0,1.98,37.0,37.0,37.0,30.0,1.0
45,package/MDAnalysis/coordinates/GMS.py,45bb4ee,3.0,3.0,3.0,2.0,15.0,1.0,12.0,2.0,1.0,13.0,13.0,274.0,44.0,172.0,22.0,150.0,65.0,0.0,0.0,164.0,19.0,145.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,10.0,3.0,0.38,48.0,48.0,48.0,36.0,1.0
46,package/MDAnalysis/coordinates/MOL2.py,45bb4ee,3.0,3.0,3.0,1.0,22.0,3.0,14.0,5.0,2.0,10.0,10.0,362.0,73.0,159.0,18.0,141.0,139.0,0.0,0.0,144.0,17.0,127.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,6.0,3.0,0.87,32.0,32.0,32.0,19.0,1.0
47,package/MDAnalysis/coordinates/PDB.py,45bb4ee,3.0,3.0,3.0,1.0,22.0,3.0,11.0,8.0,7.0,40.0,39.0,1360.0,275.0,507.0,66.0,441.0,613.0,2.0,0.0,442.0,62.0,380.0,2.0,2.0,2.0,1.0,15.0,15.0,15.0,11.0,4.0,1.21,124.0,124.0,124.0,79.0,1.0
48,package/MDAnalysis/coordinates/TRJ.py,45bb4ee,3.0,3.0,3.0,2.0,22.0,2.0,15.0,6.0,4.0,29.0,28.0,938.0,168.0,456.0,48.0,408.0,347.0,2.0,0.0,407.0,43.0,364.0,2.0,2.0,2.0,1.0,15.0,15.0,15.0,9.0,3.0,0.76,108.0,108.0,108.0,60.0,1.0
49,package/MDAnalysis/coordinates/xdrfile/TRR.py,45bb4ee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,22.0,1.0,1.0,0.0,104.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.00,0.0,0.0,0.0,0.0,1.0
50,package/MDAnalysis/coordinates/TRZ.py,45bb4ee,2.0,2.0,2.0,1.0,20.0,1.0,16.0,3.0,3.0,23.0,23.0,626.0,96.0,403.0,42.0,361.0,139.0,0.0,0.0,306.0,35.0,271.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,5.0,2.0,0.34,62.0,62.0,62.0,41.0,1.0
51,package/MDAnalysis/coordinates/xdrfile/XTC.py,45bb4ee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,13.0,1.0,1.0,0.0,61.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.00,0.0,0.0,0.0,0.0,1.0
52,package/MDAnalysis/coordinates/base.py,45bb4ee,1.0,1.0,1.0,1.0,9.0,0.0,5.0,3.0,6.0,84.0,84.0,1044.0,223.0,446.0,115.0,331.0,396.0,0.0,0.0,404.0,99.0,305.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,6.0,3.0,0.89,147.0,147.0,147.0,121.0,1.0
53,package/MDAnalysis/coordinates/xdrfile/core.py,45bb4ee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
54,package/MDAnalysis/coordinates/xdrfile/TRR.py,45bb4ee,2.0,2.0,2.0,1.0,13.0,0.0,11.0,2.0,3.0,17.0,17.0,420.0,58.0,222.0,38.0,184.0,152.0,0.0,0.0,161.0,26.0,135.0,0.0,0.0,0.0,0.0,18.0,18.0,18.0,15.0,3.0,0.68,50.0,50.0,50.0,33.0,1.0
55,package/MDAnalysis/coordinates/xdrfile/XTC.py,45bb4ee,2.0,2.0,2.0,1.0,9.0,1.0,8.0,0.0,2.0,4.0,4.0,113.0,26.0,44.0,12.0,32.0,46.0,0.0,0.0,40.0,12.0,28.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,3.0,1.0,1.05,10.0,10.0,10.0,6.0,1.0
56,package/MDAnalysis/coordinates/xdrfile/core.py,45bb4ee,3.0,3.0,3.0,2.0,21.0,2.0,11.0,8.0,3.0,31.0,31.0,815.0,120.0,387.0,51.0,336.0,329.0,0.0,0.0,352.0,44.0,308.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,8.0,3.0,0.85,103.0,103.0,103.0,66.0,1.0
57,package/MDAnalysis/coordinates/xdrfile/statno.py,45bb4ee,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,9.0,4.0,1.0,3.0,29.0,1.0,0.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7.25,1.0,1.0,1.0,1.0,1.0
58,testsuite/MDAnalysisTests/test_coordinates.py,45bb4ee,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,108.0,382.0,382.0,3435.0,691.0,2453.0,606.0,1839.0,372.0,0.0,0.0,2040.0,514.0,1526.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,1.0,3.0,0.15,489.0,489.0,489.0,382.0,1.0
59,testsuite/MDAnalysisTests/test_reader_api.py,45bb4ee,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,7.0,38.0,37.0,221.0,50.0,140.0,46.0,94.0,31.0,1.0,0.0,135.0,46.0,89.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,0.22,42.0,42.0,42.0,40.0,1.0
60,testsuite/setup.py,45bb4ee,3.0,3.0,3.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,0.0,127.0,22.0,71.0,6.0,65.0,37.0,4.0,1.0,16.0,6.0,10.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,0.52,3.0,3.0,3.0,1.0,1.0
61,package/MDAnalysis/coordinates/xdrfile/core.py,45bb4ee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
62,package/MDAnalysis/coordinates/xdrfile/core.py,45bb4ee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
63,package/MDAnalysis/coordinates/xdrfile/core.py,45bb4ee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
64,package/MDAnalysis/coordinates/base.py,45bb4ee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
65,package/MDAnalysis/coordinates/xdrfile/core.py,45bb4ee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
66,package/MDAnalysis/coordinates/DCD.py,1438f59,2.0,2.0,2.0,1.0,20.0,1.0,8.0,11.0,3.0,21.0,20.0,633.0,99.0,194.0,39.0,155.0,350.0,1.0,0.0,172.0,35.0,137.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,6.0,2.0,1.80,46.0,46.0,46.0,37.0,0.0
67,package/MDAnalysis/coordinates/GMS.py,1438f59,3.0,3.0,3.0,2.0,14.0,1.0,11.0,1.0,1.0,14.0,14.0,282.0,50.0,174.0,23.0,151.0,65.0,0.0,0.0,166.0,20.0,146.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,10.0,3.0,0.37,49.0,49.0,49.0,37.0,0.0
68,package/MDAnalysis/coordinates/MOL2.py,1438f59,2.0,2.0,2.0,1.0,19.0,3.0,11.0,4.0,3.0,13.0,13.0,389.0,80.0,169.0,25.0,144.0,149.0,0.0,0.0,152.0,22.0,130.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,6.0,3.0,0.88,35.0,35.0,35.0,22.0,0.0
69,package/MDAnalysis/coordinates/PDB.py,1438f59,2.0,2.0,2.0,1.0,20.0,3.0,10.0,7.0,8.0,46.0,45.0,1410.0,286.0,535.0,75.0,460.0,626.0,2.0,0.0,468.0,69.0,399.0,2.0,2.0,2.0,1.0,15.0,15.0,15.0,11.0,4.0,1.17,132.0,132.0,132.0,85.0,0.0
70,package/MDAnalysis/coordinates/TRJ.py,1438f59,3.0,3.0,3.0,2.0,21.0,1.0,14.0,6.0,4.0,32.0,31.0,987.0,176.0,485.0,51.0,434.0,361.0,2.0,0.0,433.0,46.0,387.0,2.0,2.0,2.0,1.0,15.0,15.0,15.0,9.0,3.0,0.74,120.0,120.0,120.0,71.0,0.0
71,package/MDAnalysis/coordinates/xdrfile/TRR.py,1438f59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
72,package/MDAnalysis/coordinates/TRZ.py,1438f59,2.0,2.0,2.0,1.0,19.0,1.0,16.0,2.0,3.0,24.0,24.0,629.0,97.0,409.0,43.0,366.0,135.0,0.0,0.0,309.0,36.0,273.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,5.0,2.0,0.33,63.0,63.0,63.0,42.0,0.0
73,package/MDAnalysis/coordinates/xdrfile/XTC.py,1438f59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
