index,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs,fastread_bugs
13,leaflet.py,1.0,1.0,1.0,1.0,12.0,0.0,6.0,5.0,1.0,12.0,12.0,248.0,43.0,83.0,21.0,62.0,127.0,0.0,0.0,74.0,20.0,54.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,1.53,22.0,22.0,22.0,15.0,0.0,43
14,CRD.py,2.0,2.0,2.0,1.0,14.0,1.0,9.0,4.0,2.0,11.0,11.0,227.0,30.0,129.0,20.0,109.0,83.0,0.0,0.0,116.0,20.0,96.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,6.0,4.0,0.64,29.0,29.0,29.0,18.0,0.0,50
15,DCD.py,2.0,2.0,2.0,1.0,16.0,1.0,8.0,8.0,2.0,18.0,17.0,378.0,33.0,160.0,31.0,129.0,195.0,1.0,0.0,152.0,30.0,122.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,6.0,2.0,1.22,41.0,41.0,41.0,32.0,0.0,81
16,GRO.py,2.0,2.0,2.0,1.0,16.0,1.0,10.0,7.0,3.0,10.0,10.0,249.0,37.0,126.0,24.0,102.0,107.0,0.0,0.0,103.0,23.0,80.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,1.0,3.0,0.85,25.0,25.0,25.0,10.0,0.0,71
17,LAMMPS.py,4.0,4.0,4.0,4.0,11.0,0.0,11.0,1.0,3.0,2.0,2.0,103.0,15.0,29.0,7.0,22.0,61.0,0.0,0.0,29.0,7.0,22.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,2.1,8.0,8.0,8.0,8.0,0.0,46
18,PDB.py,2.0,2.0,2.0,1.0,13.0,1.0,8.0,4.0,5.0,49.0,48.0,863.0,134.0,443.0,68.0,375.0,315.0,2.0,0.0,402.0,65.0,337.0,2.0,2.0,2.0,1.0,14.0,14.0,14.0,10.0,4.0,0.71,119.0,119.0,119.0,82.0,0.0,84
19,PDBQT.py,1.0,1.0,1.0,1.0,11.0,0.0,7.0,4.0,3.0,19.0,19.0,406.0,56.0,160.0,33.0,127.0,211.0,0.0,0.0,145.0,30.0,115.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,3.0,3.0,1.32,36.0,36.0,36.0,23.0,0.0,52
20,PQR.py,1.0,1.0,1.0,1.0,8.0,0.0,6.0,2.0,1.0,7.0,7.0,171.0,26.0,59.0,15.0,44.0,91.0,0.0,0.0,59.0,15.0,44.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,1.0,4.0,1.54,13.0,13.0,13.0,7.0,0.0,56
21,TRJ.py,2.0,2.0,2.0,1.0,13.0,1.0,8.0,4.0,2.0,15.0,15.0,344.0,66.0,143.0,24.0,119.0,146.0,0.0,0.0,138.0,21.0,117.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,3.0,2.0,1.02,34.0,34.0,34.0,23.0,0.0,69
24,XYZ.py,2.0,2.0,2.0,1.0,13.0,2.0,9.0,2.0,1.0,12.0,12.0,257.0,54.0,127.0,21.0,106.0,81.0,0.0,0.0,121.0,19.0,102.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,3.0,2.0,0.64,34.0,34.0,34.0,22.0,0.0,51
29,extensions.py,2.0,2.0,2.0,1.0,16.0,2.0,9.0,8.0,2.0,6.0,5.0,182.0,38.0,55.0,11.0,44.0,91.0,1.0,0.0,49.0,10.0,39.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,1.0,2.0,1.65,13.0,13.0,13.0,6.0,0.0,17
30,TRR.py,10.0,10.0,10.0,8.0,58.0,0.0,50.0,13.0,3.0,1.0,1.0,119.0,12.0,62.0,7.0,55.0,50.0,0.0,0.0,56.0,7.0,49.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,8.0,3.0,0.81,10.0,10.0,10.0,8.0,0.0,59
31,XTC.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,55.0,11.0,8.0,4.0,4.0,36.0,0.0,0.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,52
34,libxdrfile.py,1.0,1.0,1.0,1.0,6.0,0.0,3.0,0.0,1.0,16.0,15.0,437.0,104.0,90.0,21.0,70.0,244.0,8.0,1.0,94.0,21.0,73.0,4.0,4.0,4.0,1.0,6.0,6.0,6.0,6.0,2.0,2.71,29.0,29.0,29.0,25.0,0.0,6
35,statno.py,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,9.0,4.0,1.0,3.0,29.0,1.0,0.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7.25,1.0,1.0,1.0,1.0,0.0,15
36,AtomGroup.py,1.0,1.0,1.0,1.0,11.0,1.0,5.0,4.0,7.0,123.0,123.0,1817.0,290.0,694.0,165.0,529.0,855.0,0.0,0.0,659.0,151.0,508.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,4.0,3.0,1.23,224.0,224.0,224.0,143.0,0.0,106
37,Selection.py,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,31.0,80.0,79.0,691.0,66.0,510.0,119.0,391.0,134.0,2.0,0.0,462.0,119.0,343.0,2.0,2.0,2.0,1.0,23.0,23.0,23.0,19.0,3.0,0.26,141.0,141.0,141.0,100.0,0.0,36
38,Timeseries.py,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,11.0,37.0,37.0,308.0,48.0,151.0,50.0,102.0,109.0,0.0,0.0,153.0,49.0,104.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,2.0,0.72,63.0,63.0,63.0,46.0,0.0,34
41,transformations.py,2.0,2.0,2.0,1.0,27.0,2.0,13.0,11.0,1.0,55.0,54.0,1824.0,287.0,764.0,66.0,698.0,776.0,2.0,0.0,681.0,64.0,617.0,2.0,2.0,2.0,1.0,8.0,8.0,8.0,5.0,4.0,1.02,154.0,154.0,154.0,87.0,0.0,33
46,charmm.py,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,4.0,4.0,57.0,12.0,16.0,6.0,10.0,30.0,0.0,0.0,16.0,6.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.88,4.0,4.0,4.0,4.0,0.0,31
47,gromacs.py,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,49.0,11.0,9.0,4.0,5.0,29.0,0.0,0.0,9.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.22,2.0,2.0,2.0,2.0,0.0,26
48,pymol.py,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,3.0,3.0,56.0,12.0,14.0,5.0,9.0,32.0,0.0,0.0,14.0,5.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.29,3.0,3.0,3.0,3.0,0.0,26
49,vmd.py,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,3.0,52.0,10.0,13.0,5.0,8.0,30.0,0.0,0.0,13.0,5.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.31,3.0,3.0,3.0,3.0,0.0,26
52,CRDParser.py,4.0,4.0,4.0,3.0,25.0,5.0,33.0,12.0,0.0,2.0,1.0,86.0,14.0,39.0,5.0,34.0,34.0,1.0,0.0,36.0,5.0,31.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,6.0,4.0,0.87,9.0,9.0,9.0,7.0,0.0,29
53,GROParser.py,8.0,8.0,8.0,4.0,67.0,7.0,33.0,27.0,1.0,1.0,1.0,102.0,14.0,39.0,6.0,33.0,49.0,0.0,0.0,37.0,6.0,31.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,4.0,4.0,1.26,8.0,8.0,8.0,4.0,0.0,43
54,PDBParser.py,2.0,2.0,2.0,1.0,17.0,4.0,13.0,7.0,1.0,3.0,2.0,92.0,18.0,36.0,8.0,28.0,41.0,2.0,0.0,35.0,8.0,27.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.14,6.0,6.0,6.0,3.0,0.0,30
55,PDBQTParser.py,1.0,1.0,1.0,1.0,18.0,2.0,11.0,7.0,1.0,2.0,2.0,83.0,15.0,27.0,6.0,21.0,46.0,0.0,0.0,26.0,6.0,20.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.7,3.0,3.0,3.0,2.0,0.0,29
56,PQRParser.py,1.0,1.0,1.0,1.0,21.0,3.0,11.0,8.0,1.0,2.0,2.0,82.0,15.0,26.0,6.0,20.0,44.0,0.0,0.0,25.0,6.0,19.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.69,3.0,3.0,3.0,2.0,0.0,38
57,PSFParser.py,3.0,3.0,3.0,2.0,38.0,4.0,18.0,16.0,1.0,4.0,4.0,171.0,25.0,64.0,7.0,57.0,85.0,0.0,0.0,60.0,7.0,53.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,2.0,1.33,15.0,15.0,15.0,8.0,0.0,48
58,PrimitivePDBParser.py,2.0,2.0,2.0,1.0,17.0,2.0,11.0,4.0,1.0,3.0,3.0,90.0,17.0,38.0,7.0,31.0,38.0,0.0,0.0,38.0,7.0,31.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,1.0,6.0,6.0,6.0,5.0,0.0,35
59,TOPParser.py,4.0,4.0,4.0,2.0,26.0,1.0,21.0,4.0,1.0,7.0,7.0,215.0,21.0,144.0,13.0,131.0,55.0,0.0,0.0,122.0,13.0,109.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,6.0,3.0,0.38,30.0,30.0,30.0,16.0,0.0,45
62,tables.py,2.0,2.0,2.0,2.0,43.0,5.0,10.0,13.0,0.0,2.0,1.0,188.0,35.0,70.0,1.0,69.0,84.0,1.0,0.0,14.0,1.0,13.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.2,4.0,4.0,4.0,4.0,0.0,38
63,LAMMPSParser.py,3.0,3.0,3.0,1.0,13.0,0.0,11.0,1.0,3.0,12.0,11.0,190.0,9.0,144.0,18.0,126.0,37.0,1.0,0.0,140.0,18.0,122.0,1.0,1.0,1.0,1.0,18.0,18.0,18.0,7.0,5.0,0.26,38.0,38.0,38.0,21.0,0.0,48
64,Transformation.py,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,5.0,5.0,41.0,5.0,17.0,9.0,8.0,19.0,0.0,0.0,17.0,9.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.12,5.0,5.0,5.0,5.0,0.0,1
66,conf.py,1.0,1.0,1.0,1.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,276.0,72.0,39.0,1.0,38.0,165.0,1.0,0.0,27.0,1.0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.23,1.0,1.0,1.0,1.0,0.0,57
67,GNMExample.py,2.0,2.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,3.0,11.0,4.0,7.0,1.0,2.0,0.0,12.0,4.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.09,2.0,2.0,2.0,1.0,0.0,13
68,amber2dcd.py,2.0,2.0,2.0,1.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,11.0,20.0,4.0,16.0,14.0,2.0,0.0,20.0,4.0,16.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.7,2.0,2.0,2.0,1.0,0.0,13
69,backbone_dihedral.py,6.0,6.0,6.0,1.0,49.0,0.0,0.0,0.0,0.0,1.0,0.0,88.0,19.0,54.0,5.0,49.0,16.0,32.0,2.0,54.0,5.0,49.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,1.0,1.0,0.3,6.0,6.0,6.0,1.0,0.0,15
70,blocks.py,3.0,3.0,3.0,1.0,12.0,0.0,6.0,0.0,0.0,3.0,2.0,69.0,19.0,41.0,7.0,34.0,10.0,9.0,1.0,41.0,7.0,34.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,2.0,0.24,9.0,9.0,9.0,3.0,0.0,16
71,dcd2xtc.py,2.0,2.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,10.0,12.0,3.0,9.0,10.0,2.0,0.0,12.0,3.0,9.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.83,2.0,2.0,2.0,1.0,0.0,12
72,lipid_order_parameters.py,2.0,2.0,2.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,9.0,17.0,2.0,15.0,4.0,2.0,0.0,17.0,2.0,15.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.24,2.0,2.0,2.0,1.0,0.0,15
73,make_MthK_tetramer.py,1.0,1.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,5.0,12.0,1.0,11.0,9.0,1.0,0.0,12.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,1.0,1.0,1.0,1.0,0.0,11
74,membrane-composition.py,5.0,5.0,5.0,3.0,37.0,0.0,2.0,1.0,0.0,2.0,1.0,121.0,24.0,80.0,7.0,73.0,24.0,121.0,2.0,53.0,7.0,46.0,10.0,10.0,10.0,6.0,10.0,10.0,10.0,6.0,3.0,0.3,11.0,11.0,11.0,7.0,0.0,15
75,membrane-leaflets.py,3.0,3.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,10.0,16.0,4.0,12.0,24.0,3.0,0.0,16.0,4.0,12.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,1.5,3.0,3.0,3.0,1.0,0.0,14
76,membrane-parameters.py,4.0,4.0,4.0,3.0,36.0,2.0,8.0,2.0,0.0,2.0,1.0,138.0,31.0,77.0,7.0,70.0,37.0,25.0,1.0,49.0,7.0,42.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,3.0,0.48,8.0,8.0,8.0,7.0,0.0,14
77,multimers-analysis.py,4.0,4.0,4.0,2.0,23.0,3.0,16.0,6.0,0.0,8.0,7.0,236.0,41.0,127.0,10.0,117.0,69.0,2.0,0.0,136.0,10.0,126.0,2.0,2.0,2.0,1.0,13.0,13.0,13.0,6.0,4.0,0.54,35.0,35.0,35.0,19.0,0.0,15
78,nativecontacts.py,3.0,3.0,3.0,1.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0,16.0,20.0,4.0,16.0,29.0,4.0,1.0,20.0,4.0,16.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.45,3.0,3.0,3.0,1.0,0.0,12
79,potential_profile.py,3.0,3.0,3.0,1.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,13.0,35.0,3.0,32.0,15.0,3.0,0.0,34.0,3.0,31.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,0.43,3.0,3.0,3.0,1.0,0.0,16
80,radial_distribution_function.py,5.0,5.0,5.0,1.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,106.0,21.0,56.0,9.0,47.0,36.0,16.0,1.0,56.0,9.0,47.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,2.0,0.64,5.0,5.0,5.0,1.0,0.0,17
81,rmsd.py,2.0,2.0,2.0,1.0,41.0,11.0,21.0,24.0,0.0,2.0,1.0,113.0,25.0,56.0,9.0,47.0,37.0,3.0,0.0,56.0,9.0,47.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,0.66,5.0,5.0,5.0,2.0,0.0,16
82,rmsfit.py,4.0,4.0,4.0,1.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,11.0,27.0,7.0,20.0,10.0,5.0,1.0,26.0,7.0,19.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,2.0,0.37,4.0,4.0,4.0,1.0,0.0,14
83,rmsfit_qcp.py,2.0,2.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,77.0,16.0,36.0,4.0,32.0,29.0,2.0,0.0,31.0,4.0,27.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.81,2.0,2.0,2.0,1.0,0.0,17
84,rotational_autocorrelation.py,1.0,1.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,7.0,14.0,3.0,11.0,6.0,1.0,0.0,14.0,3.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.43,1.0,1.0,1.0,1.0,0.0,15
85,schlitter_determ.py,2.0,2.0,2.0,1.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,6.0,33.0,5.0,28.0,23.0,2.0,0.0,33.0,5.0,28.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.7,2.0,2.0,2.0,1.0,0.0,15
86,schlitter_quasiharmonic.py,4.0,4.0,4.0,1.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,11.0,44.0,3.0,41.0,3.0,8.0,1.0,44.0,3.0,41.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,0.07,4.0,4.0,4.0,1.0,0.0,14
90,datafiles.py,1.0,1.0,1.0,1.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,74.0,13.0,35.0,1.0,34.0,34.0,1.0,0.0,24.0,1.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.97,1.0,1.0,1.0,1.0,0.0,136
91,test_analysis.py,1.0,1.0,1.0,1.0,8.0,0.0,6.0,1.0,3.0,13.0,13.0,155.0,19.0,101.0,27.0,73.0,41.0,0.0,0.0,94.0,26.0,68.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.41,14.0,14.0,14.0,13.0,0.0,53
92,test_atomgroup.py,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,6.0,50.0,49.0,372.0,65.0,268.0,69.0,199.0,59.0,2.0,0.0,233.0,67.0,166.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.22,53.0,53.0,53.0,50.0,0.0,111
93,test_coordinates.py,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,38.0,171.0,171.0,1378.0,269.0,962.0,269.0,687.0,201.0,0.0,0.0,802.0,222.0,580.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,0.21,200.0,200.0,200.0,171.0,0.0,91
94,test_distances.py,1.0,1.0,1.0,1.0,8.0,0.0,8.0,0.0,3.0,15.0,14.0,176.0,23.0,128.0,24.0,104.0,26.0,1.0,0.0,108.0,23.0,85.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.2,16.0,16.0,16.0,15.0,0.0,89
95,test_libxdrfile.py,1.0,1.0,1.0,1.0,4.0,0.0,3.0,1.0,3.0,8.0,7.0,74.0,16.0,32.0,15.0,17.0,27.0,2.0,0.0,32.0,15.0,17.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.84,10.0,10.0,10.0,8.0,0.0,2
96,test_pdbqt.py,1.0,1.0,1.0,1.0,6.0,0.0,5.0,1.0,1.0,7.0,7.0,78.0,12.0,44.0,15.0,29.0,24.0,0.0,0.0,42.0,15.0,27.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.55,8.0,8.0,8.0,7.0,0.0,71
97,test_qcprot.py,1.0,1.0,1.0,1.0,41.0,5.0,30.0,5.0,0.0,2.0,2.0,124.0,20.0,65.0,6.0,59.0,39.0,0.0,0.0,63.0,6.0,57.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6,2.0,2.0,2.0,2.0,0.0,34
98,test_selections.py,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,19.0,19.0,132.0,25.0,79.0,26.0,53.0,29.0,0.0,0.0,75.0,26.0,49.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.37,19.0,19.0,19.0,19.0,0.0,55
99,test_topology.py,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,14.0,6.0,6.0,137.0,27.0,84.0,24.0,60.0,26.0,0.0,0.0,84.0,24.0,60.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.31,8.0,8.0,8.0,6.0,0.0,77
100,test_units.py,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,5.0,5.0,48.0,5.0,27.0,11.0,16.0,16.0,0.0,0.0,20.0,11.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.59,5.0,5.0,5.0,5.0,0.0,45
101,test_util.py,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,3.0,20.0,20.0,106.0,17.0,70.0,28.0,42.0,19.0,0.0,0.0,70.0,28.0,42.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.27,22.0,22.0,22.0,20.0,0.0,59
102,ez_setup.py,4.0,4.0,4.0,1.0,31.0,2.0,22.0,4.0,0.0,7.0,6.0,284.0,66.0,187.0,29.0,162.0,35.0,6.0,1.0,121.0,23.0,98.0,4.0,4.0,4.0,1.0,7.0,7.0,7.0,5.0,3.0,0.19,28.0,28.0,28.0,11.0,0.0,26
103,setup.py,3.0,3.0,3.0,1.0,46.0,0.0,0.0,0.0,0.0,1.0,0.0,102.0,19.0,51.0,4.0,46.0,35.0,4.0,1.0,14.0,4.0,10.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,0.69,3.0,3.0,3.0,1.0,0.0,209
104,__future__.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
105,_collections_abc.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
106,_compat_pickle.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
107,_compression.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
