,File,Hash,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,keyword_buggy
10,MDAnalysis/core/AtomGroup.py,6ff313f,1.0,1.0,1.0,1.0,10.0,1.0,5.0,3.0,7.0,85.0,85.0,1166.0,170.0,484.0,121.0,363.0,531.0,0.0,0.0,460.0,108.0,352.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,4.0,3.0,1.10,160.0,160.0,160.0,103.0,0.0
11,MDAnalysis/tests/test_atomgroup.py,6ff313f,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,6.0,33.0,33.0,235.0,42.0,180.0,50.0,130.0,22.0,0.0,0.0,155.0,49.0,106.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.12,34.0,34.0,34.0,33.0,0.0
12,MDAnalysis/tests/test_atomgroup.py,0d30f46,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,6.0,33.0,33.0,235.0,42.0,180.0,50.0,130.0,22.0,0.0,0.0,155.0,49.0,106.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.12,34.0,34.0,34.0,33.0,1.0
13,MDAnalysis/tests/test_coordinates.py,0d30f46,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,28.0,104.0,104.0,746.0,144.0,551.0,165.0,383.0,95.0,0.0,0.0,470.0,142.0,328.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.17,113.0,113.0,113.0,104.0,1.0
14,MDAnalysis/tests/test_atomgroup.py,97e5ab6,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,6.0,34.0,34.0,242.0,44.0,185.0,51.0,134.0,22.0,0.0,0.0,157.0,50.0,107.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.12,35.0,35.0,35.0,34.0,0.0
15,MDAnalysis/tests/test_coordinates.py,97e5ab6,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,28.0,104.0,104.0,746.0,145.0,531.0,166.0,362.0,107.0,0.0,0.0,455.0,142.0,313.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.20,113.0,113.0,113.0,104.0,0.0
16,setup.py,aaabfa1,9.0,9.0,9.0,1.0,129.0,0.0,0.0,0.0,0.0,1.0,0.0,189.0,22.0,137.0,7.0,129.0,36.0,96.0,2.0,49.0,7.0,42.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,1.0,2.0,0.26,9.0,9.0,9.0,1.0,1.0
17,setup.py,9398f8d,9.0,9.0,9.0,1.0,129.0,0.0,0.0,0.0,0.0,1.0,0.0,189.0,22.0,137.0,7.0,129.0,36.0,96.0,2.0,49.0,7.0,42.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,1.0,2.0,0.26,9.0,9.0,9.0,1.0,0.0
18,MDAnalysis/analysis/contacts.py,a9b7195,3.0,3.0,3.0,1.0,26.0,2.0,15.0,9.0,1.0,7.0,7.0,250.0,41.0,115.0,19.0,96.0,103.0,0.0,0.0,109.0,18.0,91.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,3.0,3.0,0.90,21.0,21.0,21.0,11.0,1.0
19,MDAnalysis/core/AtomGroup.py,a9b7195,1.0,1.0,1.0,1.0,10.0,1.0,5.0,4.0,7.0,85.0,85.0,1194.0,175.0,487.0,121.0,366.0,551.0,0.0,0.0,463.0,108.0,355.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,3.0,1.13,162.0,162.0,162.0,103.0,1.0
20,setup.py,a9b7195,9.0,9.0,9.0,1.0,129.0,0.0,0.0,0.0,0.0,1.0,0.0,189.0,22.0,137.0,7.0,129.0,36.0,96.0,2.0,49.0,7.0,42.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,1.0,2.0,0.26,9.0,9.0,9.0,1.0,1.0
21,MDAnalysis/analysis/contacts.py,aec4310,3.0,3.0,3.0,1.0,24.0,2.0,13.0,9.0,2.0,15.0,15.0,457.0,71.0,216.0,33.0,183.0,185.0,0.0,0.0,200.0,32.0,168.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,3.0,0.86,45.0,45.0,45.0,27.0,0.0
22,MDAnalysis/core/AtomGroup.py,aec4310,1.0,1.0,1.0,1.0,10.0,0.0,5.0,4.0,7.0,86.0,86.0,1197.0,175.0,489.0,122.0,367.0,552.0,0.0,0.0,465.0,109.0,356.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,3.0,1.13,163.0,163.0,163.0,104.0,0.0
23,setup.py,aec4310,9.0,9.0,9.0,1.0,129.0,0.0,0.0,0.0,0.0,1.0,0.0,189.0,22.0,137.0,7.0,129.0,36.0,96.0,2.0,49.0,7.0,42.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,1.0,2.0,0.26,9.0,9.0,9.0,1.0,0.0
24,MDAnalysis/analysis/contacts.py,5fc635e,2.0,2.0,2.0,1.0,24.0,2.0,13.0,8.0,2.0,17.0,17.0,582.0,112.0,244.0,38.0,206.0,241.0,0.0,0.0,228.0,37.0,191.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,3.0,0.99,47.0,47.0,47.0,29.0,1.0
25,MDAnalysis/core/AtomGroup.py,5fc635e,1.0,1.0,1.0,1.0,10.0,0.0,5.0,4.0,7.0,86.0,86.0,1197.0,175.0,489.0,122.0,367.0,552.0,0.0,0.0,465.0,109.0,356.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,3.0,1.13,163.0,163.0,163.0,104.0,1.0
26,setup.py,5fc635e,9.0,9.0,9.0,1.0,129.0,0.0,0.0,0.0,0.0,1.0,0.0,189.0,22.0,137.0,7.0,129.0,36.0,96.0,2.0,49.0,7.0,42.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,1.0,2.0,0.26,9.0,9.0,9.0,1.0,1.0
27,MDAnalysis/analysis/contacts.py,1d0b90c,3.0,3.0,3.0,1.0,26.0,2.0,15.0,9.0,1.0,7.0,7.0,250.0,41.0,115.0,19.0,96.0,103.0,0.0,0.0,109.0,18.0,91.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,3.0,3.0,0.90,21.0,21.0,21.0,11.0,0.0
28,MDAnalysis/core/AtomGroup.py,1d0b90c,1.0,1.0,1.0,1.0,10.0,1.0,5.0,4.0,7.0,85.0,85.0,1194.0,175.0,487.0,121.0,366.0,551.0,0.0,0.0,463.0,108.0,355.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,3.0,1.13,162.0,162.0,162.0,103.0,0.0
29,setup.py,1d0b90c,9.0,9.0,9.0,1.0,129.0,0.0,0.0,0.0,0.0,1.0,0.0,189.0,22.0,137.0,7.0,129.0,36.0,96.0,2.0,49.0,7.0,42.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,1.0,2.0,0.26,9.0,9.0,9.0,1.0,0.0
30,MDAnalysis/analysis/contacts.py,26f4e9d,3.0,3.0,3.0,1.0,26.0,2.0,15.0,9.0,1.0,7.0,7.0,250.0,41.0,115.0,19.0,96.0,103.0,0.0,0.0,109.0,18.0,91.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,3.0,3.0,0.90,21.0,21.0,21.0,11.0,1.0
31,MDAnalysis/core/AtomGroup.py,26f4e9d,1.0,1.0,1.0,1.0,10.0,1.0,5.0,4.0,7.0,85.0,85.0,1194.0,175.0,487.0,121.0,366.0,551.0,0.0,0.0,463.0,108.0,355.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,3.0,1.13,162.0,162.0,162.0,103.0,1.0
32,setup.py,26f4e9d,9.0,9.0,9.0,1.0,129.0,0.0,0.0,0.0,0.0,1.0,0.0,189.0,22.0,137.0,7.0,129.0,36.0,96.0,2.0,49.0,7.0,42.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,1.0,2.0,0.26,9.0,9.0,9.0,1.0,1.0
33,MDAnalysis/analysis/contacts.py,094b90a,2.0,2.0,2.0,1.0,24.0,2.0,13.0,8.0,2.0,17.0,17.0,582.0,112.0,244.0,38.0,206.0,241.0,0.0,0.0,228.0,37.0,191.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,3.0,0.99,47.0,47.0,47.0,29.0,0.0
34,MDAnalysis/core/AtomGroup.py,094b90a,1.0,1.0,1.0,1.0,10.0,0.0,5.0,4.0,7.0,86.0,86.0,1197.0,175.0,489.0,122.0,367.0,552.0,0.0,0.0,465.0,109.0,356.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,3.0,1.13,163.0,163.0,163.0,104.0,0.0
35,setup.py,094b90a,9.0,9.0,9.0,1.0,129.0,0.0,0.0,0.0,0.0,1.0,0.0,189.0,22.0,137.0,7.0,129.0,36.0,96.0,2.0,49.0,7.0,42.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,1.0,2.0,0.26,9.0,9.0,9.0,1.0,0.0
36,MDAnalysis/analysis/contacts.py,aad2ad5,3.0,3.0,3.0,1.0,26.0,2.0,15.0,9.0,1.0,7.0,7.0,250.0,41.0,115.0,19.0,96.0,103.0,0.0,0.0,109.0,18.0,91.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,3.0,3.0,0.90,21.0,21.0,21.0,11.0,1.0
37,MDAnalysis/analysis/leaflet.py,aad2ad5,1.0,1.0,1.0,1.0,12.0,0.0,6.0,5.0,1.0,13.0,13.0,240.0,43.0,87.0,22.0,65.0,115.0,0.0,0.0,77.0,21.0,56.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,1.32,23.0,23.0,23.0,16.0,1.0
38,MDAnalysis/coordinates/CRD.py,aad2ad5,2.0,2.0,2.0,1.0,11.0,0.0,9.0,2.0,2.0,11.0,11.0,186.0,28.0,122.0,19.0,103.0,49.0,0.0,0.0,106.0,19.0,87.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,7.0,3.0,0.40,28.0,28.0,28.0,19.0,1.0
39,MDAnalysis/coordinates/DCD.py,aad2ad5,2.0,2.0,2.0,1.0,14.0,0.0,8.0,6.0,2.0,17.0,16.0,281.0,22.0,148.0,29.0,119.0,119.0,1.0,0.0,142.0,28.0,114.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,6.0,2.0,0.80,39.0,39.0,39.0,31.0,1.0
40,MDAnalysis/coordinates/GRO.py,aad2ad5,2.0,2.0,2.0,1.0,17.0,1.0,10.0,6.0,3.0,9.0,9.0,208.0,29.0,118.0,20.0,98.0,82.0,0.0,0.0,95.0,19.0,76.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,1.0,3.0,0.69,21.0,21.0,21.0,9.0,1.0
41,MDAnalysis/coordinates/PDB.py,aad2ad5,1.0,1.0,1.0,1.0,9.0,0.0,7.0,2.0,4.0,28.0,27.0,419.0,56.0,222.0,42.0,180.0,161.0,2.0,0.0,210.0,40.0,170.0,2.0,2.0,2.0,1.0,7.0,7.0,7.0,6.0,3.0,0.73,55.0,55.0,55.0,39.0,1.0
42,MDAnalysis/coordinates/TRR.py,aad2ad5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00,0.0,0.0,0.0,0.0,1.0
43,MDAnalysis/coordinates/XYZ.py,aad2ad5,2.0,2.0,2.0,1.0,13.0,2.0,9.0,2.0,1.0,12.0,12.0,226.0,51.0,125.0,21.0,104.0,54.0,0.0,0.0,119.0,19.0,100.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,3.0,2.0,0.43,34.0,34.0,34.0,22.0,1.0
44,MDAnalysis/coordinates/base.py,aad2ad5,1.0,1.0,1.0,1.0,5.0,0.0,3.0,1.0,5.0,51.0,51.0,399.0,69.0,222.0,73.0,149.0,115.0,0.0,0.0,210.0,63.0,147.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,5.0,3.0,0.52,76.0,76.0,76.0,63.0,1.0
45,MDAnalysis/coordinates/core.py,aad2ad5,1.0,1.0,1.0,1.0,13.0,1.0,6.0,7.0,0.0,14.0,13.0,233.0,42.0,91.0,19.0,71.0,104.0,2.0,0.0,87.0,19.0,68.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,1.14,27.0,27.0,27.0,22.0,1.0
46,MDAnalysis/coordinates/TRR.py,aad2ad5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
47,MDAnalysis/coordinates/core.py,aad2ad5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
48,MDAnalysis/core/AtomGroup.py,aad2ad5,1.0,1.0,1.0,1.0,10.0,1.0,5.0,4.0,7.0,85.0,85.0,1194.0,175.0,487.0,121.0,366.0,551.0,0.0,0.0,463.0,108.0,355.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,3.0,1.13,162.0,162.0,162.0,103.0,1.0
49,MDAnalysis/core/Selection.py,aad2ad5,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,29.0,81.0,80.0,646.0,52.0,508.0,119.0,389.0,105.0,2.0,0.0,472.0,119.0,353.0,2.0,2.0,2.0,1.0,26.0,26.0,26.0,20.0,3.0,0.21,144.0,144.0,144.0,102.0,1.0
50,MDAnalysis/core/Timeseries.py,aad2ad5,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,11.0,37.0,37.0,292.0,47.0,151.0,50.0,102.0,94.0,0.0,0.0,153.0,49.0,104.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,2.0,0.62,63.0,63.0,63.0,46.0,1.0
51,MDAnalysis/core/log.py,aad2ad5,1.0,1.0,1.0,1.0,15.0,3.0,6.0,5.0,1.0,3.0,3.0,88.0,26.0,20.0,5.0,15.0,42.0,0.0,0.0,20.0,5.0,15.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.10,4.0,4.0,4.0,3.0,1.0
52,MDAnalysis/core/transformations.py,aad2ad5,2.0,2.0,2.0,1.0,27.0,2.0,14.0,11.0,1.0,53.0,52.0,1803.0,283.0,758.0,63.0,695.0,765.0,2.0,0.0,675.0,61.0,614.0,2.0,2.0,2.0,1.0,8.0,8.0,8.0,5.0,4.0,1.01,152.0,152.0,152.0,85.0,1.0
53,MDAnalysis/core/units.py,aad2ad5,2.0,2.0,2.0,1.0,18.0,1.0,6.0,4.0,0.0,3.0,2.0,162.0,41.0,42.0,2.0,40.0,82.0,3.0,0.0,21.0,2.0,19.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,1.95,7.0,7.0,7.0,5.0,1.0
54,MDAnalysis/core/util.py,aad2ad5,3.0,3.0,3.0,1.0,12.0,1.0,9.0,3.0,2.0,14.0,13.0,249.0,46.0,134.0,21.0,113.0,78.0,1.0,0.0,127.0,20.0,107.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,9.0,4.0,0.58,42.0,42.0,42.0,27.0,1.0
55,MDAnalysis/coordinates/base.py,aad2ad5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
56,MDAnalysis/tests/test_atomgroup.py,aad2ad5,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,6.0,36.0,35.0,259.0,48.0,191.0,53.0,138.0,29.0,2.0,0.0,163.0,52.0,111.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.15,39.0,39.0,39.0,36.0,1.0
57,MDAnalysis/coordinates/core.py,aad2ad5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
58,doc/sphinx/source/conf.py,aad2ad5,1.0,1.0,1.0,1.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,263.0,72.0,29.0,1.0,28.0,162.0,1.0,0.0,23.0,1.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.59,1.0,1.0,1.0,1.0,1.0
59,examples/run_mda_tests.py,aad2ad5,2.0,2.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,3.0,8.0,2.0,6.0,1.0,2.0,0.0,7.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.12,2.0,2.0,2.0,1.0,1.0
60,setup.py,aad2ad5,9.0,9.0,9.0,1.0,130.0,0.0,0.0,0.0,0.0,1.0,0.0,190.0,22.0,138.0,7.0,130.0,36.0,96.0,2.0,50.0,7.0,43.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,1.0,2.0,0.26,9.0,9.0,9.0,1.0,1.0
61,MDAnalysis/coordinates/core.py,aad2ad5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
62,MDAnalysis/core/log.py,aad2ad5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
63,MDAnalysis/core/util.py,aad2ad5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
64,MDAnalysis/core/util.py,aad2ad5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
65,MDAnalysis/coordinates/core.py,aad2ad5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
66,MDAnalysis/coordinates/core.py,aad2ad5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
67,MDAnalysis/core/units.py,aad2ad5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
68,MDAnalysis/coordinates/core.py,aad2ad5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
69,MDAnalysis/coordinates/core.py,aad2ad5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
70,MDAnalysis/coordinates/base.py,aad2ad5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
71,MDAnalysis/core/util.py,aad2ad5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
72,MDAnalysis/coordinates/core.py,aad2ad5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
73,MDAnalysis/coordinates/base.py,aad2ad5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
74,MDAnalysis/core/util.py,aad2ad5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
75,MDAnalysis/analysis/contacts.py,e1f4c14,2.0,2.0,2.0,1.0,24.0,3.0,14.0,9.0,2.0,18.0,17.0,622.0,120.0,261.0,39.0,222.0,256.0,1.0,0.0,245.0,38.0,207.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,5.0,3.0,0.98,53.0,53.0,53.0,32.0,0.0
76,MDAnalysis/analysis/leaflet.py,e1f4c14,1.0,1.0,1.0,1.0,12.0,0.0,6.0,5.0,1.0,13.0,13.0,240.0,43.0,87.0,22.0,65.0,115.0,0.0,0.0,77.0,21.0,56.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,1.32,23.0,23.0,23.0,16.0,0.0
