,File,Hash,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,human_buggy
17,src/reduced_basis/rb_evaluation.C,68df695,7.0,35.0,6.0,191.0,794.0,153.0,6.0,6.0,6.0,1.0,49.0,7.0,35.0,6.0,0.0,,22.0,1132.0,191.0,778.0,190.0,449.0,153.0,1.0,15.0,,,468.0,587.0,164.0,1.0,422.0,,,,,26.0,26.0,26.0,1.0,4.0,0.20,131.0,131.0,131.0,22.0,0.0
18,src/parallel/parallel_bin_sorter.C,68df695,2.0,7.0,4.0,37.0,71.0,44.0,1.0,1.0,1.0,1.0,13.0,2.0,7.0,4.0,0.0,,1.0,150.0,37.0,59.0,36.0,15.0,44.0,2.0,11.0,,,31.0,67.0,66.0,0.0,1.0,,,,,1.0,1.0,1.0,1.0,0.0,0.75,1.0,1.0,1.0,1.0,0.0
19,src/parallel/parallel_sort.C,68df695,3.0,14.0,8.0,78.0,205.0,116.0,1.0,1.0,1.0,1.0,23.0,1.0,8.0,2.0,0.0,,5.0,376.0,47.0,74.0,35.0,17.0,40.0,202.0,18.0,,,26.0,64.0,49.0,0.0,15.0,,,,,2.0,2.0,2.0,1.0,1.0,0.54,7.0,7.0,7.0,5.0,0.0
20,src/numerics/sparse_matrix.C,68df695,4.0,28.0,1.0,73.0,247.0,34.0,5.0,5.0,5.0,1.0,33.0,4.0,24.0,1.0,0.0,,8.0,353.0,73.0,210.0,60.0,103.0,34.0,20.0,17.0,,,104.0,148.0,43.0,2.0,103.0,,,,,22.0,22.0,26.0,4.0,6.0,0.16,38.0,39.0,42.0,11.0,0.0
21,src/reduced_basis/rb_scm_evaluation.C,68df695,0.0,0.0,0.0,114.0,388.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,602.0,6.0,0.0,0.0,0.0,18.0,576.0,16.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
22,src/fe/fe_lagrange_vec.C,7dce02a,3.0,12.0,2.0,193.0,644.0,139.0,2.0,1.0,2.0,1.0,16.0,3.0,12.0,2.0,0.0,,52.0,967.0,192.0,621.0,146.0,420.0,137.0,17.0,7.0,,,339.0,484.0,88.0,0.0,396.0,,,,,17.0,10.0,17.0,8.0,3.0,0.22,98.0,73.0,98.0,59.0,1.0
23,src/fe/fe_boundary.C,7dce02a,2.0,9.0,3.0,162.0,672.0,197.0,2.0,2.0,2.0,1.0,14.0,2.0,9.0,3.0,0.0,,54.0,1016.0,157.0,587.0,166.0,341.0,187.0,47.0,53.0,,,466.0,669.0,319.0,0.0,350.0,,,,,17.0,15.0,17.0,5.0,3.0,0.32,103.0,101.0,114.0,58.0,1.0
24,src/fe/fe_lagrange_vec.C,fbf41e8,3.0,12.0,2.0,193.0,645.0,139.0,2.0,1.0,2.0,1.0,16.0,3.0,12.0,2.0,0.0,,52.0,968.0,192.0,621.0,146.0,420.0,137.0,17.0,8.0,,,339.0,484.0,88.0,0.0,396.0,,,,,17.0,10.0,17.0,8.0,3.0,0.22,98.0,73.0,98.0,59.0,0.0
25,src/fe/fe_boundary.C,fbf41e8,2.0,9.0,3.0,162.0,673.0,199.0,2.0,2.0,2.0,1.0,14.0,2.0,9.0,3.0,0.0,,54.0,1018.0,157.0,587.0,166.0,341.0,189.0,47.0,54.0,,,466.0,669.0,319.0,0.0,350.0,,,,,17.0,15.0,17.0,5.0,3.0,0.32,103.0,101.0,114.0,58.0,0.0
26,src/base/libmesh.C,30ef1b3,8.0,31.0,11.0,170.0,472.0,187.0,4.0,3.0,4.0,1.0,49.0,6.0,17.0,7.0,0.0,,11.0,817.0,149.0,221.0,47.0,135.0,136.0,234.0,125.0,,,129.0,182.0,52.0,0.0,130.0,,,,,9.0,9.0,9.0,3.0,2.0,0.62,40.0,33.0,43.0,13.0,1.0
27,src/base/libmesh.C,4856c5f,8.0,31.0,11.0,170.0,471.0,187.0,4.0,3.0,4.0,1.0,49.0,6.0,16.0,7.0,0.0,,11.0,816.0,149.0,220.0,46.0,135.0,136.0,234.0,125.0,,,129.0,182.0,51.0,0.0,131.0,,,,,9.0,9.0,9.0,3.0,2.0,0.62,40.0,33.0,43.0,13.0,0.0
28,src/numerics/trilinos_epetra_vector.C,4856c5f,0.0,0.0,0.0,232.0,601.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,934.0,6.0,0.0,0.0,0.0,16.0,909.0,19.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
29,src/solvers/petscdmlibmesh.C,4856c5f,0.0,0.0,0.0,102.0,975.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1141.0,1.0,0.0,0.0,0.0,2.0,1136.0,82.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
30,src/numerics/trilinos_epetra_vector.C,8591da0,0.0,0.0,0.0,232.0,605.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,938.0,6.0,0.0,0.0,0.0,16.0,913.0,19.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
31,src/solvers/petscdmlibmesh.C,8591da0,0.0,0.0,0.0,102.0,975.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1141.0,1.0,0.0,0.0,0.0,2.0,1136.0,82.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
32,src/mesh/mesh_tools.C,8591da0,3.0,13.0,2.0,329.0,998.0,137.0,2.0,2.0,3.0,1.0,17.0,3.0,12.0,2.0,2.0,,41.0,1449.0,219.0,502.0,204.0,274.0,119.0,579.0,56.0,,,273.0,378.0,153.0,15.0,210.0,,,,,15.0,15.0,15.0,1.0,7.0,0.24,102.0,102.0,111.0,41.0,1.0
33,src/mesh/unstructured_mesh.C,8591da0,12.0,60.0,17.0,198.0,733.0,223.0,9.0,9.0,10.0,1.0,88.0,11.0,48.0,13.0,0.0,,11.0,1142.0,179.0,529.0,80.0,354.0,172.0,217.0,61.0,,,216.0,312.0,60.0,3.0,249.0,,,,,29.0,29.0,35.0,7.0,7.0,0.33,96.0,96.0,113.0,17.0,1.0
34,src/fe/fe_hermite_shape_2D.C,8591da0,7.0,48.0,5.0,76.0,321.0,53.0,7.0,4.0,7.0,2.0,58.0,6.0,41.0,4.0,0.0,,6.0,437.0,71.0,270.0,72.0,171.0,45.0,40.0,26.0,,,123.0,181.0,43.0,0.0,138.0,,,,,19.0,10.0,19.0,6.0,3.0,0.17,40.0,22.0,43.0,17.0,1.0
35,src/mesh/xdr_io.C,8591da0,12.0,46.0,10.0,243.0,796.0,185.0,6.0,6.0,6.0,1.0,66.0,10.0,36.0,8.0,0.0,,17.0,1197.0,213.0,601.0,190.0,384.0,155.0,199.0,47.0,,,366.0,457.0,119.0,6.0,332.0,,,,,16.0,16.0,16.0,1.0,4.0,0.26,99.0,99.0,100.0,17.0,1.0
36,src/fe/fe_hermite_shape_3D.C,8591da0,9.0,88.0,7.0,87.0,572.0,67.0,16.0,9.0,16.0,3.0,102.0,7.0,77.0,6.0,0.0,,6.0,708.0,74.0,487.0,76.0,373.0,56.0,84.0,30.0,,,253.0,372.0,46.0,0.0,326.0,,,,,68.0,38.0,68.0,9.0,3.0,0.11,96.0,53.0,98.0,21.0,1.0
37,src/fe/fe_clough_shape_2D.C,8591da0,9.0,182.0,22.0,117.0,1685.0,229.0,43.0,12.0,43.0,42.0,213.0,9.0,182.0,22.0,0.0,,9.0,2029.0,117.0,1683.0,218.0,1361.0,229.0,0.0,2.0,,,613.0,1102.0,182.0,0.0,920.0,,,,,148.0,41.0,148.0,148.0,3.0,0.14,385.0,112.0,387.0,379.0,1.0
38,src/fe/fe_hermite_shape_1D.C,8591da0,5.0,33.0,4.0,73.0,326.0,62.0,6.0,3.0,6.0,3.0,42.0,4.0,31.0,4.0,0.0,,8.0,453.0,69.0,292.0,68.0,157.0,55.0,29.0,18.0,,,116.0,198.0,64.0,0.0,134.0,,,,,8.0,4.0,8.0,7.0,3.0,0.19,45.0,23.0,45.0,26.0,1.0
39,src/partitioning/sfc_partitioner.C,8591da0,39.0,83.0,25.0,51.0,100.0,43.0,2.0,2.0,2.0,1.0,147.0,8.0,16.0,3.0,0.0,,1.0,193.0,20.0,19.0,6.0,9.0,21.0,123.0,13.0,,,7.0,10.0,3.0,0.0,7.0,,,,,2.0,2.0,2.0,1.0,1.0,1.11,2.0,2.0,2.0,1.0,1.0
40,src/mesh/mesh_tools.C,2c5649e,3.0,13.0,2.0,329.0,998.0,137.0,2.0,2.0,3.0,1.0,17.0,3.0,12.0,2.0,2.0,,41.0,1449.0,219.0,502.0,204.0,274.0,119.0,579.0,56.0,,,273.0,378.0,153.0,15.0,210.0,,,,,15.0,15.0,15.0,1.0,7.0,0.24,102.0,102.0,111.0,41.0,0.0
41,src/mesh/unstructured_mesh.C,2c5649e,12.0,60.0,17.0,198.0,733.0,223.0,9.0,9.0,10.0,1.0,88.0,11.0,48.0,13.0,0.0,,11.0,1142.0,179.0,529.0,80.0,354.0,172.0,217.0,61.0,,,216.0,312.0,60.0,3.0,249.0,,,,,29.0,29.0,35.0,7.0,7.0,0.33,96.0,96.0,113.0,17.0,0.0
42,src/fe/fe_hermite_shape_2D.C,2c5649e,7.0,48.0,5.0,76.0,321.0,53.0,7.0,4.0,7.0,2.0,58.0,6.0,41.0,4.0,0.0,,6.0,437.0,71.0,270.0,72.0,171.0,45.0,40.0,26.0,,,123.0,181.0,43.0,0.0,138.0,,,,,19.0,10.0,19.0,6.0,3.0,0.17,40.0,22.0,43.0,17.0,0.0
43,src/mesh/xdr_io.C,2c5649e,12.0,46.0,10.0,243.0,796.0,185.0,6.0,6.0,6.0,1.0,66.0,10.0,36.0,8.0,0.0,,17.0,1197.0,213.0,601.0,190.0,384.0,155.0,199.0,47.0,,,366.0,457.0,119.0,6.0,332.0,,,,,16.0,16.0,16.0,1.0,4.0,0.26,99.0,99.0,100.0,17.0,0.0
44,src/fe/fe_hermite_shape_3D.C,2c5649e,9.0,88.0,7.0,87.0,572.0,67.0,16.0,9.0,16.0,3.0,102.0,7.0,77.0,6.0,0.0,,6.0,708.0,74.0,487.0,76.0,373.0,56.0,84.0,30.0,,,253.0,372.0,46.0,0.0,326.0,,,,,68.0,38.0,68.0,9.0,3.0,0.11,96.0,53.0,98.0,21.0,0.0
45,src/fe/fe_clough_shape_2D.C,2c5649e,9.0,182.0,22.0,117.0,1685.0,229.0,43.0,12.0,43.0,42.0,213.0,9.0,182.0,22.0,0.0,,9.0,2029.0,117.0,1683.0,218.0,1361.0,229.0,0.0,2.0,,,613.0,1102.0,182.0,0.0,920.0,,,,,148.0,41.0,148.0,148.0,3.0,0.14,385.0,112.0,387.0,379.0,0.0
46,src/fe/fe_hermite_shape_1D.C,2c5649e,5.0,33.0,4.0,73.0,326.0,62.0,6.0,3.0,6.0,3.0,42.0,4.0,31.0,4.0,0.0,,8.0,453.0,69.0,292.0,68.0,157.0,55.0,29.0,18.0,,,116.0,198.0,64.0,0.0,134.0,,,,,8.0,4.0,8.0,7.0,3.0,0.19,45.0,23.0,45.0,26.0,0.0
47,src/partitioning/sfc_partitioner.C,2c5649e,39.0,83.0,25.0,51.0,100.0,43.0,2.0,2.0,2.0,1.0,147.0,8.0,16.0,3.0,0.0,,1.0,193.0,20.0,19.0,6.0,9.0,21.0,123.0,13.0,,,7.0,10.0,3.0,0.0,7.0,,,,,2.0,2.0,2.0,1.0,1.0,1.11,2.0,2.0,2.0,1.0,0.0
48,src/solvers/slepc_eigen_solver.C,a54c4b2,0.0,0.0,0.0,194.0,495.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,805.0,7.0,0.0,0.0,0.0,14.0,782.0,45.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
49,src/physics/fem_physics.C,a54c4b2,20.0,79.0,8.0,53.0,175.0,30.0,5.0,5.0,5.0,2.0,105.0,7.0,25.0,2.0,0.0,,2.0,253.0,26.0,52.0,21.0,31.0,18.0,145.0,16.0,,,31.0,41.0,16.0,0.0,25.0,,,,,7.0,7.0,8.0,3.0,5.0,0.35,9.0,9.0,10.0,4.0,1.0
50,src/solvers/euler_solver.C,a54c4b2,8.0,23.0,12.0,62.0,122.0,73.0,4.0,4.0,5.0,1.0,43.0,8.0,23.0,12.0,0.0,,5.0,256.0,62.0,120.0,20.0,91.0,73.0,0.0,2.0,,,71.0,90.0,12.0,0.0,78.0,,,,,7.0,7.0,10.0,1.0,2.0,0.61,18.0,18.0,23.0,5.0,1.0
51,src/solvers/petsc_nonlinear_solver.C,a54c4b2,0.0,0.0,0.0,144.0,361.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,595.0,7.0,0.0,0.0,0.0,14.0,572.0,28.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
52,src/solvers/petsc_linear_solver.C,a54c4b2,0.0,0.0,0.0,373.0,1237.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1902.0,5.0,0.0,0.0,0.0,14.0,1881.0,76.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
53,src/reduced_basis/rb_eim_construction.C,a54c4b2,5.0,22.0,4.0,123.0,454.0,94.0,3.0,3.0,3.0,1.0,30.0,5.0,21.0,4.0,0.0,,20.0,668.0,123.0,429.0,82.0,261.0,94.0,2.0,23.0,,,232.0,296.0,69.0,2.0,225.0,,,,,12.0,12.0,13.0,4.0,5.0,0.22,63.0,62.0,64.0,26.0,1.0
54,examples/adjoints/adjoints_ex1/side_qoi_derivative.C,a54c4b2,11.0,25.0,14.0,14.0,33.0,19.0,4.0,4.0,5.0,1.0,48.0,11.0,25.0,14.0,0.0,,1.0,64.0,14.0,26.0,14.0,17.0,19.0,0.0,7.0,,,19.0,24.0,14.0,0.0,10.0,,,,,4.0,4.0,5.0,1.0,3.0,0.73,4.0,4.0,5.0,1.0,1.0
55,src/systems/dg_fem_context.C,a54c4b2,5.0,16.0,4.0,480.0,1084.0,272.0,2.0,2.0,3.0,1.0,25.0,5.0,16.0,4.0,0.0,,46.0,1828.0,385.0,808.0,289.0,483.0,213.0,394.0,36.0,,,500.0,684.0,297.0,1.0,386.0,,,,,9.0,9.0,13.0,1.0,3.0,0.26,108.0,108.0,120.0,46.0,1.0
56,src/systems/fem_context.C,a54c4b2,5.0,16.0,4.0,480.0,1084.0,272.0,2.0,2.0,3.0,1.0,25.0,5.0,16.0,4.0,0.0,,46.0,1828.0,385.0,808.0,289.0,483.0,213.0,394.0,36.0,,,500.0,684.0,297.0,1.0,386.0,,,,,9.0,9.0,13.0,1.0,3.0,0.26,108.0,108.0,120.0,46.0,1.0
57,src/systems/fem_system.C,a54c4b2,5.0,24.0,4.0,207.0,667.0,161.0,4.0,4.0,5.0,1.0,33.0,5.0,22.0,4.0,4.0,,26.0,1027.0,207.0,615.0,125.0,399.0,159.0,21.0,33.0,,,309.0,413.0,96.0,2.0,315.0,,,,,18.0,18.0,25.0,4.0,5.0,0.26,100.0,99.0,127.0,38.0,1.0
58,src/solvers/euler2_solver.C,a54c4b2,12.0,43.0,15.0,82.0,219.0,89.0,5.0,5.0,7.0,1.0,70.0,12.0,43.0,15.0,0.0,,5.0,389.0,82.0,217.0,20.0,164.0,89.0,0.0,2.0,,,125.0,152.0,12.0,0.0,140.0,,,,,11.0,11.0,17.0,1.0,2.0,0.41,26.0,26.0,36.0,5.0,1.0
59,src/systems/system_projection.C,a54c4b2,9.0,60.0,13.0,390.0,2037.0,589.0,8.0,8.0,9.0,3.0,81.0,8.0,56.0,12.0,5.0,,28.0,2990.0,301.0,1632.0,585.0,1157.0,427.0,617.0,32.0,,,849.0,1086.0,323.0,0.0,763.0,,,,,75.0,75.0,81.0,25.0,9.0,0.26,236.0,236.0,255.0,98.0,1.0
60,src/solvers/steady_solver.C,a54c4b2,3.0,12.0,3.0,26.0,41.0,22.0,2.0,2.0,3.0,1.0,18.0,3.0,12.0,3.0,0.0,,3.0,88.0,26.0,38.0,16.0,20.0,22.0,0.0,3.0,,,14.0,20.0,8.0,0.0,12.0,,,,,2.0,2.0,4.0,1.0,1.0,0.58,5.0,5.0,9.0,3.0,1.0
61,src/reduced_basis/transient_rb_construction.C,a54c4b2,7.0,27.0,5.0,308.0,982.0,276.0,4.0,4.0,4.0,1.0,37.0,6.0,23.0,4.0,0.0,,36.0,1530.0,278.0,847.0,154.0,531.0,230.0,165.0,35.0,,,465.0,599.0,131.0,0.0,468.0,,,,,25.0,25.0,27.0,1.0,6.0,0.27,137.0,137.0,142.0,36.0,1.0
62,examples/adjoints/adjoints_ex1/side_postprocess.C,a54c4b2,13.0,23.0,9.0,17.0,31.0,14.0,3.0,3.0,4.0,1.0,44.0,13.0,23.0,9.0,0.0,,1.0,61.0,17.0,24.0,12.0,16.0,14.0,0.0,7.0,,,17.0,21.0,13.0,0.0,8.0,,,,,3.0,3.0,4.0,1.0,2.0,0.58,3.0,3.0,4.0,1.0,1.0
63,src/reduced_basis/rb_construction.C,a54c4b2,5.0,24.0,4.0,404.0,1547.0,300.0,4.0,4.0,5.0,1.0,32.0,5.0,24.0,4.0,0.0,,64.0,2230.0,404.0,1518.0,253.0,918.0,300.0,2.0,27.0,,,756.0,1023.0,211.0,4.0,808.0,,,,,21.0,21.0,23.0,6.0,8.0,0.20,274.0,274.0,291.0,82.0,1.0
64,src/reduced_basis/transient_rb_construction.C,a54c4b2,5.0,24.0,4.0,404.0,1547.0,300.0,4.0,4.0,5.0,1.0,32.0,5.0,24.0,4.0,0.0,,64.0,2230.0,404.0,1518.0,253.0,918.0,300.0,2.0,27.0,,,756.0,1023.0,211.0,4.0,808.0,,,,,21.0,21.0,23.0,6.0,8.0,0.20,274.0,274.0,291.0,82.0,1.0
65,src/numerics/petsc_preconditioner.C,a54c4b2,0.0,0.0,0.0,66.0,163.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,293.0,5.0,0.0,0.0,0.0,14.0,272.0,18.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
66,src/systems/dg_fem_context.C,a54c4b2,7.0,39.0,3.0,38.0,165.0,25.0,4.0,4.0,4.0,1.0,49.0,7.0,39.0,3.0,0.0,,4.0,228.0,38.0,158.0,30.0,119.0,25.0,0.0,7.0,,,84.0,99.0,19.0,0.0,80.0,,,,,5.0,5.0,5.0,1.0,2.0,0.16,14.0,14.0,14.0,4.0,1.0
