,hash,message,time,buggy
32,07a1f30,fixes DCD writer: wrote wrong unitcell,1538151016.294168,1
33,fd50fb7,Fixes for TRZWriter when handling non TRZ Timestep,1538151012.0971642,1
34,894f85e,LeafletFinder: removed deprecated atoms() method and some reST fixes,1538151007.3354812,1
35,543853e,Fixes hyperlinks to external resources in docs for MDAnalysis.coordinates.PQR (#1836),1538151003.187055,1
36,ab5e9e1,release 0.7.4 (fixes  enhancements and data files moved into separate package MDAnalysisTestData-0.7.4),1538150990.58175,1
37,d4bc077,Fixes #434: trying to write empty AtomGroup gives clear message.,1538150987.42205,1
38,566f3ee,Added the 'same ... as' selection keyword (Fixes #217),1538150977.1818368,1
39,f2a497b,release 0.7.3 (fixes and enhancements and removal of dependency on LAPACK),1538150962.921705,1
40,1a318b5,minor reST fixes in doc (more to do... volunteers  anyone?),1538150954.131675,1
41,3e02ee9,Added the 'same ... as' selection keyword (Fixes #217),1538150953.1355689,1
42,bb193df,added improper() with test case  more reST fixes,1538150951.4926279,1
43,7de22de,reST fixes in analysis.density,1538150944.456261,1
44,e799580,HOLE: fixes that CPOINT was ignored,1538150943.469336,1
45,394b789,Moved ten2eleven fixes to inside package,1538150942.0720642,1
46,0f2d36e,hbond analysis: fixes and new feature: start:stop:step,1538150939.626399,1
47,318ec85,fixes rms.RMSD: selections are now applied to atomgroup itself,1538150938.324184,1
48,5d67a2b,single frame reader fixes,1538150937.36039,1
49,cf97976,Fixes incompatibility of LeafletFinder with newer numpys (closes #533),1538150936.220081,1
50,842210f,UNSTABLE: fixes in HBond (at least now it runs...),1538150935.159156,1
51,987a412,fixes/enhancements for analysis.align,1538150933.820353,1
52,acfa56a,reST formatting fixes,1538150931.323926,1
53,c707706,more reST fixes in analysis.psa,1538150924.618272,1
54,642a6ce,Nuclinfo test fixes,1538150923.479879,1
55,a364eef,Fixes to lammps data parser,1538150922.425509,1
56,7078b8b,HydrogenBondAnalysis checks selections (fixes #296),1538150921.022035,1
57,9b2817d,reST fixes,1538150919.3368778,1
58,4a3bdd1,reST fixes throughout,1538150918.4674618,1
59,acfdbb3,helanal: fixes and test case,1538150917.226826,1
60,b76d506,Fixes parallel builds in travis. nose>=1.3.7 now required.,1538150915.664457,1
61,30b11a0,Fixes nose call that caused coverage misreporting (#341),1538150914.7539,1
62,c5316bb,Fixes for Lammps data parser,1538150913.6115868,1
63,3e7d847,helanal minor fixes as requested in review of #610,1538150906.279419,1
64,6220bcd,minor fixes to coordinates code and docs,1538150903.421955,1
65,83f4b65,Fixes #454,1538150900.969813,1
66,1d86042,Final fixes,1538150900.089793,1
67,9091ac9,fixes in libdcd,1538150898.991201,1
68,ecc3919,more reST fixes,1538150895.223633,1
69,6479bad,fixes in PrimitivePDBWriter and PrimitivePDBReader,1538150884.786527,1
70,d84fe09,Minor fixes in PrimitivePDB reader/writer,1538150883.545167,1
71,178af90,fixes for PDB and GRO writer,1538150880.412225,1
72,f68f884,duecredit: small fixes,1538150874.730109,1
73,00952ec,Fixes Issue203,1538150873.311174,1
74,efd9fc5,Aesthetic fixes to test_gro,1538150872.1868598,1
75,ca45456,Some fixes for TopologyGroup,1538150870.7955241,1
76,df5d7a2,QC fixes,1538150867.20767,1
77,a193ab8,Fixes Issue193,1538150858.581813,1
78,696c991,Fixes for 2.6 compat,1538150857.476451,1
79,d84019f,Fixes to InterRDF,1538150856.569979,1
80,5bb869e,New ten2eleven.py module to run MDA 0.10 to 0.11 conversions directly on the command line without copying modules elsewhere. New fixes package directory for holding the fixes.,1538150855.500272,1
81,c074991,-added new test_imports.py module to enforce the ban on relative imports in unit testing modules (Issue #189) -manually repaired unit testing modules caught by above unit testing of import statements,1538150842.923676,1
82,e58958c,minor fixes for PrimitivePDBWriter,1538150827.763582,1
83,6c788c6,fixes stochasticproxembed.pyx Cython compilation error,1538150816.756837,1
84,6ff313f,Frame writer can take a Universe (fixes one half of Issue 49) - added universe attribute to Universe - altered GRO  CRD  and PrimitivePDB writer so that they can   deal with a Universe as argument (just get the coordinates from   the atoms instead of the 'selection' --- no performance penalty    just making use of the improved hierarchy and the fact that   .atoms is now a true AtomGroup) - added test case (passes),1538150814.461738,1
85,8aa93ba,Velocities may now be accessed from GRO files as AtomGroup.velocities() or Atom.velocity   A velocity unit test was included with this commit to verify that both the AtomGroup and Atom-specific velocity reading functionalities are preserved for GRO files. This implementation uses the ts._velocities attribute. Addresses Issue 102.,1538150809.958024,1
86,15f4b39,Incorporated new fixer covering part of the changes introduced by Issue#373 -- methods to properties returning an object. Crude test examples also updated.,1538150746.779059,1
87,1de7eaf,Merge Lukas Grossar's HydrogenBondAnalysis (Issue 103),1538150741.5051801,1
88,7de8cb2,New fixer dealing with torsion to dihedral conversions (Issue#373) involving AtomGroup / atom / universe. Crude examples for testing also added.,1538150738.962624,1
89,23a1bb7,Support for PDBs with 4 character resnames and segID output when writing (PrimitivePDBWriter) (Issue 63  patch by dcaplan) - When I try to read and write PDBs with 4 character resnames used in NAMD/VMD I end up with an improperly formatted PDB file. This is also an issue with segIDs not being written. - I've made a quick patch where I add support for 4 character resnames and change the format string for the output to write the segID. I also added very simple support for better guessing of atom types since the function guess_atom_type was just returning 0. - I'm still not sure about how to deal with the 2 types of format strings for writing PDBs.,1538150717.927049,1
90,bf338f5,"Issue #6: ""accessing coordinate functions of universe segments fails"" was caused by my previous skipping of the check for an empty AtomGroup. Reverted to previous version.",1538150606.17984,1
91,13e7f7d,chain reader added (Issue 39) - universe can read a list of files and concatenate them transparently   on the fly: u = Universe(PSF  [DCD_1  DCD_2  ...]) - only basic Trajectory API implemented (no indexing/slicing!) - can mix any formats (!) - added simple test case,1538150588.585754,1
92,ce80e91,Fixes Issue 1331 This handles the case where number of items is exactly divisible by number of items per line. Previously the code would always round up  where instead it should only round up when not exactly divisible.,1538150584.430524,1
93,b4a70b5,Many different code corrections according to code review (on Issue 228). Inculding: testsuites for topology reader were added. testsuites for topology reader were modified.,1538150580.786237,1
94,aed5881,AtomGroup: indexing reworked  implemented advanced slicing (Issue 36) - indexing of AtomGroup now always behaves like a list: integer --> Atom  slice --> AtomGroup  list/array --> AtomGroup (NEW  fixes Issue 36) - added test cases and modified older test cases (basically  atoms[:] cannot   be used to test for equality as it is now a AtomGroup  use ._atoms. - updated CHANGELOG (reorganized with a big AtomGroup section),1538150577.284082,1
95,a72168f,TRR I/O fully aware of missing coord/vel/force information (Issue 162) Exceptions are raised on access of missing data.,1538150565.2504392,1
96,8a08496,experimental support for a special LAMMPS DCD Reder/Writer (Issue 84),1538150553.725626,1
97,0d6b32d,Added RMSF analysis class analysis.rms.RMSF (closes Issue #288),1538150544.860103,1
98,93c45e6,Resolves Issue 161 (trajectory slicing is now possible in MDAnalysis.analysis.contacts.ContactAnalysis1.run() method),1538150540.871737,1
99,0fb11f4,removed trajectory test data (Issue 28),1538150530.056736,1
100,e4f0cee,merged feature-xpdb (extended PDB) into develop (closes Issue 159),1538150520.678757,1
101,6c7a691,Patched issue with frame iteration in test_coord_match -- all unit tests now pass.,1538150503.090714,1
102,5a0eb5c,increased required Biopython version to 1.59 (Issue 147),1538150492.70276,1
103,ada5de0,Added guess_bonds to Universe and AtomGroup (Issue #245),1538150468.460798,1
104,87a1dba,rebuilt docs with sphinx (to check Issue 182),1538150466.864786,1
105,994e77d,added custom selection to ContactAnalysis (closes Issue 169),1538150465.324955,1
106,3d9b19f,Sphinx conf.py now specifies secure https mathjax_path. Rebuilt html docs. Should resolve Issue 182.,1538150463.670477,1
107,ce1508d,Issue 77: adding tests  extending the functionality,1538150455.9732711,1
108,33ac4f6,Issue 724 - Removing assert statments from test units,1538150454.891044,1
109,5e84d12,closes Issue 153: AtomGroup.packintobox() merged,1538150449.9742131,1
110,2fc9a84,Contact analysis: can use centroids of selected atoms per residue (closes Issue 169),1538150444.4775689,1
111,a526913,test for writing DX files from density (Issue #544),1538150441.600884,1
112,354aae7,test for all selection writers (closes issue #353),1538150438.98419,1
113,407eb24,replaced netCDF4 with scipy.io.netcdf (issue #506),1538150437.4019608,1
114,d55c082,New feature: support PDB altloc records (Issue 170),1538150426.649189,1
115,991a340,Changes for Issue #373,1538150407.749288,1
116,f1cecf5,Added ability to slice Reader object using lists and arrays of integers (Issue #437),1538150402.643286,1
117,966c8c2,Issue 87: moved master into package/ dir,1538150396.46511,1
118,ab943ca,"Added ""cached"" decorator (Issue 207)",1538150388.332469,1
119,06f592c,Issue 80:  Parallel distance matrix computation using Cython (closing),1538150387.103818,1
120,c5ca8b6,Added tests for NCDFReader.  Finished Issue #257,1538150386.1174052,1
121,3771433.0,Moved many extensions files alongside the python code (Issue #444),1538150384.73825,1
122,01fa5b4,HBond analysis: new distance_type keyword (closes Issue 185),1538150378.5547721,1
123,30e21da,Issue 87: moved UnitTest code from package to testsuite,1538150363.931069,1
124,ddf5b1d,Named groups in selections now accepted (Issue 174),1538150362.9249241,1
125,390b6e8,Issue 80: Parallel distance matrix computation using Cython,1538150361.496408,1
126,134951b,Issue 79: recipe for making PCA TRRs from arrays,1538150360.624238,1
127,1e05654,discontinued support for Python 2.5 (Issue 130),1538150348.6130538,1
128,cc73f72,NCDFReader (Issue 109): load coordinates right away,1538150343.253765,1
129,4a0b2e5,fixes Issue 116 (Failed to write AMBER netcdf trajectory from AtomGroup),1538150330.4275901,1
130,074d349,Slicing of ResidueGroup and SegmentGroup produces the same groups (fixes Issue 135 and 148),1538150329.404026,1
131,547f365,Added tests for Issue #476,1538150324.309725,1
132,7131d6e,Closes Issue 2: TPRParser for Gromacs 4.0 - 4.6.1,1538150323.1772301,1
133,86b41e2,NetCDFReader working (Issue 109),1538150309.8152552,1
134,882978e,Named stream issue (#1669),1538150297.866431,1
135,c44d844,NetCDFWriter working (closes Issue 109),1538150297.01249,1
136,b23dae5,Start of Timestep API solidification (Issue #250),1538150295.332852,1
137,b26bbff,Issue 87: testsuite along package,1538150293.613904,1
138,0b8348d,Closes issue 85.,1538150265.188172,1
139,84e3882,Closes Issue #310,1538150264.319888,1
140,3c68292,Empty AtomGroup allowed (Issue 12),1538150260.110401,1
141,3b95cb9,Finished work on Issue #250,1538150258.38433,1
142,e9c013f,Added tests for Issue #304,1538150254.553841,1
143,3c9ae52,closes Issue 23: bond information can be guessed for a PDB,1538150253.630157,1
144,acf2425,Closes Issue #270,1538150252.698167,1
145,e023551,Closes Issue #620,1538150251.896035,1
146,53ed8c0,Added copy_slice(slice) method to base.Timestep (Fixes Issue 163),1538150247.4999552,1
147,e952945,tests for issue #820,1538150242.624381,1
148,51b109e,Tests for Issue #532,1538150241.8920732,1
149,3198250.0,Fixes Issue 133: helanal: additional output of local bend and unit twist angles,1538150241.1470392,1
150,3198250,Fixes Issue 133: helanal: additional output of local bend and unit twist angles,1538150240.181458,1
151,e81a933,UnitTests for Issue 101,1538150239.25597,1
152,f19cdcc,Finished Issue #816,1538150238.840364,1
153,dc16124,Issue 1555 moltype (#1557),1538150238.241979,1
154,2ebcae2,correct reading/writing of DCD unit cell information (fixes Issue 187),1538150237.5489311,1
155,22b33e8,detect OpenMP-capable compiler during setup (fixes Issue 145),1538150231.539413,1
156,f1b64de,Merged Lukas Grossar's HbondAnalysis improvements (fixes issue 103),1538150230.0586321,1
157,1bd901d,fixes Issue 112 (alig.fasta2select used outdated Biopython),1538150229.5443869,1
158,8a71081,fixes Issue 107: read NAMD/VMD space separated PSF files,1538150228.995336,1
159,7cc1e81,Fixes Issue #1582  AtomGroup.dimensions now always returns a copy,1538150228.344436,1
160,a5f9288,fixes Issue 143: alignto() now checks that the two selections describe the same atoms,1538150227.628006,1
161,50e6f5a,fixes Issue 122 by making netCDF4 an optional dependency,1538150226.922648,1
162,8ca4bd2,HydrogenBond analysis: fixes and tests (Issue 103),1538150226.0244482,1
163,81ed228,FIXES Issue #22 (Universe.dimensions broken),1538150225.030867,1
164,34f925b,PBC for angle and torsion calculations (fixes Issue 172),1538150224.1071699,1
165,3240a38,Test for issue #352 now pass,1538150220.075193,1
166,2391408,Issue 92: fixes/enhancements in relation to GLYCAM,1538150218.356809,1
167,2391408.0,Issue 92: fixes/enhancements in relation to GLYCAM,1538150217.358892,1
168,887ccee,Closing fixes to Issue 23: guessing bonds,1538150206.593653,1
169,6a76463,fixes Issue 113 (ClustalW would not be run in align.fasta2select()),1538150205.69186,1
170,e61eebb,added energy units and conversion (fixes Issue 214),1538150204.9011462,1
171,520ed5a,More of Issue #250,1538150204.340863,1
172,ea70fd4,For issue #850,1538150203.52481,1
173,759b06b,Fixes Issue 199: FutureWarning from numpy in pyqcprot,1538150199.3212779,1
174,4be4cb5,Fixes Issue 91: Reading/Writing of TRR velocities,1538150198.660286,1
175,a8a280c,fixes issue #99 	Infinite loop when writing single frame,1538150197.67025,1
176,2d2427e,fixes Issue 105: MultiPDB support and writing of single PDB frames,1538150197.172526,1
177,435430e,fixes Issue 111 (qcprot would sometimes return NAN),1538150196.6468759,1
178,0210129,Fixes Issue #1502 (#1503),1538150196.146073,1
179,8420368,Fixes Issue #1495 (#1519),1538150195.647794,1
180,740db3d,fixes issue #95,1538150195.132273,1
181,303574b,Fixes issue #1330 (#1332),1538150194.646665,1
182,228236,Fixes for Issue 201,1538150194.102068,1
183,7b6ad00,Fixes Issue #1771,1538150186.9384449,1
184,1c6fcfa,Fixes issue #385,1538150186.663942,1
185,0228236,Fixes for Issue 201,1538150186.3537722,1
186,06bd71f,Fixes Issue #521,1538150186.0836642,1
187,0b37120,Fixes for Issue #396,1538150185.782682,1
188,06b275b,Fixes Issue #820,1538150185.492307,1
189,4ca3235,Fixes Issue #1174 (#1505),1538150185.17096,1
190,223e381,Fixes Issue #389,1538150184.816762,1
191,50101f5,Fixes Issue #576,1538150184.480257,1
192,d25969a,fixes Issue 101,1538150184.0032241,1
193,ac9afb9,Fixes issue #816,1538150180.144206,1
194,5d34981,Fixes for Issue #397,1538150179.4964118,1
195,6736ddb,Fixes Issue #273,1538150178.863146,1
196,4fa0e65,Fixes for Issue #548,1538150178.329835,1
197,c7c417d,Fixes Issue 208,1538150177.8137279,1
198,da35a5c,Fixes for Issue #755,1538150177.29117,1
199,3d12e60,Fixes Issue #512,1538150176.727185,1
200,e15fb06,fixes Issue 117,1538150176.079449,1
201,eb27af2,fixes issue 146,1538150175.34814,1
202,fb9ba38,fixes issue #95,1538150174.481806,1
203,0d37e3c,patch for Issue 57 by jandom,1538150169.951109,1
204,87977a3,added comment and formatting header to files (Issue 68 and Issue 69) - name  url  copyright and licence (GPL v2+)  Issue 68 - citation information (need to update once full citation available) - modelines for emacs and vim to ensure that no TABs are use (Issue 69) - might have to take a closer look at the licences of the bundled packages   and customize their comment headers,1538150167.73371,1
205,eaf6da3,Improved  Best-like contact analysis (Issue #702),1538150155.8762019,1
206,cb2fb7e,Quantified code fixes for Issue #604,1538150097.209101,1
207,e11b6d2,Issue 76: integrated jjlights03's patch,1538150095.925329,1
208,929867e,PEP8 fixes topology/test_topology_str_types.py,1538150093.583048,1
209,f060ed3,parallel distance_array (Issue 80) in core.parallel.distances,1538150090.938612,1
210,fba975e,PEP8 fixes for coordinates/test_txyz.py (#1653),1538150071.0354118,1
211,ee0da3c,MDAnalysis now truncates atom numbers when writing .gro files with more than 99 999 atoms  in a manner consistent with genbox in GROMACS 4.6.3. Note that it appears that some GROMACS utilities (i.e.  trjconv) actually write 00000 instead of 0 for the 100 000th atom. Both formats can be read in by MDAnalysis and VMD  and this is (overall) an improvement that allows us to write large .gro files in a workable manner. Fixes #550.,1538150060.517109,1
212,ef59286,Issue 23: 	generate bond list when using a PDB instead of a PSF,1538149870.862995,1
213,0048b0a,Improved PDB performance (Issue #212),1538149853.7315161,1
214,b91013f,Issue 76: chainreader format,1538149829.361455,1
215,6111be9,Fixes error introduced by a different return tuple by libxdrfile.read_trr,1538149781.013979,1
216,5c09783,added tests for Issue 46 and Issue 47 - Issue 46 passes (except for CRD because CRD Reader is missing  see Issue 40) - Issue 47 fails (because no solution is implemented yet),1538149743.1885529,1
217,10184af,Fixes a bug in topology.guessers.validate_atom_types,1538149726.981949,1
218,a55e6bd,Small bug in distances helper code This corresponds to r47 in /code/MDAnalysis.,1538149687.405393,1
219,f4fc049,Stupid bug in the calculation of CenterOfMass for Timeseries (in correl.h) This corresponds to r19 in /code/MDAnalysis.,1538149620.4783099,1
220,0d1220f,better error messages for topology and coordinate formats (Issue #266),1538149611.94326,1
221,2819903,Improved the test for Issue#550 to include all lines in the coordinate file. Improved the error message.,1538149582.420522,1
222,4ee5bb4,Cleanup of code and minor bug fixes related to esoteric indexing of trajectories This corresponds to r53 in /code/MDAnalysis.,1538149457.034291,1
223,bbe9fe5,Changed the format of due.py to resolve the error in test,1538149451.6761642,1
224,59560c2,Resolved issue 129 with unit test included. hole.py analysis module was missing os.close() call on temporary PDB file descriptors.,1538149437.861732,1
225,f0b2076,patch 57b by jandom: completes the fix of Issue 57 (coordinate checking of GRO/PDB writers) - From http://manual.gromacs.org/current/online/gro.html    - position (in nm  x y z in 3 columns  each 8 positions with 3 decimal places)    - velocity (in nm/ps (or km/s)  x y z in 3 columns  each 8 positions with 4 decimal places)   Does that mean a max values of 9999.999/-999.999 for coords and same for velocities  but with the decimal moved a digit to left? - added validation for gro writing  moved the coordinate checking method to parent writer class.,1538149421.9912028,1
226,b992af4,minor error correctionin mdamath.py,1538149415.0658689,1
227,da03548,prepared 0.7.1 release - bumped version to 0.7.1 - updated README with various package licences - updated contacts - removed doc/DevelopmentBranch.txt (outdated) and   added short README to point user to docs - fixed: pqr must be included in test cases,1538149408.954008,1
228,3ab4202,PDBQT small changes - fixed PDBQT test case  passes now sensibly - added docs - removed commented out Bio.PDB stuff in PDBQT.py (not needed) - updated CHANGELOG and AUTHORS with Paul Rigor's contribution - added PDBQT to the list of supported formats,1538149406.7507,1
229,97e5ab6,fixed race conditions in test suite - any tests that relied on values of the internal flags have been   changed so that they set behaviour through keyword arguments instead    of manipulating flags - affects gromacs conversion of length (GRO  XTC  TRR) with the convert_gromacs_length   flag and the use of the permissive PDB reader (permissive_pdb_reader flag) - tests could fail when they were performed in parallel and different test threads   changed the global flags - added a fes tests to check for the default values but DO NOT USE THE FLAGS during   testing,1538149362.076686,1
230,861639e,fixed race conditions in test suite - any tests that relied on values of the internal flags have been   changed so that they set behaviour through keyword arguments instead    of manipulating flags - affects gromacs conversion of length (GRO  XTC  TRR) with the convert_gromacs_length   flag and the use of the permissive PDB reader (permissive_pdb_reader flag) - tests could fail when they were performed in parallel and different test threads   changed the global flags - added a fes tests to check for the default values but DO NOT USE THE FLAGS during   testing,1538149360.835009,1
231,fba0d98,completed FIX of Issue 45 - delete universes in tearDown() AND any references held in other data structures - reduced the maximum memory footprint to <512MB (roughly) of one test process - tests run faster again (with --processes=2 I get 109s on my MacBook Pro 2-core for ~170 tests,1538149345.082166,1
232,48f2fb2,analysis.align: quick hacks to make it work again - must use an atom selection for the writer (workaround for Issue 49 when writing to a PDB or GRO) - added tol_mass parameter to avoid raising an exception for small mass differences (e.g. when   one structure is defined via a psf and the other via a pdb with atom mass heuristics) - fixed the progress counter (maybe use analysis.util.progress_meter instead?),1538149341.885909,1
233,d1ffce7,fixed Issue 57: optimized patch and added test case - moved the coordinate check out of the loop and test the whole coordinate array in one   go (better performance but error reporting is worse because we do not report the offending   atom anymore) - remove the opened PDB file before raising the ValueError - added test case (should have had one for PrimitivePDBWriter anyway...),1538149336.128259,1
234,9616de7,Rewrote TestLAMMPSDATAWriter to use pytest fixture (#1499),1538149317.4313571,1
235,87dbe0e,Flip formats module to run using pytest (#1417),1538149304.141983,1
236,2d969b7,Run the pytest testsuite in parallel (#1418),1538149274.656105,1
237,b97f2ab,Port core module to pytest (#1443),1538149230.340827,1
238,10ee7ff,Enable pytest warnings (#1661),1538149205.504651,1
239,be8db1c,Port auxiliary module to pytest (#1439),1538149197.247361,1
240,d014d41,FIXED Issue 37: simulation box were not converted - added coordinates.core.triclinic_box() and triclinic_vectors() to handle conversion - added function convert_dimensions_to_unitcell() to Writers   and added to the requirements of the Trajectory API - GROWriter: introduced a temporary GROWriterStandard class which will replace the current   GROWriter (which got a DeprecationWarning),1538149179.233055,1
241,9ecb534,new attributes for Atom: radius and bfactor - enhanced Atom object with the radius value (read by the PQR reader) and   added radii() to AtomGroup  this should make it easier to handle PQR files - changed the way that B-factors were stored: they are now also store with   each individual Atom. For compatibility with the old behaviour  AtomGroup.bfactors   is still a (managed) attribute but this will likely be changed to a method in   the 0.8 release to have a more uniform interface - Fixed a bug with the Bio.PDB reader: in the absence of a segid in the file it   would throw an error,1538149169.434523,1
242,Feb0722,H-bonding analysis now defaults to updating selections each time step (fixes Issue 138),1538149160.933883,1
243,ea8f40c,Gromacs trajectories fixes and improvements - FIXED: trr/xtc tests failed (on Mac OS X) when MDAnalysis was properly installed   as a egg directory but not as a developer install:   - forgot to include the trr and xtc files in the package   - learned that xdrfile_open() segfaults (at least Mac OS X) if     there is no file: added additional check to prevent that - Gromacs XDR reader now behave like DCDReader:   (1) raise IOError when done    (2) continue raising with repeated next() - for some reason  TRR files can (always??) return status exdrINT at end of file  catch   this in _read_next_timestep() - regenerated swig files from libxdrfile.i (only minor doc things),1538149159.634575,1
244,c5b7c4a,Gromacs trajectories fixes and improvements - FIXED: trr/xtc tests failed (on Mac OS X) when MDAnalysis was properly installed as a egg directory but not as a developer install: - forgot to include the trr and xtc files in the package - learned that xdrfile_open() segfaults (at least Mac OS X) if there is no file: added additional check to prevent that - Gromacs XDR reader now behave like DCDReader: (1) raise IOError when done  (2) continue raising with repeated next() - for some reason  TRR files can (always??) return status exdrINT at end of file  catch this in _read_next_timestep() - regenerated swig files from libxdrfile.i (only minor doc things),1538149158.499634,1
245,44eb889,fixed: PDB writer would fail if atom type was an integer - use new guess_atom_element() which right now just does the same as guess_atom_type()   to always guess the element from the atomname - improved guess_atom_type() by also checking for names that start with numbers   such as some hydrogen atoms,1538149153.353602,1
246,8b07211,updated a number of examples - write figures to ./figures subdirectory - write data to ./output - added example output and figures for blocks.py  backbone_dihedrals.py    radial_distribution_function.py - fixed/update a number of examples   - blocks.py: block averaging (see example in the paper)   - radial_distribution_function.py: g(r)  this is the optimized version     (see paper) with correct normalisation   - backbone_dihedral.py: example for Timeseries.Collection and use of the     new special Residue.phi_selection() and Residue.psi_selection() methods     for the common backbone dihedrals  script is now ran on the DIMS AdK     trajectory and produces a figure   - TODO: other scripts - made all scripts executable,1538149146.304891,1
247,9d515b3,"A few changes in sphinx configuration to make it more close to the default configuration. doc/Makefile fixed so ""make clean"" actually cleans something",1538149069.1432,1
248,ff0e5d0,-resolves Issue 188 regarding Helanal Finish argument: -new unit test for fix: basically raise an Exception to indicate that Finish time specified by user is before the trajectory start time,1538149052.072418,1
249,1adeb82,CRDReader streamlined and improved - fixed default unit as Angstrom  but that did not   have any influence on the behaviour so far) - added official CRD format to the comments for future reference - improved robustness of EXT detection by using a staged detection of   lines (continue blocks) and checking length of fields - added additional sanity check on the number of atoms (which we can   get from the CRD header),1538149048.71708,1
250,fba80e2,Port lib/test_util.py to pytest (#1413),1538149040.443339,1
251,0114e6a,converted all TABs to spaces (Issue 69) - used emacs 'untabify' on all files  see   http://code.google.com/p/mdanalysis/issues/detail?id=69#c1 - unit tests pass - TODO: add marker lines for editors (do this together with a   fix for Issue 68),1538149036.041408,1
252,4cfbf64,Distance selections: - AROUND and POINT work when applied to a universe (there's still a   bug present that prevents proper use with AtomGroups)  I fixed a bug   that made these selections spit out total garbage or crash - AROUND uses by default KDTree neighbor search and is about 7x faster   than the distance matrix based routine (still  it is even better to   explicitly construct such selections with AtomGroups and   KDTree.NeighborSearch.AtomNeighborSearch),1538149031.200701,1
253,4e727ff,FIXED Issue 47 (attribute residue selection from segname now always returns a ResidueGroup) - changes old undocumented behaviour and MIGHT BREAK CODE - also documented the Segment.r<resid> selection but made it 1-based   (makes more sense from the user point of view as all structures/topologies start   numbering at 1 and not at 0 - updated CHANGELOG - tests pass (including the one for Issue 47),1538148902.1212869,1
254,4aaeaae,example scripts improvements and additions - added examples for simple and fancy rms fitting - added graph for the simple fitting - fixed: filename for g(r) example,1538148900.790822,1
