,Document Title,Abstract,time,label
64,c97841fe,Merge pull request #7 from NLeSC/feature/mock_engine,1539128847.8072062,1
65,6f1723a4,Merge pull request #3 from NLeSC/feature/local_coverage,1539128846.8940382,1
66,eb22dc39,Merge pull request #149 from NLeSC/feature/gridengine-parallel-jobs-2,1539128838.814163,1
67,edc7e508,Merge pull request #128 from NLeSC/feature/gridengine-custom-jobs,1539128837.664759,1
68,02a4903c,Merge pull request #211 from NLeSC/feature/single-process,1539128836.705097,1
69,b14b20fe,Merge pull request #70 from NLeSC/feature/ssh-adaptor-4,1539128835.5688891,1
70,c0dff712,Merge pull request #4 from NLeSC/feature/ssh-adaptor,1539128833.9628599,1
71,cd5ca632,Merge pull request #26 from NLeSC/feature/ssh-adaptor-3,1539128832.88897,1
72,a8392fb0,Merge pull request #65 from NLeSC/feature/ssh-adaptor-3,1539128832.0422778,1
73,adae91c2,Merge pull request #161 from NLeSC/feature/javajobdescription-tests,1539128830.696635,1
74,e2afc3ed,Merge pull request #8 from NLeSC/feature/document_adding_adaptor,1539128829.673223,1
75,d1fa6609,Merge pull request #36 from NLeSC/feature/generic_filetest,1539128828.4574132,1
76,b621ab88,Merge pull request #230 from benvanwerkhoven/develop,1539128797.7836142,1
77,a2e4779d,Merge pull request #583 from NLeSC/uses-fs-in-javadoc,1539128797.455281,1
78,6e6b0459,Merge pull request #221 from blootsvoets/smalledits,1539128797.121445,1
79,18ff6c87,Merge pull request #571 from NLeSC/java-job-description-tests,1539128793.328053,1
80,34607a41,Merge pull request #492 from NLeSC/slurm-multi-version,1539128792.9270911,1
81,99143ed2,Merge pull request #481 from NLeSC/ftp-integration-test,1539128792.559599,1
82,501f1174,Merge pull request #484 from NLeSC/webdav-integration-tests,1539128792.14363,1
83,8789afab,Merge pull request #482 from NLeSC/torque-integration-test,1539128791.695949,1
84,83534842,Merge pull request #304 from NLeSC/gridengine-reporting-shorter-flush,1539128791.231831,1
85,0186a81b,Merge pull request #278 from NLeSC/split-integration-tests,1539128790.816412,1
86,f696d8b0,Merge pull request #396 from NLeSC/add-adaptor-docs,1539128790.4314802,1
87,6599877c,Merge pull request #522 from NLeSC/xenon-cli-issue36,1539128790.030983,1
88,5aefef36,Merge pull request #483 from NLeSC/gridengine-integration-tests,1539128789.629495,1
89,b94f924e,Merge pull request #505 from NLeSC/file-integration-test2,1539128784.423715,1
90,471862f7,Merge pull request #313 from NLeSC/docker-sanity-checks,1539128784.055615,1
91,c27f27ba,Merge pull request #531 from NLeSC/path-forgets-absoluteness,1539128783.703883,1
92,6d40ca71,Merge pull request #469 from NLeSC/tests-restructure-460,1539128783.3361142,1
93,2a9dfc44,Merge pull request #520 from NLeSC/new-webdav,1539128783.006741,1
94,0b622b12,Merge pull request #532 from NLeSC/relative-file-tests,1539128782.6569529,1
95,8f0d502c,Merge pull request #467 from NLeSC/no-docker-build-461,1539128781.806743,1
96,1c24aa5a,Merge pull request #535 from NLeSC/windows-live-tests,1539128781.536627,1
97,8e20cd78,Merge pull request #567 from NLeSC/issue566-readme,1539128778.228386,1
98,fe19f8c0,Merge pull request #553 from NLeSC/readme-2.0.0-rc2,1539128771.822512,1
99,c243c17c,Merge pull request #324 from NLeSC/devel-readme,1539128771.503272,1
100,fe554e1f,Merge pull request #550 from NLeSC/sonarcloud-smells-1,1539128771.207638,1
101,31608d8a,Merge pull request #301 from NLeSC/coveralls-coverage,1539128770.898404,1
102,57d0cd08,Merge pull request #618 from NLeSC/jspaaks-zenodo-metadata,1539128770.606909,1
103,113b0a44,Merge pull request #365 from NLeSC/develop,1539128770.287354,1
104,a061710e,Merge pull request #403 from NLeSC/develop,1539128770.043132,1
105,58592849,Merge pull request #192 from NLeSC/develop,1539128769.80758,1
106,115e749e,Merge pull request #445 from NLeSC/code-of-conduct,1539128769.552375,1
107,a5da915e,Merge pull request #590 from NLeSC/credentialmap-getters-589,1539128766.737113,1
108,f6677209,Merge pull request #427 from NLeSC/sonarqube-fixes2,1539128766.427215,1
109,47ce6124,Merge pull request #428 from NLeSC/sonarqube-fixes3,1539128766.128041,1
110,9310d0cf,Merge pull request #336 from NLeSC/java8-no-author,1539128765.848718,1
111,6d51d619,Merge pull request #314 from NLeSC/integration2coverage-service,1539128765.560117,1
112,2b401a60,Merge pull request #503 from NLeSC/tabs2spaces-and-licenseascomment,1539128765.319488,1
113,ba60ba16,Merge pull request #565 from NLeSC/issue554-notices,1539128765.011446,1
114,c7ffc0a6,Merge pull request #292 from NLeSC/without-unstable-adaptors,1539128764.72825,1
115,bbcbfc79,Merge pull request #326 from NLeSC/more-unit-tests,1539128764.160575,1
116,16ea374e,Merge pull request #322 from NLeSC/more-unit-tests,1539128760.734772,1
117,2c6d0b09,Merge pull request #409 from NLeSC/move-docs,1539128760.44786,1
118,e5a6a770,Merge pull request #315 from NLeSC/group-docker-tasks,1539128760.141562,1
119,87793a7d,Merge pull request #611 from NLeSC/memory-options,1539128759.84759,1
120,6a82fcbc,Merge pull request #603 from NLeSC/jspaaks-rsdbadge,1539128759.566108,1
121,51c03ac6,Merge pull request #604 from NLeSC/jspaaks-rsdbadge,1539128759.295315,1
122,446e8862,Merge pull request #338 from NLeSC/tutorial,1539128758.991199,1
123,4cb50f13,Merge pull request #323 from NLeSC/tutorial,1539128758.737649,1
124,36359faf,Merge pull request #299 from NLeSC/refactorJobTests,1539128758.462045,1
125,6efeb2fc,Merge pull request #408 from NLeSC/move-utils,1539128758.188704,1
126,8678b50d,Merge pull request #407 from NLeSC/move-utils,1539128755.327895,1
127,bf6e22c4,Merge pull request #372 from NLeSC/windows-quircks,1539128755.0560448,1
128,55ba56f0,Merge pull request #418 from NLeSC/hotfix-timeoutoverflow,1539128754.7529259,1
129,0cb5c169,Merge pull request #414 from NLeSC/hotfix-wait,1539128754.464084,1
130,0b07c840,Merge pull request #619 from NLeSC/jspaaks-citationcff,1539128754.1767,1
131,a717d6fa,Merge pull request #420 from NLeSC/new-logo,1539128753.9028368,1
132,80f4db61,Merge pull request #332 from NLeSC/agent-no-identies,1539128753.631537,1
133,2bbc4630,Merge pull request #478 from NLeSC/public-streamforwarder,1539128753.288098,1
134,b5d6b1e6,Merge pull request #308 from NLeSC/wait4gridengine,1539128753.0057518,1
135,fac83908,Merge pull request #444 from NLeSC/contributing,1539128752.702991,1
136,9573fa81,Merge pull request #591 from NLeSC/hdfs,1539128749.7129052,1
137,9ab5036b,Merge pull request #473 from NLeSC/ci,1539128748.365832,1
138,3b596686,Merge pull request #527 from NLeSC/S3AdaptorNoGitHell,1539128747.855932,1
139,3fccad26,Merge pull request #255 from NLeSC/issue219,1539128747.5612571,1
140,b5cf7a57,Merge pull request #341 from NLeSC/issue253,1539128747.296344,1
141,b91b80f7,Merge pull request #88 from NLeSC/copyoption_contains,1539128746.993701,1
142,2e92db0a,Merge pull request #89 from NLeSC/copyoption_contains,1539128743.703973,1
143,080292a5,Merge pull request #328 from NLeSC/ssh_config_parser,1539128743.404423,1
144,981921eb,Merge pull request #245 from NLeSC/issue242,1539128743.1115289,1
145,60c5970d,Merge pull request #319 from NLeSC/gradlew4travis,1539128742.415796,1
146,36f8ef52,Merge pull request #561 from NLeSC/issue238,1539128742.094009,1
147,9054b89f,Merge pull request #339 from NLeSC/quickstart,1539128741.806307,1
148,fdbf50ae,Merge pull request #549 from NLeSC/xenonprops,1539128741.400575,1
149,29ce9d73,Merge pull request #352 from NLeSC/issue348,1539128741.102134,1
150,911d83e6,Merge pull request #456 from NLeSC/roadmap,1539128740.799851,1
151,612ac271,Merge pull request #312 from NLeSC/integrationTestFixes,1539128737.7996302,1
152,35ad3c29,Merge pull request #411 from NLeSC/jekyllsite,1539128737.4474401,1
153,dda846f1,Merge pull request #620 from NLeSC/jspaaks-citationcff,1539128737.127726,1
154,b92a8132,Merge pull request #307 from NLeSC/pmd,1539128736.791891,1
155,c679d263,Merge pull request #410 from NLeSC/slurm_15_fix,1539128736.482527,1
156,136d7a19,Merge pull request #110 from NLeSC/issue109test,1539128736.095695,1
157,81bf7c5c,Merge pull request #93 from NLeSC/more_filetests,1539128735.768592,1
158,babab0e0,Merge pull request #524 from NLeSC/fixpathsemantics,1539128735.504026,1
159,7f4f8c60,Merge pull request #309 from NLeSC/stylefixes,1539128735.149966,1
160,624c6ec2,Merge pull request #337 from NLeSC/iss195,1539128734.863343,1
161,066f92f1,Merge pull request #476 from NLeSC/APIchange,1539128731.920819,1
162,1d3a9d98,Merge pull request #362 from NLeSC/test4sshagentforwarding,1539128731.559971,1
163,ff57ad46,Merge pull request #296 from NLeSC/offlineGradleTweak,1539128731.247603,1
164,1507db13,Merge pull request #295 from NLeSC/unusedImportsRemoved,1539128730.930048,1
165,9c578931,Merge pull request #452 from NLeSC/citation,1539128730.639398,1
166,c53381c2,Merge pull request #359 from NLeSC/fixture_loading,1539128730.385688,1
167,0b6fc6ee,Merge pull request #357 from NLeSC/gradle29andbeta2jcenter,1539128730.0795019,1
168,2dc6c150,Merge pull request #490 from NLeSC/more-integrationTest,1539128729.815505,1
169,1234b767,Merge pull request #491 from NLeSC/more-integrationTest,1539128729.55925,1
170,f0cc94f3,Merge pull request #495 from NLeSC/more-integrationTest,1539128729.311951,1
171,d7550299,Merge pull request #425 from NLeSC/sonarqube,1539128725.0676029,1
172,0c851c66,Merge pull request #488 from NLeSC/win-jitpack-descnoexception,1539128724.7778711,1
173,a80ec93c,Merge pull request #325 from NLeSC/more-unit-tests,1539128724.479008,1
174,6f060d74,Merge pull request #616 from NLeSC/cluster-contraints,1539128724.186592,1
175,d13af8bf,Merge pull request #350 from NLeSC/known_hosts,1539128723.917346,1
176,ae558737,Merge pull request #317 from NLeSC/ssh-merge,1539128723.639386,1
177,d2223dd6,Merge pull request #318 from NLeSC/ssh-merge,1539128723.3632991,1
178,d6b8fbee,Merge pull request #330 from NLeSC/license-headers,1539128723.056603,1
179,b21f3990,Merge pull request #621 from NLeSC/merge-2-and-3,1539128722.737071,1
180,e532ac14,Merge pull request #329 from NLeSC/intellij_analysis,1539128722.413869,1
181,bcf37414,Merge pull request #474 from NLeSC/jitpack,1539128719.262379,1
182,d0a1fe73,Merge pull request #246 from NLeSC/issue241,1539128718.990557,1
183,e2136034,Merge pull request #298 from NLeSC/travisDockerBuild,1539128718.733572,1
184,47dcc951,Merge pull request #487 from NLeSC/APIchange6,1539128718.462363,1
185,ce4abaf1,Merge pull request #279 from NLeSC/fixingTestsAndTime,1539128718.167942,1
186,e4f91ae0,Merge pull request #489 from NLeSC/FileSystem_integrationTests,1539128717.935075,1
187,cbd07ee7,Merge pull request #227 from NLeSC/ftpfixes,1539128717.6076741,1
188,a2712344,Merge pull request #277 from NLeSC/dockerInGradle,1539128717.375489,1
189,e58850b4,Merge pull request #353 from NLeSC/ssh_config_windows,1539128717.0673368,1
190,804e1c0f,Merge pull request #316 from NLeSC/dropsonarqube,1539128716.640336,1
191,2af12147,Merge pull request #371 from NLeSC/appveyor4windows,1539128712.62422,1
192,cee7a48e,Merge pull request #370 from NLeSC/travis4osx,1539128712.071719,1
193,724b09d4,Merge pull request #367 from NLeSC/dockerslurmcomment,1539128711.358377,1
194,95c192f1,Merge pull request #363 from NLeSC/dropdocbuilddeps,1539128710.767807,1
195,adaa0d08,Merge pull request #546 from NLeSC/maybeThrow,1539128710.2139301,1
196,e86ea777,Merge pull request #294 from NLeSC/localUriLocation,1539128709.5752618,1
197,313dbd72,Merge pull request #485 from NLeSC/APIchange5,1539128708.9836528,1
198,d202f8c7,Merge pull request #303 from NLeSC/offlineBuild,1539128708.36893,1
199,c58e6c09,Merge pull request #530 from NLeSC/spotless,1539128707.759002,1
200,af8fe14b,Merge pull request #572 from NLeSC/spotless-license,1539128707.065095,1
201,4373c9a7,Merge pull request #528 from NLeSC/unknown-adaptor-typo,1539128699.21565,1
202,c37f2751,Merge pull request #500 from NLeSC/publicapi-with-equals,1539128698.287694,1
203,c12559e5,Merge pull request #424 from NLeSC/copy-hotfix,1539128697.3575618,1
204,71558d86,Merge pull request #610 from NLeSC/xenon-3.0.0-attempt-shadow,1539128690.958036,1
205,b8115fc0,Merge pull request #334 from NLeSC/gradle-release,1539128690.270813,1
206,53836bac,Merge pull request #335 from NLeSC/gradle-dockerpull,1539128689.537409,1
207,061a08e7,Merge pull request #537 from NLeSC/webdav-anonymous-user,1539128686.490187,1
208,02cd0f71,Merge pull request #271 from NLeSC/javadocDevel-noclasspath,1539128685.7398689,1
209,78a47ec9,Merge pull request #486 from NLeSC/scheduler-integrationTests,1539128684.810156,1
210,aa7e5471,Merge pull request #327 from NLeSC/slurm-parallel-docker,1539128683.742932,1
211,81946967,Merge pull request #498 from NLeSC/list-empty-string,1539128682.239891,1
212,38e0f488,Merge pull request #534 from NLeSC/no-system-out-println,1539128677.551245,1
213,acc43c1d,Merge pull request #497 from NLeSC/local-location-can-be-null,1539128670.544158,1
214,f55cdb22,Switched to passive mode and opened port in docker compose file for xenon-ftp to fix 500 illegal port command error,1539128657.677043,1
215,bfadeba0,added support to start only a single process per job (on the frst node)  instead of x on each node. Partial fix for #206,1539128646.6517448,1
216,d3f638c8,Fix jitpack build  by overriding gradle task with integrationTest exclude,1539128637.5962539,1
217,feb2f7d7,Merge pull request #274 from NLeSC/fix-unittest,1539128633.1212099,1
218,2eabd9fd,Merge pull request #311 from NLeSC/pmdtask-fix,1539128624.176343,1
219,6d5e98a9,Merge pull request #580 from NLeSC/jekyll-fix,1539128623.0548902,1
220,9dbc1366,small fix to accomodate change to api,1539128621.6919801,1
221,87ac4211,quick fix for jsch synchronization problem,1539128619.695616,1
222,4a988b56,Next attempt to fix both windows AND mac livetests,1539128618.27104,1
223,00a17c60,Fix spotless error,1539128602.938683,1
224,f7b9125d,Merge pull request #412 from NLeSC/fix-javadocDevel,1539128599.50104,1
225,08f1a5be,Merge pull request #526 from NLeSC/SSH-credential-fix,1539128598.859971,1
226,86f2c8d2,Merge pull request #521 from NLeSC/fix-slurm-versions,1539128598.1341321,1
227,1d82c049,Missing SSH config gives warning unless requested (fix #261),1539128597.262503,1
228,af053402,JobQueues now removes jobs once the job is finished and the status is requested. Changed return value of cancelJob and cancelCopy. Partial fix for #73.,1539128596.189591,1
229,87ba3979,Fix license header,1539128594.7503462,1
230,3b6d0fbe,Fix unit tests,1539128593.86457,1
231,94737aa6,partial fix for https://github.com/NLeSC/xenon-cli/issues/36,1539128592.558238,1
232,48fce7be,Merge pull request #273 from NLeSC/issue/250-jobidparser,1539128576.09322,1
233,313f60f4,Merge pull request #346 from NLeSC/issue#345,1539128570.4173439,1
234,327734c0,Merge pull request #378 from NLeSC/issue-377,1539128569.607955,1
235,3f834f3a,merged from issue 377 branch,1539128563.964142,1
236,8154bf23,Partial fix of issue #321. Caused by race condition which is less likely now  but still occurs.,1539128562.027167,1
237,d4f60fa0,Merge pull request #264 from NLeSC/issue/261-sshconfigdefault,1539128556.974019,1
238,c06ca3ed,partial fix for issue #533,1539128551.261919,1
239,4b98df7e,Merge remote-tracking branch 'origin/develop' into issue/252-gradleize,1539128549.86511,1
240,bf4c87a6,Merge pull request #268 from NLeSC/issue/252-gradleize-docker,1539128548.98266,1
241,f3319352,Merge remote-tracking branch 'origin/issue/252-gradleize' into docker-gradle,1539128547.726016,1
242,bd40020b,Merge pull request #265 from NLeSC/issue/252-gradleize,1539128546.733654,1
243,eb83bdb2,Merge branch 'develop' into issue/252-gradleize,1539128545.772963,1
244,ef477b0d,Merge docker and issue/252-gradleize branch.,1539128544.26799,1
245,379a2f9a,Merge remote-tracking branch 'origin/issue/252-gradleize-docker' into issue/252-gradleize-docker,1539128541.549912,1
246,46a01149,Merge pull request #496 from NLeSC/fix-valid-properties,1539128517.471056,1
247,5a7245d7,Merge remote-tracking branch 'origin/issue/252-gradleize' into issue/252-gradleize-docker,1539128516.3960788,1
248,d4341013,Merge remote-tracking branch 'origin/issue/252-gradleize' into issue/252-gradleize-docker,1539128515.421386,1
249,8631cb4e,The adaptors now propagate valid properties array to parent. Should fix issue 168.,1539128506.9728231,1
250,f0df8d15,Merge branch 'issues/sshtestfail' into issue/261-sshconfigdefault,1539128372.924305,1
251,22879157,Merge pull request #607 from NLeSC/gridengine-parsing-bug,1539128360.996957,1
252,46d2ddd9,working on fixing the legalese based on lourens'es suggestions refs #554,1539128346.440573,1
253,a2fd26a4,refactored to fix some more codacy issues,1539128326.707877,1
254,b6bbbe5c,adding tests for scripting parser  improving some code and fixing some bugs in the process,1539128322.44185,1
255,fdf1f969,cleanup after refactoring  fixing some minor bugs,1539128315.938426,1
256,c4e6256b,second attempt at fixing test build to handle system properties,1539128296.7872698,1
257,1559ef56,allows credentials in local scheduler. Updated some test to reflect changes. Fixing #219,1539128257.591007,1
258,f8c7837c,Next refactor of API. 90% done. FileSystem.copy still unimplemented. Tests need fixing,1539128255.700275,1
259,252b7d0f,fixing some bugs,1539128253.256673,1
260,400734b6,Quick fix for tilde issues on windows test. Also see #568,1539128210.3599699,1
261,0314c3de,Fixing exceptions,1539128209.055855,1
262,011ff4f0,adding findbugs annotation jar to report false positives . fixing some sonar issues,1539128204.2809641,1
263,33f828b4,fixing sonar issues in gridengine adaptor,1539128202.903798,1
264,d5db56ea,fixing sonar issues in gridengine adaptor,1539128202.0398788,1
265,0465058f,fixing sonar issues,1539128187.296055,1
266,5d508b12,fixing sonar issues,1539128186.584507,1
267,571f9b6c,Fixing sonar issues,1539128185.0522099,1
268,565f785b,bug fix in OctopusProperties  use OctopusProperties in ssh adaptor  use ssh properties in GridEngine adaptor,1539128179.050656,1
269,4279a8df,Fixed active/passive mode bug: When performing passive() on source server  target server must use port number from source server's passive() method and not use setLocalPassive() method.,1539128154.663001,1
270,fc928eeb,The CopyOption.contains(options  option) method always returns true when options is filled with anything but null. Due to this bug the FileUtils.recursiveCopy() failed when a single CopyOption was given with a UnsupportedOperationException. This bug has been fixed.,1539128145.51321,1
271,eda4e26e,Split LocalFileSystemUtilsTest into generic  os dependant  and user home dependant tests and use junit rules to set properties. Fixes #564,1539128144.0876482,1
272,7c56cee3,Added a QueueStatusImplementation to the jobs engine package. Fixed gridengine adaptor build script. Finished all the gridengine adaptor queue info commands. Also throw a OctopusIOException to the getQueueStatus functions in Jobs.,1539128142.282341,1
273,17794869,Added support for a custom job script. Also add a gridengine specific test  and made a few minor changes to the generic test framework to accomodate tests in subclasses. Fixes 121.,1539128135.659499,1
274,579b31d0,Fixed timeout issues in slurm tests. Added COMPLETING state to slurm job state (interpreted as running),1539128117.96106,1
275,dc1a3d51,Added sandbox tests. Added Adaptor.toString(). Fixed loaded adaptor print in engine.,1539128105.335997,1
276,33416ef7,Added Jobs.getDefaultQueueName(Scheduler) to Jobs interface. Jobs.getQueueStatus(Scheduler  String name) throws exception if name is null. Fixes #111.,1539128102.747503,1
277,de89cba5,Test to submit local job did not cleanup after itself. Fixed by running job inside temporary folder made by junit.,1539128101.320541,1
278,be8a76a9,Fixed slurm adaptor to return the status of finished jobs  if configured on the cluster. Work around for scontrol bug on pre 17 slurm,1539128098.854696,1
279,a8488e6c,Merged SSH agent support into SSH adaptor. Fixed key order. Added unit tests.,1539128097.544789,1
280,15f61021,Fixed race condition between done and close streams in StreamForwarder. Closed various streams in GenericTestParent classes,1539128093.3207278,1
281,a516de13,Attempt at getting sonar to behave. Fixed several issues indicated by sonar. Told javadoc not to include timestamps in generated files,1539128082.173066,1
282,cae9e773,Added S3 adaptor and fixed cross package import in Jcloudsa base adaptor class,1539128078.874341,1
283,8cc84ac6,Fixed various issues reported by findbugs. Added more examples. Added StreamUtils. Created OctopusProcess as parent of InteractiveProcess and BatchProcess.,1539128075.738508,1
284,23a8fe20,Fixed various sonar issues. Cleanup and merge of SshFiles.copy and LocalFiles.copy,1539128071.977654,1
285,7b97891e,Fixed bug in sftp cache of SSH adaptor. Increased sleep time in generic job cancel test.,1539128067.866755,1
286,15ec4d28,Fixed test20_newInputStream to properly close stream after reading a test file. Not doing wo will prevent the file being deleted on windows,1539128064.0464551,1
287,d65d6a75,Changed JobQueue implementation to use batch scheduler-like file locations. Breaks JobQueue unit tests! Fixes #101.,1539128062.495939,1
288,71cf6dd3,added docker integration test for webdav as anonymous user  fixes #536,1539128060.958592,1
289,0ab0712d,Fixed properties use in GridEngine/Slurm. Added property config to tests.,1539128056.682574,1
290,bfb96127,Removed SeekableByteChannel from Files API for this version. Adapted tests for this. Added supportsStatusAfterDone() to JobTestConfig. Fixes #104.,1539128034.7497349,1
291,5fa521e6,fixed mtime / atime bugs  added unit test  ssh properties now handled correctly,1539128032.297544,1
292,0cfc68b6,Fixed various issues in the new SFTP adaptor. Commit due to next big API change that is planned.,1539128031.0185962,1
293,ea2f0ebb,Fixed valid properties of scripting scheduler adaptors to include subscheduler properties,1539128026.5256212,1
294,c3c9a06d,Fixed copy semantics for CopyMode.REPLACE and combinations of files and directories.,1539128025.442952,1
295,159c4f8e,Fixed various javadoc bugs and ommissions. Cleaned up Sandbox.,1539128024.254298,1
296,d680ef8a,Cleaned up exceptions. Removed OctopusIOException. Removed exceptions package. Fixes #191.,1539128023.149442,1
297,1b431dfc,Fixed proxy lifetime in gftp Proxy Init.,1539128022.1195369,1
298,8c264290,Fixed format of comment characters in license section of several files (the licence check is picky about this),1539128020.974483,1
299,27fab05f,Fixed SlurmUtils unit test to reflect switch to job-names,1539128019.981078,1
300,ae3f3388,Changed getJobs(Scheduler  String) to getJobs(Scheduler  String...). Fixes #43,1539128018.942226,1
301,94020d84,Fixed test build file to use correct version number,1539128017.709375,1
302,c1d9c023,fixed job script generator  map ge status to jobstatus properly,1539128016.28736,1
303,2c10c702,Fixed Slurm scripting test: equality unordered Map with ordered string,1539127999.791022,1
304,07a1d6f1,Fixed FTP server to retrieve attributes in more protable way,1539127998.367059,1
305,26a34ff9,Fixed adaptor loaded to take classes in jarjar into account. Local and SSH now work.,1539127997.3751118,1
306,6521aa03,Fixed OctopusProperties test to test for new toString format.,1539127996.2856019,1
