hash,time,message,keyword_buggy,human_buggy,fastread_buggy
33e8ffeb,2016-09-09 17:16:44,Don't use old reverse names when loading reaction families.,0,,0
c92eb4e9,2016-09-11 21:41:55,Fix bug with checking parent/child relationshps in databseTest,1,,1
e42c48ae,2016-09-12 12:38:45,Merge pull request #705 from ReactionMechanismGenerator/atomtypes,0,,1
a3b22e4a,2016-09-12 14:32:30,Make method isBenzeneExplict for :class:Group and associated unit tests,0,,0
b5c7623a,2016-09-13 15:13:15,Generalize find_shortest_path function to superclass :class:Graph,0,,0
89d93f6e,2016-09-13 17:13:00,Add correlated uncertainty to the global uncertainty ipython notebook,0,,0
6d97e402,2016-09-13 17:17:27,Add additional variables to the  function for plotting the sensitivities from RMG,0,,0
e332c9f3,2016-09-13 17:18:34,Add Uncertainty.sensitivityAnalysis function,0,,0
953d03c4,2016-09-13 17:21:27,Uncertainty.localAnalysis function for running first order local uncertainty analysis,0,,0
e744a870,2016-09-13 17:28:50,Local Uncertainty Analysis iPython notebook,0,,0
72a20e4f,2016-09-13 18:27:48,Added method copyAndMap to Graph,0,,0
c9ee2cdb,2016-09-13 20:58:45,change copyright time stamp for new year,0,,0
11285d21,2016-09-14 19:54:31,rename valence to valence_electron to be more precise,0,,0
08c0bccb,2016-09-14 19:59:54,another 2 hidden places that can be replace by getBondOrdersForAtom,0,,0
6f9c7e0f,2016-09-15 10:49:02,Merge pull request #769 from ReactionMechanismGenerator/dynamicBenzeneBondOrder,0,,1
6fdb7835,2016-09-15 11:14:15,Added the keepIrreversible option.,0,,0
61d90d93,2016-09-15 15:25:18,Merge pull request #772 from alongd/keepIr,0,,1
204f1d27,2016-09-15 16:02:31,Merge pull request #771 from ReactionMechanismGenerator/fixDatabaseTest,0,,1
6b36c274,2016-09-16 09:41:15,added RMG-Py and RMG-database release notes for v2.0.0,0,,0
6f811ba1,2016-09-16 10:23:50,CCLibData does exist any longer  update documentation for that,0,,0
9bd4807b,2016-09-16 10:31:46,PDF documentation for release 2.0.0 has been updated,0,,0
1da78dbd,2016-09-16 20:17:16,make sure windows gets pkg from rmg channel first,0,,0
1c18cb44,2016-09-17 12:25:55,Merge pull request #773 from ReactionMechanismGenerator/release2.0.0,0,,1
614d53d1,2016-09-17 15:38:04,RMG-Py v2.0.0 release,0,,0
632a5169,2016-09-28 17:06:23,make sure all the reactants and products are reactive,0,,0
d24702d2,2016-09-29 13:09:45,Merge pull request #776 from ReactionMechanismGenerator/isN2Inert,0,,1
79b166f9,2016-09-29 14:38:00,added unittest for checking reactant n2 should be treated as reactive,0,,0
9b2ab748,2016-09-29 14:57:53,add missing shutil import,0,,0
e2824c73,2016-09-30 15:22:57,Change valency check for standardize group to use dictionary from .elements,0,,0
a7adf2ab,2016-09-30 17:36:07,Add more unit tests for makeSampleMolecule,0,,0
c445b67c,2016-10-05 10:34:29,added chemkin support for all isotopes,0,,0
bcaadd3f,2016-10-05 17:37:34,Merge pull request #739 from ReactionMechanismGenerator/elementChemkin,0,,1
f5f75138,2016-10-06 14:12:49,Modified to prevent user-specified PList from being overwritten,0,,0
c604a941,2016-10-07 19:35:29,added kinetic test for degeneracy,0,,0
446463f0,2016-10-11 14:39:10,Merge branch 'master' into thermoAccessibility,0,,1
90161ad5,2016-10-11 15:09:39,described unused method,0,,0
87d944c7,2016-10-11 15:57:52,Merge pull request #777 from ReactionMechanismGenerator/thermoAccessibility,0,,1
45e3b0b7,2016-10-14 15:37:30,add instructions of installation approach without anaconda,0,,0
b42f0405,2016-10-14 17:24:12,Fix and speed up test_liquidInputReading,1,,1
ed76967d,2016-10-15 13:47:17,Merge pull request #787 from ReactionMechanismGenerator/liquidTestFix,0,,1
7cd0a467,2016-10-17 18:19:42,Use chemkin.writeKineticsEntry in Cantherm,0,,0
35589d5f,2016-10-18 15:56:54,renamed a variable for clarity,0,,0
bdef025c,2016-10-18 17:09:47,Change way we enforce charge on making sample atoms,0,,0
5e2965ce,2016-10-19 12:00:34,removed guppy dependency,0,,0
e03fb9bc,2016-10-24 12:33:33,enable users to select customized transport liraries,0,,0
d7d29e29,2016-10-24 16:43:31,add install faq page,0,,0
8fec3585,2016-10-24 22:44:55,Add 'St' atom type for carbon monosulfide,0,,0
1c5c77fe,2016-10-25 01:44:13,Enable accessibility testing for reaction families,0,,0
78da3937,2016-10-25 09:23:04,Remove guppy from linux instructions,0,,0
fd34bdc8,2016-10-25 09:25:30,Small tweak to MacOS instructions.,0,,0
70a227f0,2016-10-25 09:32:53,Remove guppy from dependencies in installation instructions.,0,,0
ccbce5e6,2016-10-25 09:47:42,Edits to the FAQ,0,,0
b697fdb0,2016-10-25 11:45:34,Replace mencoder with ffmpeg in dependencies list,0,,0
48bbf493,2016-10-25 15:20:30,Merge pull request #794 from ReactionMechanismGenerator/doc_direct_install,0,,0
52bb8049,2016-10-26 22:56:18,update environment yaml to allow pkg upgrade,0,,0
7b99cc0f,2016-10-27 01:31:46,Add bug fix so that we no longer need extra lines for species dictionary,1,,0
dee3e013,2016-10-27 14:34:22,change to stable miniconda,0,,0
f877f3e5,2016-10-27 15:14:34,Merge pull request #800 from ReactionMechanismGenerator/environment,0,,1
04b4a5c3,2016-10-27 15:54:30,Merge pull request #801 from ReactionMechanismGenerator/upgrade,0,,1
2ee73707,2016-10-27 16:03:39,Right-align some entries in Chemkin thermo block,0,,0
c57a9654,2016-10-27 16:08:50,Add optional elementCounts argument in writeThermoEntry,0,,0
47d3503a,2016-10-27 16:09:52,Include element count in Chemkin output from Cantherm,0,,0
e8321b7b,2016-10-27 19:43:51,make standard last commit msg for RMG-tests,0,,0
2e430caf,2016-10-27 20:03:35,Merge pull request #804 from ReactionMechanismGenerator/deploy_tests,0,,1
f073feef,2016-10-31 14:14:30,Improve error handling for wrong number of reverse rxns,1,,0
30a15f54,2016-11-07 13:37:59,Set logSpecies=False for updateAtomType calls in resonance.py,0,,0
52cf3500,2016-11-07 22:29:25,Add a new method getNthNeighbor for molecule object. It recursively get the Nth nonHydrogen neighbors of the given starting atoms  and return them in a list.,0,,0
6206be9d,2016-11-07 22:52:14,Do long distance interaction correction for cyclic molecule in computeGroupAdditivityThermo.,0,,0
811d8ccb,2016-11-07 23:02:36,Instead of using gauche and int15 interactions  do long distance interaction correction for non-cyclic molecule in a consistent way with that of cyclic molecule.,0,,0
bb2691ac,2016-11-07 23:14:39,Add a verbosity switch to the method addThermoData and removeThermoData. And set it True for the methods involving polycyclic molecule.,0,,0
483babb4,2016-11-07 23:21:34,Load longDistanceInteraction correction files instead of the gauche and int15 interaction correction files.,0,,0
e67f8f66,2016-11-07 23:27:10,Add a new method __removeGroupThermoData based on the existed __addGroupThermoData method.,0,,0
da1bd96d,2016-11-07 23:29:54,Add long distance interaction correction for cyclic radical.,0,,0
34addd90,2016-11-07 23:36:23,In the unittest for parsing the thermo comments  replace the case for gauche interaction correction with the one for long distance interaction correction.,0,,0
e8362a71,2016-11-07 23:38:48,Add unittest for long distance interaction calculation of aromatics molecule  radical  and biradical.,0,,0
d7a2165e,2016-11-08 09:34:18,Modify AtomTypeError handling in updateAtomTypes,0,,0
d0143b55,2016-11-09 11:28:05,Fix bug in addImplicitBenzene regarding step 3 sorting by connectivity,1,,1
7bc7fd59,2016-11-09 14:14:40,Improve error handling of inability to apply atom actions Log the family along with reactant structures.,1,,0
f64f75b7,2016-11-09 23:05:14,fixed two typos in clear(),1,,0
34db9234,2016-11-10 20:34:41,Merge pull request #793 from ReactionMechanismGenerator/transport_libs,0,,1
c60345f3,2016-11-11 16:00:34,Merge pull request #813 from ReactionMechanismGenerator/debugMssg,0,,1
de26df3d,2016-11-11 18:30:58,Merge pull request #816 from ReactionMechanismGenerator/allow_user_specified_Plist,0,,1
8da74245,2016-11-14 15:10:40,Added chat room suggestion to feedback section of readme,0,,0
cef5c30e,2016-11-14 15:22:57,Added another entry to the FAQ for issue #817,0,,0
de6d8eda,2016-11-14 20:26:26,Merge pull request #818 from ReactionMechanismGenerator/FAQ-update,0,,1
502802e9,2016-11-15 11:03:57,Commented a potential issue into the method `searchTargetIndex` docstring.,0,,0
a5061407,2016-11-15 11:12:02,reduction method added to documentation,0,,0
0bc24db8,2016-11-16 17:40:23,Enables new flag -k to give detailed sources from families,0,,0
7e48a4de,2016-11-20 17:50:42,update edge species removal for pruning to avoid memory leak,0,,0
315c870c,2016-11-23 17:07:41,Move classifyBenzeneCarbons from a helper function to a method for Group.py,0,,0
b89f642d,2016-11-24 15:26:41,Added unit tests for the new methods classifyBenzeneAtoms and sortByConnectivity,0,,0
acfc4d91,2016-11-28 14:20:57,Move sortByConnectivity from a helper function to a method of Group.py,0,,0
f182d055,2016-11-29 13:33:53,Change addBenzeneAtom helper function to more general Group method createAndConnectAtom,0,,0
90e31340,2016-11-29 14:45:12,Merge pull request #830 from ReactionMechanismGenerator/pruning_mem_leak_fix,0,,1
602e781a,2016-12-05 18:14:52,added unit tests for symmetry of cyclic  allyl  and resonanceHybrid,0,,0
583ca690,2016-12-07 14:34:19,Add getAromaticSSSR() method to Molecule class,0,,0
6804ab31,2016-12-07 14:40:10,Add unit tests for getAromaticSSSR() method,0,,0
ab4aee5c,2016-12-07 15:05:49,Add header+license to top of resonance.py,0,,0
f9f0a9f2,2016-12-07 15:12:51,Add clarOptimization function,0,,0
8e6d1ba0,2016-12-07 15:18:43,Add clarTransformation function,0,,0
cac8e7c3,2016-12-07 15:20:47,Add unit tests for clarOptimization and clarTransformation,0,,0
1c0e5ff6,2016-12-07 15:22:24,Add main function for generating Clar structures,0,,0
2c8c36d0,2016-12-07 15:24:26,Add unit tests for Clar structure generation,0,,0
0ba818d0,2016-12-07 15:25:14,Add lpsolve55 to environment files and meta.yaml,0,,0
ad103f0b,2016-12-07 16:26:31,Merge pull request #805 from mliu49/clar,0,,1
b705bc33,2016-12-07 17:54:11,Add getPartialUncertaintyValue functions to the uncertainty classes,0,,0
73666f7b,2016-12-07 17:58:02,Fix typo in ClarTest.testPhenalene,1,,1
7b4de65b,2016-12-08 13:21:07,Merge pull request #836 from ReactionMechanismGenerator/clar_typo_fix,0,,1
78846f19,2016-12-08 13:55:46,Uncertainty Class: assign correlated uncertainties and perform correlated local analysis,0,,0
f0778abd,2016-12-08 14:03:04,Add correlated uncertainties to findParameterSourcesAndAssignUncertainties.ipynb,0,,0
2b736453,2016-12-09 14:21:55,Edit molecule.update method so that it also updates charge of all atoms,0,,0
ae211d1d,2016-12-09 17:44:00,Change identity of decrement bond on Ct to include CO and CS,0,,0
d07e6101,2016-12-12 14:15:51,Fix typo under increment bond for Cs,1,,0
80fc1d49,2016-12-12 14:36:04,Merge pull request #838 from ReactionMechanismGenerator/updateCharge,0,,1
e9227051,2016-12-13 10:38:46,Uncertainty class: create compileAllSources function.,0,,0
120b1f5a,2016-12-13 20:23:54,Merge pull request #814 from ReactionMechanismGenerator/fixBenzeneAccessibility,0,,1
ae7ecb8d,2016-12-14 11:59:54,rmgpy.tools.muq: change variable kReactions and gSpecies to kParams and gParams,0,,0
c70234a5,2016-12-14 16:22:10,Updates to N-AtomTypes,0,,0
ed076beb,2016-12-14 21:43:08,Modify global uncertainty classes to be able to run correlated parameters,0,,0
62883bde,2016-12-15 12:32:17,Merge pull request #803 from ReactionMechanismGenerator/cantherm_chemkin_fix,0,,1
a0555d60,2016-12-15 12:52:00,Generate Cantera files using ck2cti,0,,0
aab5c81b,2016-12-15 14:55:35,Fix #841: mergeModels tool gives wrong info about third-body reaction and lindemann reaction.,1,,0
bac1bc88,2016-12-15 16:45:47,added pathway analysis tool in ipython,0,,0
951bdfaa,2016-12-15 16:49:34,added helper functions for extracting info from CKCSV files,0,,0
8c571a24,2016-12-15 16:53:50,added minimal example for mechanism_analyzer,0,,0
1168b648,2016-12-15 17:19:29,Merge pull request #842 from ReactionMechanismGenerator/fix841,0,,1
db888420,2016-12-15 23:12:12,rename ReduceTest to ReduceFunctionalTest,0,,0
3d5b6dc0,2016-12-15 23:13:14,added a unittest for searchTargetIndex,0,,0
71c3d757,2016-12-15 23:42:58,update cantherm header,0,,0
8542c5ec,2016-12-15 23:52:01,Merge pull request #845 from ReactionMechanismGenerator/mech_analyzer,0,,1
6825ac91,2016-12-16 13:42:19,added documentation on how  add a reaction family,0,,0
d3c78d99,2016-12-16 14:36:52,updated reduction documentation,0,,0
4e6c0172,2016-12-16 14:48:33,added parallelizing info to documentation,0,,0
9d27d8c6,2016-12-16 15:13:49,reordered RMG user guide table of contents,0,,0
d31b7ff1,2016-12-16 15:25:10,added table to guide users in how to contribute,0,,0
31d0fa9d,2016-12-16 15:53:40,modified css utils,0,,0
24e462f6,2016-12-16 22:12:53,Merge pull request #846 from ReactionMechanismGenerator/cantherm_header,0,,1
41c5e733,2016-12-16 22:41:07,Merge pull request #820 from ReactionMechanismGenerator/reduction,0,,1
35867928,2016-12-17 21:44:29,update developer info,0,,0
a171e1ed,2016-12-17 23:42:50,Add and move some badges in README,0,,0
65c8cc4b,2016-12-18 08:55:01,Merge pull request #839 from ReactionMechanismGenerator/ck2cti,0,,1
233a6270,2016-12-19 16:42:32,Merge pull request #847 from ReactionMechanismGenerator/documentation,0,,1
db3f2a89,2016-12-19 16:55:53,make underline long enough to have correct rendering,0,,0
8c5610bf,2016-12-19 17:21:40,Merge pull request #849 from ReactionMechanismGenerator/liquids_doc,0,,1
c9f9656c,2016-12-20 15:25:05,Fix bug when reordering molecules after HBI thermo calculation,1,,1
3a3d6f9a,2016-12-20 15:59:26,Fix if statements in Molecule.getFormula(),1,,1
e965d06d,2016-12-20 16:38:02,Add two unit tests for thermo generation for species,0,,0
cbe6c23a,2016-12-20 17:48:01,Only save atom counts for species objects (not TS),0,,0
20f3712d,2016-12-20 17:51:52,Improve element count determination for ThermoJob in Cantherm,0,,0
b4856ef4,2016-12-20 22:28:31,fix the returned values from diff_models.execute,1,,1
6a0ac57a,2016-12-20 23:42:10,Merge pull request #852 from ReactionMechanismGenerator/check_models,0,,1
469f4b18,2016-12-21 00:49:08,Merge pull request #850 from ReactionMechanismGenerator/thermo_molecule_bug,0,,1
306f8a4e,2016-12-21 16:35:02,update version number to 2.1.0,0,,0
9f7b807e,2016-12-21 16:35:19,added version 2.1.0 release notes,0,,0
36750e74,2016-12-21 16:36:19,change copyright year range,0,,0
a9dba18c,2016-12-21 17:40:51,PDF documentation for release 2.1.0 has been updated,0,,0
9729c129,2016-12-22 19:42:55,Moved parsing of SMARTS strings to go through _parser function,0,,0
af42f748,2016-12-26 12:55:05,Fix bug where new nitrogen atomtypes are not correctly made from SMILES/InChI,1,,1
87ba131c,2016-12-28 11:44:13,Removed exception for same-reactants from reducing degeneracy,0,,0
20ca05f2,2016-12-29 13:48:12,Add unittests checking identity of N2s  N1s  and N1sc atomtypes,0,,0
9701a3c3,2016-12-29 14:12:09,modified Bond class to use numbers,0,,0
05284226,2016-12-29 14:30:01,added numerical retrieval methods for GroupBond,0,,0
48707168,2016-12-29 21:48:11,Add N3b and N5b into benzene atom types handled by addImplicitBenzene for making sample molecules,0,,0
6e5fcdf7,2016-12-30 23:14:38,Pdep rxn added as an example rxn to prevent error,1,,0
4ca7e245,2017-01-03 12:08:29,Add new functions into family.py for getting backbone and endGroups,0,,0
28799e18,2017-01-04 15:42:11,added a method to make group drawing easier in ipython notebook,0,,0
244a6b25,2017-01-04 15:54:38,adds jupyter as one of RMG's denpendencies,0,,0
db42e80f,2017-01-04 16:08:46,Merge pull request #861 from ReactionMechanismGenerator/group_draw,0,,1
da6f089a,2017-01-05 23:22:35,Add new functionality to display dominant species,0,,0
4d6a7199,2017-01-05 23:33:07,forward & reverse rate coefficients are displayed,0,,0
f6fde7a8,2017-01-06 11:56:04,modified and expanded bond unit tests,0,,0
44782be0,2017-01-06 13:52:58,made GroupBond hold floats not strings,0,,0
8a6ded2a,2017-01-06 13:54:43,fixed functions calling bond.order,1,,0
d0dfe7cf,2017-01-06 14:48:12,Time integrated flux can be chosen for analysis,0,,0
88dbf9f4,2017-01-06 15:12:58,Merge pull request #860 from ReactionMechanismGenerator/mech_analyzer_2,0,,1
5768e285,2017-01-06 15:23:38,Add unit tests for loading Cantherm input files,0,,0
429bbca5,2017-01-06 17:44:18,Correcting updateLonePairs,0,,0
5ac9f36a,2017-01-08 23:57:37,Change parameter uncertainty calculation to be additive rather than sum of squares,0,,0
58fae3ae,2017-01-10 23:59:41,replaced bond.order with method access,0,,0
ad92392a,2017-01-11 00:05:51,make order for Bond robust to numerical error,1,,0
85a6ca13,2017-01-13 12:08:01,use getDeterministicSSSR in bicyclicDecomposition instead of the old getSSSR method,0,,0
df8955ff,2017-01-14 11:41:22,adds a more deterministic method for finding sssr,0,,0
9bb11249,2017-01-14 12:26:43,adds three tricky test examples for the deterministic sssr method,0,,0
c5dadb86,2017-01-15 12:58:02,Merge pull request #866 from ReactionMechanismGenerator/deterministic_poly,0,,1
4918c739,2017-01-16 19:08:52,Fixed bug in __gainPair function of class GroupAtom,1,,0
9c0c22ec,2017-01-17 14:17:55,Don't crash if empty edge when plotting runtime statistics.,0,,0
676172ac,2017-01-17 16:34:56,Added a UnitTest for updateLonePairs,0,,0
84e54477,2017-01-18 17:49:35,Add atom label swapping for new reaction families,0,,0
b0194d9b,2017-01-19 12:45:49,Fix to gain/lose lone pair functions for GroupAtoms,1,,1
a60234d3,2017-01-19 14:05:18,Included lonePairs in GroupAtom.copy.,0,,0
2522175f,2017-01-20 15:40:16,Change product template duplicate testing from isIsomorphic to isIdentical,0,,0
f3e89c32,2017-01-20 18:22:16,Merge pull request #869 from ReactionMechanismGenerator/fixProductTemplates,0,,1
ddbd8184,2017-01-23 12:30:56,Use getBondOrdersForAtom instead of if statements in Molecule.updateAtomType(),0,,0
9e9a4488,2017-01-23 16:14:55,Merge pull request #824 from ReactionMechanismGenerator/store_kinetic_database_details,0,,1
78d79401,2017-01-24 09:38:58,added core and interrupt tolerances as optional parameters to the model function  by default the tolerances are set to infinity turning them off (+2 squashed commits) Squashed commits: [2f75de7] added new criterion core tolerance and interrupt tolerance to main  added additional enlargement option for use when the returned object is a Reaction [84b7bbd] Added additional option to the model function to set the tolerances for the new criterion,0,,0
adef575a,2017-01-24 09:47:48,added in production and consumption calculations added in production and consumption calculations to liquid reactor (+2 squashed commits) Squashed commits: [1c427c9] syntax fixes [2174430] added missing comma (+3 squashed commits) Squashed commits: [b0d3123] Calculation of production and consumption rates added (+1 squashed commit) Squashed commits: [1232050] updated logRates header [0a48db8] added and initialized core production and consumption rates as fields of ReactionSystem  calculation of criterion  criterion related information added to logRates [40510f7] added arrays to store core production and consumption rates and tweaked the simulate function header to add the tolerances for the new criterion,1,,0
4b17e50b,2017-01-24 15:31:53,added catch for dealing with zero consumption or production rates  if the concentration is zero the accumulation number for that species is left out of the total reaction accumulation number calculation  otherwise the analysis is terminated and the greatest flux production/consumption (as appropriate) reaction for that species is added to the model (+1 squashed commit) Squashed commits: [dd3b1ff] tweaks to handling the case when a Reaction object is returned for enlargement rather than a species object,0,,0
2c6c70c7,2017-01-24 16:06:49,Some debugging print statements.,0,,0
e004e1a3,2017-01-24 16:43:01,Merge branch 'master' into fixElementCount,0,,1
2d733a2a,2017-01-24 18:04:15,Merge pull request #854 from ReactionMechanismGenerator/fixElementCount,0,,1
979f5a1c,2017-01-24 18:04:48,Merge branch 'master' into master,0,,1
66ac0474,2017-01-24 18:17:52,Merge pull request #770 from rwest/master,0,,1
d994dd50,2017-01-25 15:35:31,removed GroupAtom getBondOrdersForAtom method.,0,,0
38a17053,2017-01-25 17:07:51,Merge pull request #863 from ReactionMechanismGenerator/lonePairs,0,,1
199506a9,2017-01-27 15:32:58,fix the bug where original model swaps with tested model wrongly,1,,1
b14b8a57,2017-01-28 19:58:54,Merge pull request #875 from ReactionMechanismGenerator/benchmark_test_swap,0,,1
8d9bea46,2017-01-30 10:27:06,Provides an ignoreOverallFluxCriterion boolean option  this option deactivates movement to core of a species based on its dimensionless flux  the toleranceMoveToCore then only applies to pressure dependent network exploration.  This allows pressure dependent models to be built using the new criterion only while still using the original tolerance to decide when to explore. (+2 squashed commits) Squashed commits: [cd54caa] remove duplicate species when decomposing a reaction to move to core into species objects to move to core [51d542d] include missing optional parameters in sensitivity simulate call,0,,0
39d54dce,2017-01-30 11:04:33,Small Cython optimization to generateReverseRateCoefficient() [master],0,,0
5c64faab,2017-02-01 10:16:41,More detailed error logging when calculating DeltaGrxn [master],1,,0
eb71975d,2017-02-01 18:11:05,set the reverse attribute to None instead of deleting it,0,,0
38fdb0cb,2017-02-01 18:11:22,add unit test for restart file generation,0,,0
b5c9215b,2017-02-01 22:21:34,due to recent changes  the filterReactions matrix should also be pickled,0,,0
5bc3921c,2017-02-01 22:23:23,family in reactionDict already uses labels instead of objects,0,,0
ef8f05d4,2017-02-01 22:24:12,load restart file properly with matrix used for filterReactions,0,,0
fc8f39ac,2017-02-01 22:24:35,update runing RMG job with other common flags,0,,0
c82ba9e3,2017-02-02 00:48:11,Merge pull request #878 from ReactionMechanismGenerator/restart,0,,1
3e2983fa,2017-02-02 09:51:23,add parsing restart file to the unit test,0,,0
c81a85a7,2017-02-02 10:14:14,seperate restart loading step out from big initializeRestartRun,0,,0
b3b280b9,2017-02-02 11:21:38,Merge pull request #879 from ReactionMechanismGenerator/restart_load_test,0,,1
f42c1c25,2017-02-02 16:16:22,Created unit tests for gainPair and losePair functions of GroupAtom class.,0,,0
d0428d4e,2017-02-02 17:23:26,Change atomtype for GroupAtom when applying gainPair or losePair action.,0,,0
19435c2d,2017-02-04 12:58:05,modified docstring to represent returned filetypes,0,,0
0294583e,2017-02-04 16:19:43,tested for getResonanceHybrid method,0,,0
1a7b5d2e,2017-02-04 16:24:31,added getResonanceHybrid method,0,,0
