index,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,fastread_bugs,keyword_bugs,human_bugs
32,Kokkos_Macros.hpp,0.0,0.0,0.0,83.0,225.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,63.0,0.0,0.0,0.0,138.0,166.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
33,Kokkos_OldMacros.hpp,0.0,0.0,0.0,70.0,344.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.0,70.0,0.0,0.0,0.0,46.0,199.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
34,Kokkos_OpenMP.hpp,0.0,0.0,0.0,40.0,81.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,3.0,0.0,0.0,0.0,44.0,155.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
35,Kokkos_Traits.hpp,0.0,3.0,0.0,117.0,293.0,96.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,17.0,501.0,117.0,276.0,209.0,18.0,96.0,6.0,13.0,149.0,171.0,154.0,0.0,17.0,2.0,2.0,3.0,1.0,1.0,0.35,20.0,20.0,22.0,17.0,0,0.0,0
36,Kokkos_HostThreadTeam.hpp,1.0,8.0,1.0,173.0,632.0,290.0,2.0,2.0,2.0,1.0,10.0,1.0,8.0,1.0,2.0,60.0,1085.0,173.0,589.0,319.0,224.0,290.0,20.0,29.0,197.0,336.0,185.0,0.0,151.0,6.0,6.0,6.0,1.0,3.0,0.49,95.0,95.0,95.0,60.0,0,0.0,0
37,Kokkos_Atomic.hpp,0.0,14.0,0.0,60.0,98.0,158.0,1.0,1.0,1.0,1.0,14.0,0.0,4.0,0.0,0.0,1.0,312.0,49.0,18.0,15.0,1.0,146.0,57.0,66.0,4.0,7.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8.11,1.0,1.0,1.0,1.0,0,0.0,0
42,fix_tmd.cpp,4.0,27.0,1.0,93.0,397.0,63.0,6.0,6.0,7.0,1.0,33.0,4.0,26.0,1.0,0.0,14.0,552.0,91.0,371.0,69.0,282.0,63.0,9.0,22.0,274.0,353.0,69.0,0.0,284.0,28.0,28.0,34.0,11.0,5.0,0.17,78.0,78.0,91.0,24.0,0,0.0,0
43,fix_tmd.h,0.0,0.0,0.0,13.0,38.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,110.0,11.0,29.0,26.0,0.0,59.0,3.0,8.0,24.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,1,2.0,0
44,update.h,0.0,0.0,0.0,17.0,52.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,109.0,17.0,46.0,43.0,0.0,56.0,0.0,6.0,41.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0,0.0,0
45,respa.h,0.0,0.0,0.0,17.0,44.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,141.0,15.0,36.0,33.0,1.0,93.0,3.0,7.0,31.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,0.0,0.0,0.0,0.0,0,2.0,0
48,pair_morse_smooth_linear_omp.h,0.0,0.0,0.0,12.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,62.0,10.0,11.0,8.0,0.0,30.0,3.0,8.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0,0.0,0
49,pair_morse_smooth_linear.h,0.0,0.0,0.0,13.0,35.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0,11.0,27.0,24.0,0.0,32.0,3.0,7.0,22.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0,0.0,0
50,npair_half_multi_newton_tri.cpp,7.0,44.0,4.0,19.0,98.0,26.0,12.0,12.0,13.0,6.0,54.0,7.0,44.0,4.0,0.0,2.0,143.0,19.0,89.0,23.0,71.0,26.0,0.0,9.0,70.0,95.0,25.0,0.0,70.0,23.0,23.0,25.0,12.0,6.0,0.29,24.0,24.0,26.0,13.0,0,0.0,0
51,npair_half_multi_newton_tri.h,0.0,1.0,0.0,10.0,18.0,15.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,43.0,8.0,8.0,6.0,0.0,15.0,5.0,7.0,3.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.88,1.0,1.0,1.0,1.0,1,2.0,0
52,WeakEquationDiffusion.h,0.0,2.0,0.0,12.0,27.0,12.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,50.0,12.0,21.0,16.0,3.0,12.0,0.0,6.0,9.0,13.0,10.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.57,3.0,3.0,3.0,3.0,0,0.0,0
55,WeakEquation.h,0.0,2.0,0.0,24.0,60.0,24.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,19.0,108.0,24.0,54.0,51.0,10.0,24.0,0.0,6.0,28.0,38.0,28.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,0.44,19.0,19.0,19.0,19.0,0,0.0,0
56,pair_tersoff_zbl_kokkos.h,0.0,3.0,0.0,55.0,163.0,35.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,6.0,250.0,53.0,150.0,136.0,8.0,35.0,5.0,10.0,128.0,133.0,77.0,0.0,56.0,1.0,1.0,1.0,1.0,0.0,0.23,6.0,6.0,6.0,6.0,3,3.0,2
58,pair_kokkos.h,2.0,17.0,0.0,88.0,442.0,41.0,4.0,4.0,5.0,1.0,19.0,2.0,17.0,0.0,0.0,21.0,569.0,87.0,432.0,189.0,266.0,41.0,1.0,10.0,271.0,343.0,148.0,0.0,195.0,18.0,18.0,28.0,3.0,5.0,0.09,84.0,84.0,110.0,23.0,13,20.0,10
59,pair_tersoff_zbl.h,0.0,1.0,0.0,14.0,25.0,36.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,72.0,12.0,17.0,14.0,0.0,36.0,3.0,7.0,11.0,13.0,13.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.12,1.0,1.0,1.0,1.0,0,0.0,0
60,neigh_list_kokkos.h,0.0,3.0,0.0,19.0,69.0,15.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,3.0,7.0,101.0,19.0,63.0,40.0,7.0,15.0,0.0,6.0,26.0,32.0,27.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.24,7.0,7.0,7.0,7.0,8,8.0,5
61,ocl_kernel.h,0.0,6.0,0.0,53.0,268.0,70.0,2.0,2.0,2.0,1.0,6.0,0.0,5.0,0.0,2.0,35.0,389.0,53.0,221.0,102.0,113.0,69.0,27.0,23.0,158.0,215.0,76.0,0.0,139.0,15.0,15.0,16.0,3.0,3.0,0.31,68.0,68.0,70.0,37.0,1,1.0,0
62,ocl_device.h,0.0,5.0,0.0,86.0,388.0,134.0,2.0,2.0,2.0,1.0,6.0,0.0,5.0,0.0,1.0,60.0,597.0,84.0,345.0,143.0,205.0,134.0,26.0,21.0,283.0,387.0,142.0,0.0,245.0,29.0,29.0,29.0,4.0,2.0,0.39,123.0,123.0,124.0,66.0,3,4.0,2
63,ocl_macros.h,0.0,0.0,0.0,17.0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,13.0,0.0,0.0,0.0,0.0,19.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0
64,ucl_arg_kludge.h,0.0,0.0,0.0,62.0,746.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,830.0,62.0,746.0,418.0,0.0,22.0,0.0,0.0,0.0,59.0,59.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.03,59.0,59.0,59.0,59.0,0,0.0,0
65,lal_buck_coul_long_ext.cpp,2.0,17.0,0.0,19.0,94.0,17.0,3.0,3.0,4.0,1.0,19.0,2.0,17.0,0.0,0.0,5.0,130.0,19.0,90.0,35.0,54.0,17.0,0.0,4.0,35.0,53.0,17.0,0.0,36.0,12.0,12.0,14.0,1.0,3.0,0.19,16.0,16.0,18.0,5.0,1,1.0,0
67,lal_buck_coul_long.h,0.0,0.0,0.0,16.0,34.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,86.0,16.0,30.0,27.0,0.0,36.0,0.0,4.0,16.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0,0.0,0
68,lal_precision.h,0.0,4.0,0.0,27.0,103.0,20.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,0.0,4.0,149.0,27.0,33.0,16.0,8.0,20.0,24.0,68.0,29.0,35.0,26.0,0.0,9.0,1.0,1.0,1.0,1.0,0.0,0.61,4.0,4.0,4.0,4.0,0,0.0,0
69,TestQthreads_Reductions.cpp,0.0,9.0,0.0,17.0,109.0,43.0,1.0,1.0,1.0,1.0,9.0,0.0,3.0,0.0,0.0,12.0,168.0,15.0,38.0,14.0,0.0,43.0,48.0,25.0,0.0,13.0,13.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.13,12.0,12.0,12.0,12.0,2,3.0,1
70,TestQthreads.hpp,2.0,8.0,0.0,14.0,53.0,43.0,1.0,1.0,1.0,1.0,9.0,2.0,8.0,0.0,1.0,2.0,109.0,14.0,20.0,10.0,9.0,43.0,0.0,33.0,9.0,12.0,8.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,2.15,2.0,2.0,2.0,2.0,0,0.0,0
71,eulerparameters.h,0.0,0.0,0.0,10.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,10.0,6.0,6.0,0.0,16.0,0.0,5.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0,0.0,0
72,colmatrix.h,0.0,0.0,0.0,13.0,54.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,84.0,13.0,49.0,47.0,0.0,25.0,0.0,5.0,47.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0,0.0,0
73,mat3x3.h,0.0,0.0,0.0,16.0,51.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,83.0,16.0,47.0,45.0,0.0,25.0,0.0,4.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0,0.0,0
74,compute_erotate_rigid.h,0.0,0.0,0.0,11.0,20.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,9.0,12.0,9.0,0.0,29.0,3.0,7.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0,0.0,0
76,fix_nve_sphere.cpp,13.0,43.0,12.0,64.0,189.0,65.0,8.0,8.0,8.0,1.0,68.0,13.0,43.0,12.0,0.0,4.0,316.0,64.0,176.0,43.0,141.0,65.0,0.0,13.0,144.0,178.0,44.0,0.0,134.0,12.0,12.0,13.0,1.0,5.0,0.37,31.0,31.0,33.0,4.0,2,2.0,1
77,fix_nve_sphere.h,0.0,1.0,0.0,11.0,22.0,38.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,71.0,9.0,14.0,11.0,0.0,38.0,3.0,7.0,8.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.71,1.0,1.0,1.0,1.0,2,3.0,1
78,math_vector.h,0.0,5.0,1.0,79.0,342.0,73.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,1.0,0.0,60.0,448.0,79.0,328.0,100.0,236.0,73.0,0.0,14.0,308.0,391.0,96.0,0.0,295.0,12.0,12.0,12.0,5.0,2.0,0.22,82.0,82.0,85.0,67.0,0,0.0,0
79,math_extra.h,0.0,9.0,0.0,105.0,453.0,155.0,1.0,1.0,1.0,1.0,9.0,0.0,9.0,0.0,0.0,42.0,713.0,105.0,446.0,163.0,212.0,155.0,0.0,7.0,278.0,320.0,115.0,0.0,205.0,1.0,1.0,1.0,1.0,0.0,0.35,42.0,42.0,42.0,42.0,2,2.0,1
80,nvd_device.h,0.0,5.0,0.0,56.0,313.0,102.0,2.0,2.0,2.0,1.0,5.0,0.0,3.0,0.0,1.0,59.0,467.0,56.0,220.0,109.0,136.0,98.0,69.0,29.0,186.0,272.0,108.0,0.0,164.0,19.0,19.0,19.0,4.0,3.0,0.45,98.0,98.0,98.0,64.0,0,0.0,0
82,nvd_macros.h,0.0,0.0,0.0,22.0,60.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,16.0,0.0,0.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0
83,ucl_types.h,0.0,1.0,0.0,15.0,138.0,37.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,25.0,176.0,15.0,135.0,123.0,25.0,37.0,0.0,3.0,152.0,177.0,152.0,0.0,25.0,1.0,1.0,1.0,1.0,0.0,0.27,25.0,25.0,25.0,25.0,0,0.0,0
84,fix_meso_stationary.cpp,2.0,9.0,0.0,23.0,76.0,22.0,2.0,2.0,3.0,1.0,11.0,2.0,9.0,0.0,0.0,6.0,119.0,23.0,58.0,22.0,38.0,22.0,0.0,18.0,36.0,52.0,23.0,0.0,29.0,4.0,4.0,4.0,1.0,2.0,0.38,14.0,14.0,15.0,6.0,0,0.0,0
85,fix_meso_stationary.h,0.0,0.0,0.0,11.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,9.0,18.0,14.0,0.0,12.0,3.0,7.0,12.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0,0.0,0
86,comm.h,0.0,1.0,0.0,32.0,86.0,157.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,223.0,32.0,82.0,79.0,19.0,157.0,0.0,4.0,75.0,77.0,77.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.91,1.0,1.0,1.0,1.0,1,2.0,0
87,neigh_request.h,0.0,0.0,0.0,33.0,64.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,138.0,33.0,60.0,58.0,0.0,84.0,0.0,4.0,56.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,3,4.0,2
88,integrate.h,0.0,1.0,0.0,11.0,32.0,22.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,58.0,11.0,28.0,25.0,4.0,22.0,0.0,4.0,21.0,25.0,24.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.79,3.0,3.0,3.0,3.0,0,2.0,0
90,pair.h,0.0,1.0,0.0,53.0,179.0,180.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,29.0,362.0,53.0,174.0,163.0,13.0,180.0,0.0,5.0,133.0,162.0,153.0,0.0,9.0,1.0,1.0,1.0,1.0,0.0,1.03,29.0,29.0,29.0,29.0,12,15.0,7
91,pair_tersoff_zbl.cpp,4.0,25.0,3.0,49.0,192.0,46.0,5.0,5.0,8.0,3.0,32.0,4.0,25.0,3.0,0.0,7.0,287.0,49.0,175.0,32.0,139.0,46.0,0.0,17.0,110.0,150.0,27.0,0.0,123.0,27.0,27.0,45.0,15.0,4.0,0.26,38.0,38.0,56.0,21.0,0,1.0,0
92,math_const.h,0.0,0.0,0.0,5.0,19.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,5.0,16.0,16.0,12.0,22.0,0.0,3.0,12.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0,0.0,0
