index,hash,time,message,buggy
213,ede081b,2016-12-06 15:41:25,Merge pull request #1178 from roystgnr/locate_node,0.0
214,74a7ec0,2016-12-06 16:40:22,Ignore warnings from VTK header.,0.0
215,5518d83,2016-12-07 08:39:07,Update configure test for VTK-5.x.,0.0
216,7a4c729,2016-12-07 08:41:22,Run bootstrap.,0.0
217,f2142a8,2016-12-07 12:13:11,Fix shadowing issue in CheckpointIO::build_elem_list().,1.0
218,3e8292b,2016-12-07 12:19:28,find_point_neighbors() can only be called on active elements.,0.0
219,f5ff7f2,2016-12-07 12:28:33,Clear neighbors every time now that we aren't always calling find_point_neighbors().,0.0
220,5.129e+96,2016-12-07 13:48:20,Only write current-level elements in write_connectivity().,0.0
221,9fea023,2016-12-07 14:00:41,Merge pull request #1181 from jwpeterson/vtk_mpi,0.0
222,ab18980,2016-12-07 15:47:23,Merge pull request #1180 from roystgnr/evaluable_node,0.0
223,7b2002a,2016-12-07 15:52:48,Actually overwrite constraints when users request,0.0
224,9c90583,2016-12-08 08:19:47,Merge pull request #1182 from jwpeterson/checkpoint_io_fix,0.0
225,a6b6a26,2016-12-08 08:52:09,Doxygen: Playing around with PREDEFINED option.,0.0
226,54f2666,2016-12-08 09:58:32,Doxygen: Properly escape math.,0.0
227,7c2e7c7,2016-12-08 11:33:49,Merge pull request #1183 from roystgnr/overwrite_constraints,0.0
228,7d4768b,2016-12-08 11:39:52,Bugfix for FEMContext::pre_fe_reinit SCALAR case,1.0
229,b3edfb2,2016-12-08 13:12:31,Doxygen: Add \brief descriptions for classes in geom.,0.0
230,8c6448b,2016-12-08 14:44:39,Doxygen: Remove libmesh_final directives before calling Doxygen.,0.0
231,e2a0ccb,2016-12-08 14:46:00,Run bootstrap.,0.0
232,a631d2a,2016-12-08 14:55:15,Merge pull request #1185 from roystgnr/fem_context_scalar_fix,0.0
233,e20b8b2,2016-12-08 15:40:28,"Revert ""Doxygen: Playing around with PREDEFINED option.""",0.0
234,47e49a4,2016-12-08 16:06:45,Mark new iterator functions libmesh_override.,0.0
235,a61bbec,2016-12-08 16:20:46,Add historic authorship information.,0.0
236,cc9f581,2016-12-08 22:16:53,Merge pull request #1186 from jwpeterson/doxygen_fixes,0.0
237,31e773e,2016-12-08 22:26:08,Fix typo.,0.0
238,d32ff19,2016-12-09 10:12:51,Reduce the number of dot threads used by Doxygen.,0.0
239,bc0e0c7,2016-12-09 12:28:54,Update traffic.,0.0
240,b357727,2016-12-09 12:56:24,More historical authorship information.,0.0
241,6212445.0,2016-12-10 19:39:28,int -> PetscBLASInt in BLAS/LAPACK routines.,0.0
242,1bf2423,2016-12-10 20:11:08,Remove duplicate type information from documentation.,0.0
243,c3659b1,2016-12-10 20:14:24,The _pivots array should use PetscBLASInt when PETSc is available.,0.0
244,2154abc,2016-12-11 00:11:51,Use PetscBLASInt when calling SLEPc wrapped BLAS too.,0.0
245,743fd75,2016-12-11 20:02:17,Merge pull request #1188 from jwpeterson/petsc_blas_int,0.0
246,2f3dfee,2016-12-11 20:04:46,Update traffic.,0.0
247,67c1f05,2016-12-12 09:32:24,Use only VTK header that's needed,0.0
248,a3341f0,2016-12-12 16:14:05,Merge pull request #1189 from pbauman/vtk-header-fix,0.0
249,3ee1d6c,2016-12-15 10:24:48,Fix gmsh numbering and node ordering for PRISM15. (Resolves #1191),1.0
250,eca6c9a,2016-12-15 10:58:52,AdjointRefinement ghosted adjoint compatibility,0.0
251,91f5741,2016-12-16 07:49:39,Merge pull request #1193 from roystgnr/adjoint_refinement_ghosted_fix,0.0
252,3670e8a,2016-12-16 16:55:52,Use vector  not map  for xda_systems,0.0
253,b46e08f,2016-12-16 17:02:22,Use pointer argument in read_SCALAR_dofs,0.0
254,c0b9852,2016-12-16 17:05:07,read_serialized_blocked_dof_objects NULL handling,0.0
255,ff7aed9,2016-12-16 17:09:21,Use pointer in templated read_serialized_vector,0.0
256,4fd552c,2016-12-16 17:13:03,Always read past additional vector data,0.0
257,862c0c7,2016-12-19 08:11:50,Update traffic.,0.0
258,1bb0b5d,2016-12-19 14:22:33,Merge pull request #1194 from roystgnr/fix_multisystem_reads,0.0
259,b0ff744,2016-12-20 08:27:36,Merge pull request #1192 from lindsayad/gmsh_prism_1191,0.0
260,34e880d,2016-12-20 08:36:15,Update citations.,0.0
261,9a646d1,2016-12-20 16:19:01,Increase the target_bin_size in TreeNode beyond a specified refinement level,0.0
262,d94ac5d,2016-12-21 11:27:08,Merge pull request #1196 from dknez/target_bin_size_increase,0.0
263,26a697d,2016-12-21 22:42:53,Resolved issue with linear dependence in inverse_map().,0.0
264,2824584.0,2016-12-24 10:41:02,Update citations.,0.0
265,8e0497f,2016-12-24 10:46:04,Update traffic.,0.0
266,fa406e1,2017-01-03 09:15:10,Update traffic.,0.0
267,63e648b,2017-01-03 09:20:24,Update citations.,0.0
268,2a16c4c,2017-01-03 10:37:32,Add extra trilinos package search paths,0.0
269,8a41433,2017-01-03 10:50:25,Update statistics for December 2016.,0.0
270,ad18418,2017-01-03 12:39:47,Merge pull request #1202 from rppawlo/issue_1201,0.0
271,1556c24,2017-01-04 09:19:40,Add libmesh_isinf() helper function.,0.0
272,6c7743e,2017-01-04 09:23:41,Use libmesh_isinf() in InfFE::inverse_map().,0.0
273,92fa593,2017-01-05 11:43:04,Test UniquePtr  not AutoPtr,0.0
274,388553e,2017-01-05 12:40:22,Merge pull request #1203 from jwpeterson/ifem_isinf,0.0
275,13f28c9,2017-01-05 12:52:55,Move GitHub traffic data into CSV files.,0.0
276,21ac9c4,2017-01-05 15:11:58,Loosen tolerance on straight-line check in Edge3::volume().,0.0
277,bf300b0,2017-01-05 15:32:58,Re-bootstrap,0.0
278,7f99a80,2017-01-05 15:35:14,Avoid unnecessary calculations in straight-line case.,0.0
279,07e5d51,2017-01-05 17:06:01,Better CheckpointIO error message,0.0
280,82528fd,2017-01-05 17:09:59,parallel apparently might not be 0 or 1!,0.0
281,c43122e,2017-01-06 09:32:45,CheckpointIO test barrier between read and write,0.0
282,082e88d,2017-01-06 09:37:58,Merge pull request #1204 from roystgnr/unique_ptr_test,0.0
283,36a0964,2017-01-06 09:39:06,Merge pull request #1206 from roystgnr/checkpoint_io_error_message,0.0
284,ae5f457,2017-01-09 09:19:58,Update traffic.,0.0
285,195f412,2017-01-09 13:20:25,Merge pull request #1205 from jwpeterson/edge3_vol_fix,0.0
286,7c9228f,2017-01-10 08:41:57,Update citations.,0.0
287,5ea7fe1,2017-01-10 10:52:36,Fix issue with errno.h inclusion in a namespace.,1.0
288,628b5d9,2017-01-10 11:08:17,Update configure test for errno.h issue.,0.0
289,ceee626,2017-01-10 11:09:49,Run bootstrap.,0.0
290,5c0fe61,2017-01-10 14:02:24,Update LOC count for January 2017.,0.0
291,2dbe38f,2017-01-10 14:03:20,Merge pull request #1209 from jwpeterson/errno_fix,0.0
292,ea6803a,2017-01-10 14:46:15,Reorder paths starting with /lib to the end of the list.,0.0
293,e61b691,2017-01-10 15:17:06,Fix regexes which were too greedy.,1.0
294,80d4a22,2017-01-11 10:55:46,Merge pull request #1210 from jwpeterson/reorder_libs,0.0
295,bc46eac,2017-01-11 16:29:59,Merge pull request #1207 from roystgnr/checkpoint_test_barrier,0.0
296,fe105ad,2017-01-12 08:21:42,Fix documentation typos and wording in include/geom.,0.0
297,3eadd78,2017-01-12 08:36:02,Update citations.,0.0
298,b36673c,2017-01-12 09:24:56,Update copyright notice for 2017.,0.0
299,ec5c76f,2017-01-12 10:17:26,Fix documentation typos and wording in include/partitioning.,0.0
300,d0fac29,2017-01-12 11:27:10,Fix documentation typos and wording in include/quadrature.,0.0
301,b7bfe3d,2017-01-12 13:06:33,Use Gauss quadrature in 1D for QConical.,0.0
302,b0e6395,2017-01-12 13:52:39,Use Gauss quadrature in 1D for QGrundmann_Moller.,0.0
303,0d33d7e,2017-01-12 14:43:29,Merge branch 'spellcheck',0.0
304,8fd59cb,2017-01-12 22:29:16,Optionally skip lower dimensional element in element counting in TreeNode,0.0
305,d5c3f9a,2017-01-13 13:07:39,Merge pull request #1211 from dknez/tree_node_elem_count,0.0
306,5b98917,2017-01-13 15:27:08,regex_match is in namespace std.,0.0
307,17ad994,2017-01-13 16:17:12,Run bootstrap.,0.0
308,e241435,2017-01-13 16:17:40,Merge branch 'regex_test',0.0
309,00d5f17,2017-01-16 08:15:52,Update traffic.,0.0
310,0ef555e,2017-01-16 08:22:20,Update citations.,0.0
311,61b4b46,2017-01-18 17:11:41,More robust caching with Clough-Tocher elements,0.0
312,4376a57,2017-01-19 08:24:24,distcheck fix,0.0
313,7138f9d,2017-01-19 10:14:25,Update citations.,0.0
314,86e715b,2017-01-19 12:33:05,Use the -fno-limit-debug-info flag in dbg/devel mode for clang.,0.0
315,7c83307,2017-01-19 12:51:53,Run bootstrap.,0.0
316,0c296b1,2017-01-21 23:30:18,Only serialize the mesh to processor 0 for Exodus,0.0
317,12eb1e3,2017-01-22 16:22:43,Update traffic.,0.0
318,61a2cbb,2017-01-22 16:27:34,Merge pull request #1212 from roystgnr/clough_caching,0.0
319,b2c2cf7,2017-01-22 16:27:49,Merge pull request #1213 from jwpeterson/clang_dbg,0.0
320,3770f87,2017-01-23 13:28:03,For char and unsigned char parameters  convert to int before printing to avoid displaying unprintable characters.,0.0
321,b8bda48,2017-01-23 14:11:24,n_edge_conds() can be parallel_only: don't skip it,0.0
322,fadfe2b,2017-01-23 15:21:01,Only processors which gathered reset_remote_elem,0.0
323,ac346b7,2017-01-24 10:44:36,Use C++ style casts.,0.0
324,1e95a6f,2017-01-24 10:45:00,Merge branch 'brianmoose/param',0.0
325,3e184fa,2017-01-24 15:16:16,More accurate echo in example run script messages,0.0
326,fa49336,2017-01-24 17:05:13,Add a barrier() to ~LibMeshInit,0.0
327,a30b871,2017-01-24 17:08:10,Use libmesh_call_mpi() in LibMeshInit code,0.0
328,d58277d,2017-01-25 09:00:19,Add '-Wunused -Wunused-parameter' for clang in all modes.,0.0
329,07639a3,2017-01-25 09:55:46,Fix unused parameter warnings found with new flags.,1.0
330,7fe245f,2017-01-25 10:32:13,Fix new unused-variable warnings in contrib.,1.0
331,3613df9,2017-01-25 12:43:28,Merge pull request #1217 from jwpeterson/clang_unused,0.0
332,8352e5b,2017-01-25 13:54:51,DEBUG is not defined in devel mode.,0.0
333,b8e71c0,2017-01-27 07:45:46,Merge pull request #1221 from jwpeterson/mesh_to_zero,0.0
334,1ef35a4,2017-01-27 08:00:11,Merge pull request #1218 from roystgnr/message_tweak,0.0
335,20a9288,2017-01-27 08:00:34,Merge pull request #1219 from roystgnr/libmeshinit_tweaks,0.0
336,1862113.0,2017-01-29 19:51:21,Update traffic.,0.0
337,e8917f2,2017-01-31 08:53:50,Add MeshTools::paranoid_n_levels(),0.0
338,5df1bf5,2017-01-31 08:56:06,Use paranoid_n_levels() in broadcast(),0.0
339,2833a07,2017-01-31 12:14:38,MeshCommunication::send_coarse_ghosts(),0.0
340,2ed63e3,2017-01-31 12:16:03,Use send_coarse_ghosts() after coarsening,0.0
341,6afd568,2017-01-31 12:19:36,Merge pull request #1223 from roystgnr/paranoid_n_levels,0.0
342,31ac36d,2017-01-31 13:30:49,Update citations.,0.0
343,40b4393,2017-01-31 14:47:53,Merge pull request #1224 from roystgnr/send_coarse_ghosts,0.0
344,9f6a0c7,2017-01-31 16:46:36,MeshTools::n*levels was broken on empty meshes,0.0
345,a1727d6,2017-01-31 19:29:56,Merge pull request #1225 from roystgnr/zero_level_meshes,0.0
346,4c1a343,2017-02-01 10:32:22,Avoid vtkSmartPointer include,0.0
347,4c0e873,2017-02-01 11:02:14,Make sync_node_data_by_element_id robust,0.0
348,f7e1304,2017-02-01 14:27:48,Ensure new nodes are created with valid id+proc_id,0.0
349,dbb1ab6,2017-02-01 15:32:36,Fix all_second_order() with DistributedMesh,1.0
350,dd4b6f6,2017-02-01 16:20:02,Update statistics for Jan 2017.,0.0
351,ed0a97e,2017-02-01 17:13:35,Change node processor_id() during refinement,0.0
352,93a9497,2017-02-01 17:15:17,Sync processor_id() on newly-changed nodes,0.0
353,30c76b4,2017-02-01 22:32:17,Communicate ghosted elements *before* coarsening,0.0
354,87db081,2017-02-02 07:16:47,Fixup receive_packed_range call,1.0
355,d28ac22,2017-02-02 15:17:40,Merge pull request #1227 from roystgnr/distributed_mesh_fixes,0.0
356,00ec25c,2017-02-02 15:40:20,Small changes to splitter to change the way the filenames are output,0.0
357,be0ecd4,2017-02-03 07:25:57,Change the way Splitter prints out progress,0.0
358,cc49a53,2017-02-04 15:07:41,Merge pull request #1228 from friedmud/splitter_filename,0.0
359,7c41153,2017-02-06 08:18:09,Update LOC count for Feb 2017.,0.0
360,4d9ca29,2017-02-06 08:26:53,Update traffic.,0.0
361,2e25cb2,2017-02-06 08:35:22,Update citations.,0.0
362,8289df6,2017-02-06 13:00:58,Use std::size_t  which is equivalent to vector<T>::size_type.,0.0
363,1c8b107,2017-02-06 13:01:21,Fix 'clever' for-loop increments.,1.0
364,f64c717,2017-02-06 13:01:29,Use std::size_t in examples.,0.0
365,c54e822,2017-02-06 14:43:59,Merge pull request #1226 from roystgnr/vtk_dumb_pointer,0.0
366,8488c31,2017-02-07 08:05:05,Merge pull request #1229 from jwpeterson/size_t,0.0
367,8d74337,2017-02-07 19:30:36,Add Eigen optimizations for DenseVector::l2_norm()  l1_norm()  linfty_norm().,0.0
368,ce8533f,2017-02-08 10:06:54,Merge pull request #1230 from jwpeterson/dense_vector_eigen,0.0
369,21f4452,2017-02-08 14:20:06,Loosening adjoints_ex3 tolerance,0.0
370,43e9ef9,2017-02-08 15:41:18,add flag to ES::reinit to skip internal refine/coarsen calls,0.0
371,c4b3b00,2017-02-08 15:41:55,unit test for preserving refinement flags post-reinit,0.0
372,dfa102b,2017-02-08 16:57:16,More debug-mode tests,0.0
373,d620383,2017-02-08 17:02:47,Fix BoundaryInfo::operator=,1.0
374,9ae43d2,2017-02-08 17:12:43,Merge pull request #1232 from roystgnr/adjoint_tolerance_tweak,0.0
375,099af27,2017-02-09 08:12:52,Merge pull request #1234 from roystgnr/boundary_info_fix,0.0
376,a735399,2017-02-09 10:15:01,Ignore warnings about misleading indentation,0.0
377,78e8c2b,2017-02-09 10:15:34,Use ignore/restore_warnings.h with Eigen,0.0
378,49eae67,2017-02-09 10:26:08,Ignore CppUnit warnings in Trilinos unit test,0.0
379,4b96823,2017-02-09 12:56:30,Merge pull request #1233 from tradowsk/eq-sys-preserve-refine-flags,0.0
380,7400474.0,2017-02-10 11:09:16,Merge pull request #1235 from roystgnr/ignore_eigen_warnings,0.0
381,39759cb,2017-02-10 13:13:08,Merge pull request #1236 from roystgnr/ignore_trilinos_warnings,0.0
382,c001fff,2017-02-10 15:32:49,Add MeshBase::is_replicated(),0.0
383,d27e2a5,2017-02-10 16:04:35,Use MeshBase::is_replicated() in CheckpointIO,0.0
384,b96b760,2017-02-10 16:06:44,Use is_replicated() in MeshRefinement,0.0
385,be12536,2017-02-10 17:04:09,Fix disable_refine_on_reinit() test with parmesh,1.0
386,7feffb3,2017-02-10 19:53:53,Merge pull request #1237 from roystgnr/fix_new_test,0.0
387,84b1df9,2017-02-12 20:35:44,Small optimization in TreeNode,0.0
388,1109a2b,2017-02-13 08:20:41,Use std::vector::assign.,0.0
389,265c189,2017-02-13 08:22:49,Merge branch 'tree_node_opt',0.0
390,3c8c1f3,2017-02-13 08:32:46,Update traffic.,0.0
391,4d30d2e,2017-02-13 09:15:47,Ignore -Wmisleading-indentation on GCC 6+ only,0.0
392,e39052b,2017-02-13 10:16:39,Merge pull request #1239 from roystgnr/gcc_6_only,0.0
393,bce2ab7,2017-02-13 11:44:04,Add FirstOrderUnsteadySolver::prepare_accel,0.0
394,97b5f74,2017-02-13 11:48:08,Add FirstOrderUnsteadySolver::compute_second_order_eqns,0.0
395,d7aab05,2017-02-13 12:52:40,First order TimeSolvers now handle second order vars,0.0
396,8dee99d,2017-02-13 22:24:42,Add Eigen-based optimization for DenseVector<T>::dot().,0.0
397,2ddcb00,2017-02-14 09:45:32,Use DistributedMesh temporary ids even in serial,0.0
398,044cb32,2017-02-14 12:17:15,Update citations.,0.0
399,4c1c8de,2017-02-14 15:45:18,Allow users to control if the matrix and RHS should be zeroed out,0.0
400,2005cdf,2017-02-15 08:06:20,Merge pull request #1241 from roystgnr/serialized_distributed,0.0
401,7a02ada,2017-02-15 09:22:34,Add UnsteadySolver::is_<first second>_order_var,0.0
402,74e55da,2017-02-15 09:27:48,Cache map from second order vars to vel vars,0.0
403,c32e55e,2017-02-15 09:28:15,Add UnsteadySolver::get_second_order_dot_var API and impls,0.0
404,28dc361,2017-02-15 10:31:42,Helper functions for checking for SCALAR vars,0.0
405,389e7dd,2017-02-15 11:05:17,Add tests for first order TimeSolver for second order problems,0.0
406,84de531,2017-02-15 12:16:13,AbaqusIO: Allow the shorter string 'S3' instead of 'S3R'.,0.0
