hash,time,message,keyword_buggy,human_buggy,fastread_buggy
5583030,2016-09-20 14:52:43,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15171 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
3a73a14,2016-09-20 15:06:39,add virial support to fix addforce,0,,0.0
8b80d0c,2016-09-20 16:09:43,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15172 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
df0ed58,2016-09-20 16:12:56,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15173 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
b4e2876,2016-09-20 16:13:14,"Revert ""recognize any word starting with FP as FPRIME style table""",0,,0.0
af4a423,2016-09-20 16:14:15,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15174 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
f4263e3,2016-09-20 16:16:36,Reverting accidental changes,0,,0.0
4f941ab,2016-09-20 16:19:25,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15175 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
ed9f136,2016-09-20 16:20:28,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15176 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
f81f0da,2016-09-20 16:20:45,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15207 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
ce36766,2016-09-20 16:21:39,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15210 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
f1d3637,2016-09-20 16:26:57,Adding Kokkos mpi-only Makefile,0,,0.0
f86bd1f,2016-09-20 16:35:30,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15260 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
8944d48,2016-09-20 16:36:15,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15248 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
04eadb6,2016-09-20 16:41:36,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14926 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
c6ee506,2016-09-20 16:45:30,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14927 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
281ace3,2016-09-20 16:46:05,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14928 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
10034ce,2016-09-20 16:46:54,correct broken link in updated fix ti/spring docs,0,,0.0
9ef748b,2016-09-20 16:46:59,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14929 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
2591776,2016-09-20 16:47:04,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14916 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
fe73c3e,2016-09-20 17:25:49,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15249 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
26b9b95,2016-09-20 18:04:18,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15250 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
3eee584,2016-09-20 18:08:38,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15251 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
0d7e4f1,2016-09-20 18:51:50,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14965 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
9bedb8a,2016-09-20 18:54:51,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14964 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
5345efb,2016-09-20 18:57:01,move fix bond/react to USER-MISC package,0,,0.0
33d9a55,2016-09-20 19:01:58,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14143 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
2943dd5,2016-09-20 19:02:13,Fix execution space in manybody potentials,0,,1.0
90ff54c,2016-09-20 19:09:33,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14963 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
f8c8434,2016-09-20 22:39:20,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15252 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
b27179b,2016-09-21 07:27:37,Simplify MPI abort code path  make C++ exceptions optional,0,,0.0
68d6f10,2016-09-21 07:28:27,add an additional explanation to compute XXX/tally docs and fix a typo,0,,0.0
f1183cb,2016-09-21 11:28:15,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15253 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
a4c8c9b,2016-09-21 11:35:00,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15254 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
d3406df,2016-09-21 12:07:24,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15255 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
71f7dde,2016-09-21 15:26:31,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15256 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
72c5792,2016-09-21 15:40:42,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15259 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
0bcd901,2016-09-21 20:38:57,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15261 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
d7c6f57,2016-09-21 20:50:23,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15246 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
b321721,2016-09-21 20:54:20,Merge remote-tracking branch 'akohlmey/integration' into library_interface_abort,0,,0.0
03c5ce6,2016-09-21 21:22:32,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15233 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
e7fb82a,2016-09-21 21:22:57,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15235 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
c382759,2016-09-21 21:25:55,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15236 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
a1364ad,2016-09-21 21:26:00,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15081 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
fc434b3,2016-09-21 21:29:19,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15083 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
0329aaa,2016-09-21 22:14:06,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15084 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
ca5ad04,2016-09-21 22:15:17,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15085 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
26e16ed,2016-09-21 22:31:45,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15086 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
6dd4480,2016-09-21 22:31:49,recognize any word starting with FP as FPRIME style table,0,,0.0
32872a7,2016-09-22 02:22:05,Merge branch 'master' of github.com:lammps/lammps,0,,0.0
d0bbf3f,2016-09-22 02:22:08,Merge pull request #229 from akohlmey/small-corrections,0,,0.0
2bf6688,2016-09-22 06:03:49,fix suffix style handling bug for adding fixes and computes,0,,1.0
c10aa55,2016-09-22 09:19:45,allow to override PairEAM::extract(),0,,0.0
c22df8d,2016-09-22 14:05:57,Merge branch 'collected-bugfixes' of github.com:akohlmey/lammps into collected-bugfixes,0,,0.0
32cec47,2016-09-22 15:45:27,remove assignment without effect,0,,0.0
31e4170,2016-09-22 15:46:03,apply proper initialization and remove redundant variable declaration,0,,0.0
08d9792,2016-09-22 21:46:45,need to apply fix_modify already in fix grem constructor,0,,0.0
c6cebe6,2016-09-22 22:26:17,we should scale energies as well as forces,0,,0.0
e18941e,2016-09-22 23:41:53,remvoing doc/html,0,,0.0
3785249,2016-09-22 23:52:52,new dump_modify refresh and compute displace/atom refresh commands for incremental dump files,0,,0.0
065d35e,2016-09-22 23:53:19,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12574 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
3d5f5bf,2016-09-23 10:25:10,new option *add keep* added to read_dump,0,,0.0
23781d6,2016-09-23 10:37:21,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15082 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
08f0bf9,2016-09-23 14:37:53,remove unused class members,0,,0.0
6f4b726,2016-09-23 14:52:45,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14956 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
d730cda,2016-09-23 14:54:43,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14945 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
fc031c3,2016-09-23 14:56:04,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14946 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
c00cd61,2016-09-23 14:57:23,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14947 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
86d17a5,2016-09-23 15:12:24,Merge pull request #1 from akohlmey/pull-315,0,,0.0
2a30b76,2016-09-23 16:49:40,Merge branch 'halt2',0,,0.0
3ce178d,2016-09-23 18:12:47,add Timer::reset_timeout() API  that allows restoring the previous timeout setting after a forced timeout,0,,0.0
e96ebb2,2016-09-23 18:57:16,"add support for ""error continue"" option  which resets the timer timeout setting after a soft exit",0,,0.0
f718c54,2016-09-23 21:04:56,Merge pull request #221 from akohlmey/collected-bugfixes,0,,0.0
8662662,2016-09-23 21:14:00,final changes to fix halt,0,,1.0
8662662,2016-09-23 21:14:00,fix unitialized pointer issue in USER-OMP with pppm/disp,0,,1.0
8662662,2016-09-23 21:14:00,Added group keywords to fix gcmc,0,,1.0
8662662,2016-09-23 21:14:00,Fix half from full nlist issue with Kokkos,0,,1.0
c2cd439,2016-09-23 22:24:27,Merge branch 'master' into collected-bugfixes,0,,0.0
756cac0,2016-09-23 22:59:35,reapply changes to the timer class that got lost somehow,0,,0.0
8a6e5ed,2016-09-23 22:59:43,updated Makefile.lammps for NetCDF support based on suggestions from lars pastewka,0,,0.0
da480bd,2016-09-23 23:00:00,Merge pull request #228 from akohlmey/correct-prd-for-bigbig,0,,0.0
24ff008,2016-09-23 23:06:44,forgot to include USER-NC-DUMP in PACKUSER variable,0,,0.0
50d5945,2016-09-23 23:06:49,update Makefile.lammps and add README according to suggestions by lars pastewka,0,,0.0
b97b9dd,2016-09-26 08:40:53,Fix up docs after renaming,0,,1.0
c87f9ae,2016-09-26 11:59:30,provide an accessor for names of LAMMPS variables,0,,0.0
7453a4f,2016-09-26 14:39:40,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15080 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
5769c10,2016-09-26 14:39:43,Removed some memory leaks is SSA neighbor list,0,,0.0
47b52ed,2016-09-26 15:19:48,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15079 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
c31b026,2016-09-26 15:20:22,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15238 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
fb64ae6,2016-09-26 16:23:53,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15240 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
d0aa13b,2016-09-26 16:53:18,convert from using fix property/atom to using fix store,0,,1.0
67d4c07,2016-09-26 16:56:24,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15241 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
2c5f6e1,2016-09-26 18:13:18,fix bug in create_bonds  where ghost atoms were counted incorrectly,0,,1.0
7732548,2016-09-26 18:14:32,Use compute_map and fix_map to list compute and fix styles,0,,1.0
7732548,2016-09-26 18:14:32,fix bug reported on lammps-users  when not using the first molecule template,0,,1.0
7732548,2016-09-26 18:14:32,add documentation for fix move/python,0,,1.0
7732548,2016-09-26 18:14:32,Add documentation about fix python,0,,1.0
158599f,2016-09-26 18:25:36,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15242 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
2af5c75,2016-09-26 18:32:01,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15243 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
69a8842,2016-09-26 18:33:50,make fix rhok examples more consistent with LAMMPS conventions:,0,,0.0
8a951f9,2016-09-26 18:43:03,Merge pull request #431 from v0i0/fix-airebo-morse,0,,0.0
877a504,2016-09-26 18:44:25,fix typo,0,,0.0
a327711,2016-09-26 18:47:21,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15151 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
53eac44,2016-09-26 23:32:16,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15149 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
f280bd3,2016-09-26 23:34:26,replace unsafe code,0,,0.0
f9677e6,2016-09-27 10:52:27,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15148 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
a3a3af6,2016-09-27 10:53:56,dead code removal,0,,0.0
063307c,2016-09-27 15:05:29,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15237 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
2b88050,2016-09-27 15:06:14,make PRD code compatible with -DLAMMPS_BIGBIG,0,,0.0
b68e954,2016-09-27 15:06:58,Added Axel's improvement,0,,0.0
4363318,2016-09-27 15:08:34,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15068 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
4363318,2016-09-27 15:08:34,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14949 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
4363318,2016-09-27 15:08:34,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15069 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
4363318,2016-09-27 15:08:34,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14948 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
9a2f738,2016-09-27 15:32:57,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15070 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
3570521,2016-09-27 15:34:08,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15071 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
3570521,2016-09-27 15:34:08,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14951 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
3570521,2016-09-27 15:34:08,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14950 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
3570521,2016-09-27 15:34:08,Merge pull request #831 from lammps/mpi4py-version,0,,0.0
96f31d6,2016-09-27 15:35:41,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15073 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
829d11e,2016-09-27 15:36:10,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15074 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
995ecea,2016-09-27 16:02:08,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15075 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
b66039b,2016-09-27 16:43:18,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15076 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
d1b8ffd,2016-09-27 16:49:48,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15077 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
2ae966c,2016-09-27 16:49:51,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15078 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
e1c6b6b,2016-09-27 17:01:45,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15168 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
f9c2049,2016-09-27 17:12:17,correct formatting in fix atc docs,0,,0.0
3333e4b,2016-09-27 17:21:42,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15178 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
1adf385,2016-09-27 17:36:02,bugfix for 2 recenty reported neighbor issues  also a ReaxFF fix species issue,0,,1.0
8c1d003,2016-09-27 18:20:06,Merge branch 'integration' into weighted-balancing,0,,0.0
56b0856,2016-09-27 21:16:33,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15166 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
6fedf8d,2016-09-27 21:18:32,sync with SVN,0,,0.0
3486b7d,2016-09-27 21:24:10,enable multi-processor NEB replicas,0,,0.0
1cfa49f,2016-09-27 21:28:06,Merge pull request #43 from akohlmey/doc-fixes,0,,0.0
1fbddc9,2016-09-27 21:31:02,Merge pull request #44 from rbberger/doc-fixes,0,,0.0
f82e0c5,2016-09-27 21:31:04,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15652 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
45e50b4,2016-09-27 21:37:17,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15653 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
1ec3987,2016-09-28 14:36:30,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15656 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
f511c17,2016-09-28 14:37:45,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15657 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
4.46e+16,2016-09-28 16:33:30,Merge branch 'integration' into balance2,0,,0.0
446e7e7,2016-09-28 16:33:30,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14952 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
596b260,2016-09-28 16:36:04,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15642 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
f6c77c3,2016-09-28 22:08:28,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15651 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
6897cc8,2016-09-28 22:29:06,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15621 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
bdd0f66,2016-09-28 22:32:12,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15622 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
1898254,2016-09-28 22:32:14,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14954 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
1898254,2016-09-28 22:32:14,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14953 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
1898254,2016-09-28 22:32:14,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15623 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
1898254,2016-09-28 22:32:14,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15624 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
78a22be,2016-09-28 22:36:54,updated version of fix latte from SJP,0,,1.0
a315dcd,2016-09-29 08:33:35,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15625 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
5b2becd,2016-09-29 10:37:09,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15626 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
3b408d7,2016-09-29 10:53:40,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15280 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
27c3149,2016-09-29 10:54:59,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15282 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
473b12d,2016-09-29 10:55:10,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15283 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
d8bf149,2016-09-29 10:55:18,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15284 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
2551619.0,2016-09-29 10:55:26,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15286 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
2551619.0,2016-09-29 10:55:26,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15285 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
2551619.0,2016-09-29 10:55:26,,0,,
2551619.0,2016-09-29 10:55:26,,0,,
f7b5afe,2016-09-29 15:51:34,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15628 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
c88acc9,2016-09-29 22:59:46,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15629 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
5eb9dd0,2016-09-29 23:14:28,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15287 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
0eeb240,2016-09-30 07:22:47,Fix data type of molecule array in npair_kokkos.h,0,,1.0
4337f2c,2016-09-30 07:39:12,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15630 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
cb7bd27,2016-09-30 07:39:45,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15631 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
6d20006,2016-09-30 08:15:44,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15632 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
d4b074d,2016-09-30 09:09:44,Rename fix python/move to move/python,0,,1.0
b9d0f96,2016-09-30 09:17:55,Fixed coding style.,0,,1.0
91edee2,2016-09-30 09:20:25,new verion of balance weighting,0,,0.0
e2c7aca,2016-09-30 09:21:00,added respa to fix_flow_gauss  not fully understood yet,0,,0.0
5bb85b4,2016-09-30 09:38:50,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15650 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
d45e333,2016-09-30 11:11:32,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15643 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
