hash,time,message,keyword_buggy,human_buggy,fastread_buggy
047c553,2016-03-10 16:13:43,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13372 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
f620bcc,2016-03-10 16:30:39,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13374 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
109b9ba,2016-03-10 16:31:34,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13375 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
f5ceb5b,2016-03-10 16:34:30,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13376 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
7c9022e,2016-03-10 16:56:40,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13377 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
a946de0,2016-03-10 16:57:36,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13415 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
e02c66b,2016-03-14 18:40:28,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13413 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
66b282b,2016-03-14 18:41:39,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14737 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
2e30327,2016-03-14 18:41:57,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13412 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
92ef1cb,2016-03-14 18:44:13,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14644 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
16b9206,2016-03-14 18:44:45,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14642 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
61c0608,2016-03-14 18:45:15,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13352 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
ad3c57c,2016-03-14 18:45:25,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13385 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
ec42f25,2016-03-14 18:46:42,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13387 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
93e451b,2016-03-14 19:06:38,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13388 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
a59445d,2016-03-14 19:10:32,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13390 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
b760ca8,2016-03-14 19:11:28,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13391 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
042f50a,2016-03-18 14:50:28,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13393 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
1901b7b,2016-03-21 14:44:19,Added one-liner for QUIP,0,,0.0
6e3ea06,2016-03-21 14:51:07,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13396 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
784d8cc,2016-03-21 15:55:33,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13397 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
36776f4,2016-03-21 16:01:21,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13398 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
cea9e51,2016-03-21 16:06:09,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13399 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
edb3f95,2016-03-21 16:10:48,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13400 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
847090c,2016-03-21 16:14:31,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13402 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
a3ad5b6,2016-03-21 16:14:45,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13403 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
a568a87,2016-03-21 16:15:41,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13404 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
a10c992,2016-03-22 00:05:55,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13405 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
b50f71c,2016-03-22 00:15:54,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13406 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
009f356,2016-03-22 00:16:15,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13407 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
86fc7d4,2016-03-22 00:17:14,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13410 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
eda01bf,2016-03-22 00:19:08,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13411 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
13ae93d,2016-03-22 00:20:07,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14669 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
5f6a4fb,2016-03-22 13:27:57,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13247 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
89e3f5b,2016-03-22 13:28:10,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13246 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
8f3d0f7,2016-03-22 13:42:13,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13244 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
b4abf2a,2016-03-22 13:42:54,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14904 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
361ed36,2016-03-22 13:43:01,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14875 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
40a4385,2016-03-22 13:44:25,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14870 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
4Dec0943,2016-03-22 13:44:36,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14844 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
acc29ff,2016-03-22 13:44:55,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14869 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
c1c464d,2016-03-22 13:45:31,Added Einstein version of Green-Kubo,0,,0.0
c57e61a,2016-03-22 13:47:24,Added Einstein version of Green-Kubo,0,,0.0
bd51271,2016-03-22 13:48:20,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14848 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
0528cde,2016-03-22 14:29:41,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14849 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
154eb1f,2016-03-23 16:09:54,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14850 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
ff4498f,2016-03-24 22:40:27,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14851 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
1103448.0,2016-03-28 14:23:28,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14852 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
7cea607,2016-03-28 15:04:09,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14853 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
b5591e4,2016-03-28 15:05:50,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14854 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
aa833f1,2016-03-28 15:07:06,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14855 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
f28b6cf,2016-03-28 15:09:29,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14856 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
c1afa2c,2016-03-28 15:09:50,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14857 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
0c3875c,2016-03-28 15:23:01,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14858 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
cedacbc,2016-03-28 15:23:57,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14859 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
aaa32cf,2016-03-29 16:16:50,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14860 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
25992ae,2016-04-04 21:01:02,fix shared build and mscg install,0,,1.0
5ebf01e,2016-04-04 21:07:40,correct fix neigh/history/omp to properly support -DLAMMPS_BIGBIG compilation,0,,1.0
83796fe,2016-04-04 22:24:03,Make KIM Install.py Python 3 compatible,0,,0.0
c855d51,2016-04-05 15:11:14,correct incorrect reference,0,,0.0
65f40aa,2016-04-06 23:08:54,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14861 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
8e36364,2016-04-07 21:04:44,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14862 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
1e180da,2016-04-07 21:05:09,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14863 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
67a4004,2016-04-07 21:05:19,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14903 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
008896a,2016-04-07 21:10:37,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14901 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
13c5549,2016-04-07 21:12:44,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14805 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
d8a711e,2016-04-07 21:13:52,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14900 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
5dceda8,2016-04-07 21:14:57,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14806 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
6a1e85d,2016-04-07 21:16:06,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14841 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
