index,hash,time,message,buggy
2190,626ca25,2018-03-07 14:00:32,Merge pull request #830 from akohlmey/more-fixes-for-stable,0.0
2191,bad1cdd,2018-03-07 14:01:22,Merge pull request #831 from lammps/mpi4py-version,0.0
2192,0c4c002,2018-03-08 08:19:46,patch 8Mar18,0.0
1334,39786b1,2018-03-08 10:57:08,Update Kokkos library to r2.6.00,0.0
1335,62d4466,2018-03-08 16:23:44,lammps.py: inconsistent use of tabs and spaces in indentation,0.0
1336,fcfbdb1,2018-03-08 18:10:28,provide new reference outputs for various reaxff examples,0.0
1337,d358e88,2018-03-09 08:41:44,Merge pull request #834 from akohlmey/new-reax-logs,0.0
1338,35abbab,2018-03-09 08:42:15,Merge pull request #835 from junghans/fix_python,0.0
1339,70c5f3b,2018-03-11 17:01:20,Merge pull request #6 from lammps/master,0.0
1340,25c4659,2018-03-12 11:56:54,protect OpenMP header include with ifdefs,0.0
1341,b2c8c40,2018-03-12 12:15:37,reaxff corrected bond order bugfix from Tomáš Trnka trnka@scm.com posted on lammps-users,0.0
1342,9c3296a,2018-03-12 13:45:13,Tools/Matlab: Allow to read LAMPPS output field,0.0
1343,ce4ffe5,2018-03-12 13:51:33,Merge pull request #833 from stanmoore1/kk_update_2.6,0.0
1344,d9c6278,2018-03-12 16:39:35,Merge pull request #838 from zozo123/replaced-strcmpi-with-strncmpi-to-limit-number-of-chars-compared,0.0
1345,821b186,2018-03-12 16:58:03,kokkos version of reaxff corrected bond order bugfix from Tomáš Trnka trnka@scm.com posted on lammps-users,0.0
1346,375cf61,2018-03-13 17:27:23,Finally updated the github tutorial,0.0
1347,bbb2a6d,2018-03-13 17:43:25,Finally updated the github tutorial,0.0
1348,6965307,2018-03-13 22:58:39,"print warning when ""compress yes"" is ignored with delete_atoms",0.0
1349,d00908e,2018-03-13 23:02:55,whitespace cleanup,0.0
1350,d625346,2018-03-14 12:11:58,correct potential out-of-bounds memory access,0.0
1351,15a9600,2018-03-14 13:27:03,Fix compiler warnings,0.0
1352,6415bef,2018-03-14 16:30:54,Add more examples,0.0
1353,7d2ada9,2018-03-15 21:57:45,whitespace cleanup,0.0
1354,94a9231,2018-03-15 22:02:02,more whitespace cleanup,0.0
1355,7c300ee,2018-03-16 09:25:38,Merge pull request #837 from akohlmey/reaxff-bugfix-from-scm,0.0
1356,ab914a9,2018-03-16 09:25:59,Merge pull request #840 from akohlmey/collected-small-fixes,0.0
1357,fc3de22,2018-03-16 09:26:59,Merge pull request #841 from stanmoore1/compiler_warnings,0.0
1358,ee862d8,2018-03-16 12:28:13,replace leading tabs,0.0
1359,59dbb49,2018-03-16 12:37:27,remove trailing whitespace,0.0
1360,e9ac8ba,2018-03-16 13:21:54,cleanup embedded or trailing tabs,0.0
1361,3befd4b,2018-03-16 14:44:30,Merge pull request #843 from akohlmey/whitespace-cleanup,0.0
1362,ac97c21,2018-03-16 16:23:16,Improve style  replace pow(x) with faster square() and cube(),0.0
1363,a25e36a,2018-03-16 17:45:57,Avoid more div by zero in meam/c,0.0
1364,8e5d380,2018-03-16 19:11:30,avoid possible memory leak,0.0
1365,f6c76e0,2018-03-19 08:26:58,patch 16Mar18,0.0
1366,f089d8d,2018-03-19 09:22:50,use correct installed kim lib when adding new models,0.0
1367,545e40f,2018-03-19 13:33:58,MEAM/C: Remove unused function,0.0
1368,c2c4939,2018-03-19 18:00:48,write the name of a pair style to the restart even if it does not store data,0.0
1369,3c94f7d,2018-03-19 18:03:13,add pointer Force class to temporarily hold the name of the restarted pair style,0.0
1370,16054cc,2018-03-19 18:04:08,print names of restored force field styles to screen and logfile,0.0
1371,28a922b,2018-03-19 18:05:47,print error message when a pair style was not re-specified after reading a restart,0.0
1372,5cdc609,2018-03-19 18:25:18,abort with an error when a pair style incorrectly advertises a restart ability,0.0
1373,69ca8e5,2018-03-19 18:57:28,print a message about the restored atom style,0.0
1374,1a402d4,2018-03-20 15:42:13,refactor headline levels to result in a more structured PDF manual,0.0
1375,e66c71e,2018-03-21 12:13:09,fix linker error bug with fftw3 and -DFFT_SINGLE,0.0
1376,96061b8,2018-03-21 15:34:05,Merge branch 'compute_chunk_atom_pbc' of https://github.com/poppik/lammps into collected-small-changes,0.0
1377,57dbad5,2018-03-21 16:03:21,update missing data files and adjust input files for potentials comparison,0.0
1378,ad87b63,2018-03-21 19:03:02,update spc/e data and reax/c input,0.0
1379,a585871,2018-03-21 19:04:06,update logfiles,0.0
1380,a19f550,2018-03-21 19:40:03,update the bop potential file and input,0.0
1381,9f785a4,2018-03-21 19:40:25,detect and error out on unsupported/old bop potential files,0.0
1382,07a8e31,2018-03-21 19:45:52,update BOP input and log files,0.0
1383,8bbefb6,2018-03-21 20:12:14,more meaningful output for electron units. fix bug in time unit to fs conversion,0.0
1384,c58bc6f,2018-03-21 21:20:15,Fixed pbc wrapping in case of spherical bins,0.0
1385,b2194d6,2018-03-21 21:26:46,update logs for eff and reax,0.0
1386,a6d10ba,2018-03-22 11:19:17,Remove deprecated Kokkos code,0.0
1387,04c9683,2018-03-22 18:19:03,fix up and integrate documentation for contributed pair styles,0.0
1388,8de7c44,2018-03-22 19:31:41,refactor code and examples to match LAMMPS conventions. whitespace cleanup. shorten examples.,0.0
1389,c398eb6,2018-03-22 19:42:07,update kolmogorov-crespi examples,0.0
1390,5a341be,2018-03-23 06:42:04,minor cleanup in docs and updated log files for kolmogorov/crespi/full,0.0
1391,78e09e1,2018-03-23 13:26:40,refine the code and documentation,0.0
1392,d14c16a,2018-03-23 13:34:22,a few new lib interface methods,0.0
1393,318877a,2018-03-23 13:38:48,Merge pull request #839 from oywg11/master,0.0
1394,db5a6b2,2018-03-23 13:40:14,Merge pull request #842 from martok/meamc-bugfix,0.0
1395,5770a59,2018-03-23 13:40:35,Merge pull request #846 from akohlmey/pdf-manual-reorg,0.0
1396,e73663d,2018-03-23 13:41:22,Merge pull request #847 from akohlmey/collected-small-changes,0.0
1397,b5ee713,2018-03-23 13:42:39,Merge pull request #849 from stanmoore1/kk_deprecated,0.0
1398,24e4876,2018-03-23 13:47:43,Merge pull request #845 from akohlmey/dummy-pair-restart-warning,0.0
1399,f38169f,2018-03-23 16:08:40,do not capitalize library.cpp  even if it is at the beginning of a sentence,0.0
1400,6d0b53f,2018-03-24 09:54:32,Merge pull request #7 from lammps/master,0.0
1401,4850962,2018-03-26 11:51:00,fix bug reported in issue #851,0.0
1402,1956d93,2018-03-27 09:58:53,doc tweak on added lib functions,0.0
1403,e8b8428,2018-03-27 10:08:58,new option *add keep* added to read_dump,0.0
1404,da9f632,2018-03-27 13:59:21,rephrase error message  remove trailing whitespace,0.0
1405,2aef3a0,2018-03-27 14:37:04,new dump_modify refresh and compute displace/atom refresh commands for incremental dump files,0.0
1406,b571f54,2018-03-27 14:39:16,Merge pull request #850 from lammps/addlib,0.0
1407,a524d8c,2018-03-27 14:39:35,Merge pull request #854 from lammps/readdump,0.0
1408,b5b0f67,2018-03-27 15:43:57,Merge pull request #852 from akohlmey/collected-small-bugfixes-and-updates,0.0
1409,b37664b,2018-03-28 10:57:13,squash bug in fix srp that was incorrectly comparing cutoffs for triclinic cells,0.0
1410,c664f46,2018-03-28 11:28:28,MathSpecial::fm_exp: fix return value on ppc64,0.0
1411,5fd1767,2018-03-28 11:31:35,new reset_ids command and dump_modify delay option,0.0
1412,09313cf,2018-03-28 13:35:13,shift files into doc/src,0.0
1413,6dff29b,2018-03-28 13:52:07,remove files that were added in error last summer by a pull request,0.0
1414,2a930da,2018-03-29 08:10:55,Merge pull request #856 from akohlmey/fix_srp_bugfix,0.0
1415,0984e94,2018-03-29 08:11:33,Merge pull request #858 from junghans/fix_return,0.0
1416,ef84239,2018-03-29 17:04:53,fix typo,0.0
1417,81caeff,2018-03-30 09:07:19,Merge pull request #855 from lammps/dumpinc,0.0
1418,a19e8fb,2018-03-30 09:15:24,Merge branch 'master' into resetids,0.0
1419,ee5ad9c,2018-03-30 09:45:02,Merge pull request #857 from lammps/resetids,0.0
1420,bfc0771,2018-03-30 09:48:15,alphabetize correction in docs,0.0
1421,e476f89,2018-03-30 10:10:34,Merge pull request #860 from lammps/doctweak,0.0
1422,a4795df,2018-03-30 10:49:38,complete integration of reset_ids into the documentation build system,0.0
1423,7786cb5,2018-03-30 15:21:55,patch 30Mar18,0.0
1424,0bfb6f0,2018-03-30 15:22:15,Merge branch 'master' of github.com:lammps/lammps,0.0
1425,020fc66,2018-04-01 12:55:58,Merge pull request #8 from lammps/master,0.0
1426,3f3bab4,2018-04-02 09:38:30,Create KIM_LAMMPS_PlugIn.h & related changes,0.0
1427,d1356c1,2018-04-03 15:07:04,Made ndof dynamic for temperature fixes and computes,0.0
1428,af8e258,2018-04-03 17:17:23,Revert to previous code without plug-in interface,0.0
1429,5221ac2,2018-04-03 17:48:31,add placeholders to include files for error messges,0.0
1430,8e3ba36,2018-04-04 09:45:07,Merge pull request #866 from lammps/header-error-messages,0.0
1431,12bc841,2018-04-04 11:06:20,remove or reformulate references to USER-CUDA package  which no longer exists,0.0
1432,e1a17d4,2018-04-04 12:26:43,print the warning about using group all with fix gcmc only from MPI rank 0,0.0
1433,24e0ca5,2018-04-04 12:28:20,avoid warning about group all,0.0
1434,4fa95de,2018-04-04 12:33:48,update logfiles for gcmc example inputs,0.0
1435,2d4e0fc,2018-04-04 13:24:05,purge deleted file in KIM package,0.0
1436,aa4f044,2018-04-05 11:44:19,Deallocate views of views in serial to prevent race condition in Kokkos profiling tools,0.0
1437,4517c85,2018-04-05 11:47:22,Use reference to improve performance in pair_reaxc_kokkos,0.0
1438,3c6102a,2018-04-05 11:49:57,Tweak whitespace in Makefile.kokkos_cuda_mpi,0.0
1439,49d524e,2018-04-05 11:58:47,Remove unused variables in pair_reaxc_kokkos,0.0
1440,72cd13a,2018-04-06 17:22:54,cmake: add openkim build as external project,0.0
1441,bc49ce6,2018-04-09 23:08:49,restore python3 compatibility,0.0
1442,dee945c,2018-04-10 15:44:13,cmake: bump openkim to v1.9.4,0.0
1443,e2bc4d4,2018-04-10 17:26:16,cmake: update latte to v1.1.1,0.0
1444,8f1487f,2018-04-11 11:20:39,update lib/latte/Install.py to be consistent with CMake config,0.0
1445,6e31b7d,2018-04-11 22:06:22,doc typos,0.0
1446,1b965d4,2018-04-13 08:43:56,Merge pull request #863 from ellio167/kim-update,0.0
1447,7f9400e,2018-04-13 08:44:41,Merge pull request #865 from athomps/fix_gcmc_temperature,0.0
1448,4300274,2018-04-13 08:44:59,Merge pull request #868 from junghans/latte,0.0
1449,bc0fd54,2018-04-13 08:57:24,add info to compute heat/flux doc page,0.0
1450,6027de5,2018-04-13 10:26:31,Merge pull request #870 from lammps/doc-tweak,0.0
1451,48e42a4,2018-04-13 10:27:21,Merge pull request #824 from jrgissing/write_data-noextra,0.0
1452,798fcac,2018-04-13 11:37:51,update example for API change in Fix::copy_arrays(),0.0
1453,398f317,2018-04-13 11:38:02,remove trailing whitespace,0.0
1454,a087813,2018-04-18 07:26:13,incorporate bugfix for fix ave/correlate/long from jorge ramirez,0.0
1455,caa9907,2018-04-18 22:27:12,bugfix,0.0
1456,f1ee46c,2018-04-19 18:24:19,add check to require atom attribute molecule to avoid segfaults  when it is missing,0.0
1457,164537c,2018-04-19 18:30:51,whitespace cleanup,0.0
1458,5bf8e1b,2018-04-19 18:37:15,add ability to retrieve the number of local rows for computes returning local data,0.0
1459,91b4075,2018-04-19 20:23:58,docfix,0.0
1460,c5127ec,2018-04-20 09:30:02,Merge pull request #872 from akohlmey/ave-correlate-long-bugfix,0.0
1461,836027d,2018-04-20 14:35:58,Merge pull request #867 from stanmoore1/kk_tweaks,0.0
1462,d5ec762,2018-04-20 17:22:38,patch 20Apr18,0.0
1463,6f9a224,2018-04-23 16:56:19,add write_data() support to 4 more dihedral styles  which completes the set,0.0
1464,69665c2,2018-04-24 22:09:17,Merge pull request #9 from lammps/master,0.0
1465,c4373c7,2018-04-24 22:53:54,add extract to fix_group,0.0
1466,c5e884f,2018-04-26 09:34:47,USER-BOCS,0.0
1467,26d22a4,2018-04-26 10:02:42,restrain energy must be incremented. bugfix from robert meissner posted to lammps-users,0.0
1468,56d0014,2018-04-26 10:05:49,"Added #include ""citeme.h""",0.0
1469,c7edc66,2018-04-26 15:36:07,make sure all allocatable class pointers are initialized to NULL,0.0
1470,64b08d3,2018-04-26 16:39:31,add write_data() support to remaining improper styles.,0.0
1471,6b92826,2018-04-27 12:35:00,Remove Kokkos deprecated code,0.0
1472,f202f1b,2018-04-27 14:15:32,workaround for ISFINITE() macro to work with the latest KOKKOS library update,0.0
1473,e4071d7,2018-04-27 17:41:04,replace C-style include files with their C++ equivalents,0.0
1474,0015b15,2018-04-27 18:25:30,revert <cstdint> back to <stdint.h> as the former seems to require C++-11,0.0
1475,ca6f991,2018-04-27 18:39:11,revert <cinttypes> back to <inttypes.h> as the former seems to require C++-11,0.0
1476,25ac1fd,2018-05-01 18:55:00,mention that fix reax/bonds and reax/c/bonds do not honor the group id,0.0
1477,2e2f197,2018-05-02 11:14:30,Removed .html files. Removed compute.h mods. Cast pressure for functions,0.0
1478,efbee4a,2018-05-02 11:27:31,Delete man_fix_bocs.html,0.0
1479,ed3f8d4,2018-05-02 11:28:44,Update methanol.lmp,0.0
1480,fbf96b6,2018-05-02 11:29:41,Delete MOD_COMPUTE_H,0.0
1481,072a063,2018-05-02 11:30:25,Delete fix_bocs.html,0.0
1482,fc0110a,2018-05-02 13:25:26,Update fix_bocs.cpp,0.0
1483,0c005f5,2018-05-02 14:57:41,Small fixes to Colvars library,0.0
1484,75cffc7,2018-05-03 10:23:50,updates to quadratic form of SNAP potential,0.0
1485,83f5c33,2018-05-03 11:21:29,Merge pull request #886 from lammps/snap-quadratic,0.0
1486,35294da,2018-05-03 11:25:32,Merge pull request #883 from giacomofiorin/colvars-update,0.0
1487,654fec1,2018-05-03 11:25:51,Merge pull request #881 from akohlmey/cplus-plus-style-includes,0.0
1488,749f1ff,2018-05-03 11:28:00,Merge pull request #875 from akohlmey/collected-small-fixes,0.0
1489,28786ef,2018-05-03 11:49:27,tweak to header file names,0.0
1490,07a15a7,2018-05-03 12:38:24,whitespace cleanup,0.0
1491,b5b70b4,2018-05-03 13:00:24,update log files for SNAP package examples to reflect current state of keywords.,0.0
1492,1fdb010,2018-05-03 13:08:15,"Revert ""workaround for ISFINITE() macro to work with the latest KOKKOS library update""",0.0
1493,eeee2d3,2018-05-03 14:16:46,Merge pull request #803 from jrgissing/fix_bond_react,0.0
1494,c8a0689,2018-05-03 15:44:17,correct typo in converting c-library header includes to c++ styles,0.0
1495,53cc609,2018-05-03 16:03:37,make filenames comply with LAMMPS conventions and add reference log files,0.0
1496,2b8576c,2018-05-03 16:55:22,first updates,0.0
1497,844858d,2018-05-03 16:59:17,2nd set of updates,0.0
1498,23f71ee,2018-05-03 22:34:11,fix bug in create_bonds  where ghost atoms were counted incorrectly,0.0
1499,6886dcb,2018-05-03 23:04:07,correct minor issues  so LAMMPS compiles again,0.0
1500,c9d4117,2018-05-03 23:37:01,update logfiles and adjust some example inputs to be consistent,0.0
1501,366aaf2,2018-05-04 00:32:13,port bugfix for single/bond to single/angle and single/dihedral,0.0
1502,330f29d,2018-05-04 16:26:48,replace variable length arrays in USER-PHONON with new/delete,0.0
1503,1d54c93,2018-05-04 16:30:52,replace variable length array with new/delete in PNG support of dump image,0.0
1504,b61834f,2018-05-04 16:34:46,replace variable length array with fixed size,0.0
1505,b11757a,2018-05-04 16:47:29,replace variable length array in fix ipi with new/delete,0.0
1506,5670dc5,2018-05-04 18:09:25,replace variable length array in msm with new/delete,0.0
1507,6dcee30,2018-05-04 18:21:22,replace variable length arrays in fix gle with new/delete,0.0
1508,0a835c4,2018-05-04 18:32:41,fix newly introduced bug,0.0
1509,477d9fe,2018-05-04 18:48:43,replace variable length arrays in fix gcmc with new/delete,0.0
1510,345c212,2018-05-04 18:55:22,replace variable length arrays in compute basal/atom with new/delete,0.0
1511,d24885f,2018-05-04 19:00:43,replace variable length array in fix lb/momentum with fixed size array,0.0
1512,1b31b48,2018-05-04 19:06:36,replace variable length arrays in pair style tdpd with new/delete,0.0
1513,9a389c9,2018-05-04 19:36:57,replace variable length arrays in fix rx of USER-DPD with new/delete,0.0
1514,e242b37,2018-05-04 21:13:02,cast implicit string objects to char * for C++ standard compliance,0.0
1515,7edecca,2018-05-04 21:14:08,replace variable length arrays in fix filer/corotate by Memory::create() / Memory::destroy(),0.0
1516,c83fedf,2018-05-04 21:41:23,replace variable length array in Molecule class with new/delete,0.0
1517,974ea34,2018-05-04 21:45:17,replace variable length array in fix drude/transform with new/delete,0.0
1518,d53dc54,2018-05-04 21:48:44,avoiding variable length array in pair style comb3 by declaring MAXLIB const,0.0
1519,53342a5,2018-05-04 22:17:25,address a few cosmetic issues flagged by -Wpedantic,0.0
1520,b7210e9,2018-05-04 22:26:53,more cosmetic changes to silence pedantic warnings,0.0
1521,36126cc,2018-05-05 02:14:17,be more verbose in USER-PHONON install script when KSPACE is not installed,0.0
1522,ce86ff6,2018-05-05 02:15:36,add missing USER-MOFFF to Makefile and fix typo,0.0
1523,460e8bd,2018-05-05 02:35:42,add return value to non-void function,0.0
