hash,time,message,keyword_buggy,human_buggy,fastread_buggy
38af3b0,2015-07-02 00:48:15,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13855 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
050244f,2015-07-02 14:26:05,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13856 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
79e142b,2015-07-02 19:09:11,Tweaked description of insertion rotation,0,,0.0
ccfea31,2015-07-02 23:10:34,',0,,0.0
8db4d80,2015-07-02 23:10:37,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13778 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
0229556,2015-07-03 15:43:29,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15382 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
229556.0,2015-07-03 15:43:29,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11990 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
9d3ab0f,2015-07-06 13:53:07,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13790 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
6f3946b,2015-07-06 14:03:53,',0,,0.0
a60a088,2015-07-06 14:04:30,',0,,0.0
29557ef,2015-07-06 14:10:25,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13826 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
5622ae8,2015-07-06 14:31:06,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13731 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
dd8b6a6,2015-07-06 14:31:09,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13825 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
480fdcc,2015-07-06 15:54:38,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13716 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
4155d70,2015-07-06 16:32:04,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13718 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
da4f029,2015-07-06 16:33:23,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13719 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
5aafb05,2015-07-06 16:33:37,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13722 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
1cfff72,2015-07-06 16:34:14,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13723 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
a0163ac,2015-07-06 16:34:33,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13726 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
fc933f2,2015-07-06 16:35:48,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13739 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
0ab61a4,2015-07-06 16:44:22,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13727 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
819276d,2015-07-06 16:44:56,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13728 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
e60ccb6,2015-07-06 16:45:58,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13729 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
217fdbc,2015-07-06 17:08:35,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13715 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
f03b5a8,2015-07-07 16:43:21,Fixed so tabulated pair_vashishta uses same pair_modify command style as other pair styles,0,,1.0
8749c91,2015-07-07 18:41:54,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13730 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
cd4d1ec,2015-07-07 19:58:36,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13732 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
c368b5f,2015-07-07 23:50:37,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13733 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
1d04d83,2015-07-07 23:58:59,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13734 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
d464e97,2015-07-08 02:31:04,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13735 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
0210c45,2015-07-08 04:04:58,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13738 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
e52b320,2015-07-08 04:06:03,',0,,0.0
7b3f236,2015-07-08 04:07:49,',0,,0.0
a3c3e6c,2015-07-08 14:41:23,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13777 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
9414009.0,2015-07-08 14:47:33,',0,,0.0
d434e66,2015-07-08 14:50:31,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13815 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
596a3a9,2015-07-08 15:00:14,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12250 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
7a4fbd4,2015-07-08 15:03:00,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12274 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
d88e01e,2015-07-08 15:03:03,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13522 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
d8cc5a4,2015-07-08 15:12:22,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12270 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
d4ff848,2015-07-08 15:20:38,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12276 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
a222aa2,2015-07-08 15:31:07,',0,,0.0
eb6c99b,2015-07-08 15:31:25,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12194 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
2e1c813,2015-07-08 22:23:08,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12195 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
1ec5dd6,2015-07-08 22:23:13,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12196 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
5501c07,2015-07-08 22:25:00,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12197 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
616e95e,2015-07-08 22:25:03,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12198 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
42ef877,2015-07-09 22:44:52,fix ave/chunk fixes  2d disc option  fix_modify dynamic/dof,0,,1.0
c210fae,2015-07-09 22:46:55,fix possible uninitialized data access with pppm and pppm/disp,0,,1.0
ac35671,2015-07-13 15:00:47,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12199 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
6606a83,2015-07-13 15:17:57,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12200 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
476ff26,2015-07-14 16:00:14,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12201 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
233c652,2015-07-14 17:20:01,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13697 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
ba5cad5,2015-07-14 17:20:50,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12202 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
dd45068,2015-07-14 17:24:24,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12204 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
64e0dec,2015-07-14 17:24:26,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12206 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
4e6e4da,2015-07-14 17:29:47,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12207 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
ca4fa34,2015-07-14 17:39:05,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12208 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
26b23a4,2015-07-14 19:55:01,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12209 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
47e13d7,2015-07-14 19:55:42,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12210 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
61ec2f7,2015-07-14 19:57:25,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12211 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
7c2f518,2015-07-14 20:02:50,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12212 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
639c39f,2015-07-14 20:04:09,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12213 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
fb11957,2015-07-14 20:10:46,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12214 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
e60fcd9,2015-07-14 20:13:40,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12203 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
74aa492,2015-07-14 20:13:43,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13695 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
f393d01,2015-07-14 21:37:10,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13517 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
dba2abc,2015-07-15 16:36:14,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13515 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
062a357,2015-07-15 16:53:34,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13519 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
f7bc08d,2015-07-15 21:29:44,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13483 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
d23e550,2015-07-15 21:33:31,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13503 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
eceb8f1,2015-07-15 22:56:01,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13484 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
4c5985d,2015-07-16 15:37:27,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13486 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
79a3604,2015-07-16 15:37:30,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13488 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
5a21de6,2015-07-16 21:21:40,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13489 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
58091a4,2015-07-16 21:52:32,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13490 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
97b3d8d,2015-07-16 21:52:39,Updated to new QUIP directory structure,0,,0.0
8667fbe,2015-07-16 21:52:47,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13494 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
3310614.0,2015-07-16 21:52:56,Describes new QUIP directory structure,0,,0.0
b96e60f,2015-07-16 21:53:12,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13501 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
e4e7165,2015-07-16 21:53:47,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13502 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
6295fc6,2015-07-16 22:30:07,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13504 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
6a79311,2015-07-16 22:32:50,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13518 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
a2c475b,2015-07-16 22:34:54,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13505 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
2e4b4ba,2015-07-16 22:35:06,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13506 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
63d154a,2015-07-16 22:37:02,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13507 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
8e3c4f7,2015-07-16 22:38:50,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13508 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
a7d83da,2015-07-16 22:39:07,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13510 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
5288406.0,2015-07-16 22:41:28,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13511 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
9d8b08f,2015-07-16 22:44:20,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13512 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
f39666e,2015-07-16 22:44:22,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13513 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
3341c4d,2015-07-16 23:36:46,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12215 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
9.36e+138,2015-07-16 23:37:03,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12217 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
21727b3,2015-07-16 23:38:02,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12218 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
0a4962b,2015-07-17 15:02:10,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12188 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
b35f4e5,2015-07-17 15:04:19,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12221 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
c5bb851,2015-07-17 15:08:07,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12222 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
4e75721,2015-07-17 16:17:51,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12261 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
0b8bad3,2015-07-17 16:21:04,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12251 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
9a1737e,2015-07-17 16:40:08,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12252 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
f249271,2015-07-17 17:24:42,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12253 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
dd474fb,2015-07-17 17:25:22,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12254 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
d9ad60f,2015-07-17 18:05:06,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12255 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
6d665f1,2015-07-17 18:15:35,Fixing compile error with Kokkos CUDA Makefiles,0,,1.0
1ebb654,2015-07-17 23:20:48,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12256 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
11de055,2015-07-17 23:33:36,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12257 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
0e18ddd,2015-07-18 00:08:17,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12219 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
af21477,2015-07-18 00:12:21,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12258 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
680779c,2015-07-18 00:15:47,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12260 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
1633701.0,2015-07-18 00:18:54,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12262 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
2363060.0,2015-07-18 00:18:56,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12249 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
75a9c73,2015-07-18 00:40:18,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12263 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
62d15ab,2015-07-21 14:14:33,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12264 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
adc94dd,2015-07-21 22:48:09,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12265 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
028c6d8,2015-07-21 22:52:25,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12266 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
339ba17,2015-07-21 22:59:30,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12267 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
689a20f,2015-07-21 23:04:03,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12268 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
b4ad688,2015-07-21 23:11:53,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12269 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
9ee7c38,2015-07-21 23:15:52,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12259 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
354a802,2015-07-21 23:20:56,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12187 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
9aee122,2015-07-21 23:42:31,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12173 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
1ddb160,2015-07-21 23:48:07,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12186 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
f9b7502,2015-07-22 14:36:47,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12192 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
6e40300,2015-07-22 14:36:59,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12190 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
8ee843d,2015-07-22 14:38:27,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12176 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
b4a8019,2015-07-22 15:20:05,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13861 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
60cd716,2015-07-22 15:20:12,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13862 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
63802b7,2015-07-22 15:26:43,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13863 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
5a7749e,2015-07-22 15:35:08,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12168 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
50e9b17,2015-07-22 15:39:18,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12169 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
a8a64b8,2015-07-22 15:39:21,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12170 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
ca5d4d8,2015-07-22 15:49:49,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12171 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
92b5c35,2015-07-22 15:49:58,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12193 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
6864dfa,2015-07-22 15:52:49,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12172 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
a5a4d41,2015-07-22 16:06:41,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12174 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
50b4210,2015-07-22 16:07:35,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12177 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
ead2e3a,2015-07-22 16:11:16,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12189 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
cd9d7e4,2015-07-22 16:14:45,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12178 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
261249d,2015-07-22 16:22:56,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12179 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
0b9c5a0,2015-07-22 16:22:58,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12180 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
