Document Title,Abstract,Year,PDF Link,label
8eab73b,- added _build_ support for 2D infinite elements - fixed nodal_soln for infinite elements - added static member libMesh::zero.  May not be really necessary    but want to be on the safe side: who knows what the default   constructor of std::complex does with only one double passed in. - added container class FEComputeData.  Serves as a hide for   I/O to customized FE classes.  E.g. for the notorious infinite   elements  the compute_data()  using FEComputeData  is the physically   correct counterpart to shape(),2018,,
599016d,- cleaned up the EquationSystems::read() and write() to   (a) handle multiple vectors  if desired    (b) delegated tasks to SystemBase that SystemBase can do   (c) added get_info() for SystemBase  two more inline methods in EqnSysBase    (d) fixed a silly bug in FrequencySystem that did allocate additional       vectors  but omitted to assign values,2018,,
23fa027,forgot to add this one...,2018,,
7b9185f,"fixes for HP.  Ben  was it IBM or SGI that did not like this ""FE<Dim-1 ...>""?  I fixed that for HP  perhaps the other compilers are now happy  too.",2018,,
52913e7,technically  an iterator and a const_iterator are different types of objects  and comparisons between the two are not allowed.  fixed two instances of this,2018,,
2938e02,oops...  did not mean to check these in!  undid the change,2018,,
6ff230f,added libMesh::msg() and libMesh::err() as parallel-aware replacements for std::cout and std::cerr  respectively.  This is much like the message and error_message functionality in s3  but without the macros,2018,,
eb2d1f7,Added command-line parsing for true/false flags via the libMesh::on_command_line() method.  This is used to enable run-time switching between solver packages.  For example  if you have PETSc and LASPACK installed you can switch between them like this:,2018,,
5c89ad5,updated the dependencies for command-line parsing,2018,,
0ca79ec,fixed doc bug,2018,,
fab0cad,forget libMesh::msg() et. al  found a way to reroute std::cout so that messages do not appear from non-processor 0 processors.,2018,,
b489176,forget libMesh::msg() et. al  found a way to reroute std::cout so that messages do not appear from non-processor 0 processors.,2018,,
56b7f91,Added a build_solution_vector overload in equation_systems which can be used to build (locally) the global solution for a single variable in a single system.  I cant remember why I wanted to do that  the code is untested and has error() in the beginning.  Testing to come.,2018,,
d36d854,fixed a missing std:: in getpot.h,2018,,
0187a7e,added NewmarkSystem derived from SystemBase and an example 8 to show how NewmarkSystem can be used,2018,,
6c057b0,uhps  forgot to check in header file,2018,,
68a9091,forgot the .C-file too,2018,,
f6597a2,* Ben once said  EquationSystems should take care of time stepping.   so i changed ex8 to make use of the EquationSystems features (flag    param) * added two macros that keep instantiation data in (almost) one place    for the two templated classes EquationSystems<> and FE<>.  This   was already done with InfFE<>. * cleaned NewmarkSystem of some unnecessary member data,2018,,
2faea96,forgot to add .depend and fix .cvsignore... here it is.  -),2018,,
670efee,improved compatibility with infinite elements.  Sorry John  when i added the if-test  i did not think that conventional FE may still need it. Right now  i think this is something we both can live with  -),2018,,
3fed62c,just moved a few lines,2018,,
538e613,small compatibility enhancements: - explicitly assigning values to the FEFamily entries helps in   identifying the family  whether a .dat file was produced with or   without enabled ifem - for the EquationSystems<T> I/O it actually does not matter   what System type it handles  and what system type it loads.   So  changed the error (in case of system type mismatch) to a simple std::out - added in FrequencySystem the EquationSystems::parameter n_frequencies,2018,,
f7b6610,Changed targets in the example programs from ex1 to ./ex1  for example.  This fixes the problem of not having . in your path  which was pointed out by Denis.  Thanks.,2018,,
a257c77,updated config.guess and config.sub from ftp.gnu.org/pub/gnu/config,2018,,
fa1c98d,check for strstream if sstream is not found,2018,,
63f1e9b,fixed aclocal  was printing incorrect comments for locale and sstream #defines,2018,,
3e564af,Added a bool argument secure to FEInterface::inverse_map and respective methods in FE and InfFE. If secure is false we do not bother about convergence of the newton algorithm in inverse_map (e.g. when checking if an element contains a certain point).,2018,,
d403113,added a missing #ifdef ENABLE_INFINITE_ELEMENTS,2018,,
7245f1c,removed const problem from getpot,2018,,
eec0334,Added an additional acronym.,2018,,
035b6c5,implemented matrix/vector product in LaspackVector  now successfully runs ex8,2018,,
5c8eeb3,This commit was manufactured by cvs2svn to create tag 'libmesh-0_3_4'.,2018,,
c5e9041,removed *.html from the .cvsignore file.  This probably prevented the footer.html file from getting updated for some of you.  This file is needed as it adds a reference to SourceForge that allows them to monitor the website traffic.,2018,,
4312a2c,forgot to replace an @ in the make rule for ex1,2018,,
c0d3a52,describe what Mesh/MeshBase offers,2018,,
d2e8cfa,corrections for --enable-ifem: InfFE and FE now use identical FEType to ease overall handling  added FEBase::build_InfFE  some typos,2018,,
4510a6e,partial fixes for InfFE  removed empty face_infinite.C  added some explanatory comments for invalid calls to n_dofs etc  added an example #5 -- better do not use it (yet)  currently only for debugging InfFE  Had some problems with the build_cube() method  with higher-order HEX elements: too many nodes initialized. Only gcc 295? don't know  haven't tested...,2018,,
0f7d15d,Added Jacobi quadrature rules. These rules allow for conical product quadrature to be performed on tris and tets.  Although these types of rules are non-optimal (use more points than necessary and cluster points) they are correct  and easy to construct for high orders.  At this time  if you select anything beyond fifth-order quadrature for tets or tris you will get a conical product Gauss-Jacobi rule.  Other changes include fixing a broken 7 point Gauss quadrature rule which had the wrong weights  and making a few functions in the QBase class virtual instead of pure virtual.  This way you can create concrete quadrature classes without implementing anything for 2 and 3D.  The init_1D function is still pure virtual so you will at least need to define 1D quadrature rules if you create a new class.,2018,,
b574311,The map inversion no longer makes assumptions about dimensionality.  Specifically  you can find the inverse map of a point in 3-space that sits on a 1D edge eleement.  This is being used to create more general & efficient hanging node constraints.  Also added the amr example program.,2018,,
9.695e+49,added static build method for quadrature rules (who _needs_ this? - Ifem  & fun  -)  moved example 5 (ifems) to example 6  example 5 now departs from example 4 and dwells on the use of the QBase::build  added namespace QuadratureRules (similar to ElemQuality etc),2018,,
fe1e990,Added ex7. This example uses complex numbers.,2018,,
9ba2878,some optimizations in the Point class.  Removed unnecessary constructor calls.,2018,,
7.49e+82,PerfLog now records the time an object exists and the total time spent in logged methods.  This allows for a more meaninful percentage to be displayed,2018,,
3843f04,Removed a couple of unnecessary return  statements.,2018,,
ea55009,rearranged some configure tests  reformatted the PerfLog print line,2018,,
8715f40,finally understood what the Jacobi quadrature is all about  fixed the QBase::build appropriately  so that it makes more sense  took the liberty to include this gained knowledge in the QJacobi documentation,2018,,
4a99422,minor optimizations.  Will add a universal PerfLog that all classes can log to rather than one PerfLog per class,2018,,
71531c3,changed gmv_support to write abs() when complex is enabled.,2018,,
a891cf3,added laspack in the contrib directory.  This will be used to build non-parallel iterative solvers,2018,,
9f875d7,documentation  added run target to examples Makefiles  ComplexDenseMatrix can now add a RealDenseMatrix  but obviously not vice versa,2018,,
3362bdc,pretty builds,2018,,
91ffa81,added SparseMatrix base class.  This will allow transparent switching between Petsc and Laspack solvers.  LaspackMatrix mostly implemented.,2018,,
369245b,"minor documentation fix for namespace Petsc  for --enable-ifem: decreased virtual members in FE classes  so that uniform usage of both FE and InfFE is now possible: see ex6  ex6: included variational form  need thorough testing! fixed ""make examples"" dependency  adjusted to Ben's pretty builds",2018,,
e36707c,This may be only temporary (wanted to do patch but cannot  since patch only works on revisions already in the repository) -- Open for discussion  will send email --- Note: library still works with this  but this is definitely not final state Split up SystemData to accomodate for other physical problem classes,2018,,
83641b1,Abstracted out PetscMatrix  PetscVector  and PetscInterface.  Added support for LASPACK solvers  uniprocessor real only at the moment.  Should be easy to extend to uniprocessor complex.  Will make SystemBase dynamically switch between solver packages at runtime  most likely tomorrow.,2018,,
4c98bd8,removed stray copy/paste error,2018,,
53d409b,manicure,2018,,
2a1a66e,manicure,2018,,
9cba32d,small documentation fixes: doxygen now runs without any complaints  simplified & corrected ex7 param list to be more handle-safe,2018,,
d8d0fed,LASPACK solvers now work for real data types.  To use them do ./configure --disable-petsc,2018,,
340ea83,LASPACK solvers now work for real data types.  To use them do ./configure --disable-petsc,2018,,
8c88ff5,fixed broken LaspackVector assignment operator,2018,,
9c03490,IRIX compatibility fixes,2018,,
5ff91e3,IRIX compatibility fixes,2018,,
7b5c3c1,compatibility fixes,2018,,
e8510cd,configure for mpi,2018,,
6540bb9,SystemData now became GeneralSystem  this works fine  but EquationSystems currently only handles a GeneralSystem  added FrequencySystem (only an outline!)  documentation,2018,,
e52e015,dded the PredicatedIterator class.  The PredicatedIterator is derived from std::iterator and is designed to mimic the usual iteration over the contents of a container. It differs from normal iterators in that op++ automatically advances the iterator to the next item in the container which satisfies the user-supplied predicate.  From the abstract PredicatedIterator base class  several concrete classes have already been defined.  They are currently used in the MeshBase class to iterate over the _elements vector.  Whereas before one would say:,2018,,
1c322e7,Changed default behavior of the basic_elem_iterator to return true if the Elem* is not NULL.  Added typedefs for predicated iterators into arrays of Elem*.  Added accessor functions to elem.h to return the begin and end of the neighbors array.  This may be useful when iterating over neighbors and deciding which ones are (are not) on the boundary.,2018,,
45285d4,added the DofObject class.  This moves the dof indexing out of the DofMap class and into the Elem and Node objects.  This should be the last big design change necessary to facilitate parallelizing the reamining data structures.,2018,,
10cb649,added node iterators,2018,,
2a8c42d,IRIX syntax changes,2018,,
3d84fdf,removed all unnecessary   from the code,2018,,
b00d68f,added the libMesh all-static class for bookkeeping.  Consolidated to one PerfLog for the library.,2018,,
1aa8540,added the libMesh all-static class for bookkeeping.  Consolidated to one PerfLog for the library.,2018,,
aa1a08b,Changed basic_active_type_elem_iterator to be multiply inherited from active_elem_iterator and type_elem_iterator rather than reimplementing the functionality of either.  May turn out to be really useful for composite predicate iterators  or may be dangerous.  Time will tell.,2018,,
6d4fe60,fixed a bug in the DofObject that only allowed for one system,2018,,
8000555.0,fix for multiple systems,2018,,
d4a35ba,minor FE optimizations.  Changed DofMap::component stuff to DofMap::variable to be more consistent with all the other classes in the code,2018,,
d2c7100,fixed a bug in libMesh that copied argc and argv instead of taking references,2018,,
79a735c,one final DofMap::component changed to variable,2018,,
1535141.0,Added multiply-inherited basic_active_pid_elem_iterator. Fixed some virtual inheritance classes which needed to explicitly call their hared parents constructor.,2018,,
08c57f7,used the active_pid_elem_iterator to make the DofMap more clear,2018,,
8818121.0,added the DistributedVector class.  This will be used to hide some details in parallelizing the library,2018,,
16ab5fa,finished DistributedVector,2018,,
d763f11,Templated all the numeric data types to provide a clearer distinction between Real and Complex data types.,2018,,
f59025b,minor SGI fixes,2018,,
a04a884,fixed some bugs in InfFE,2018,,
df31347,documentation,2018,,
9aaf1a6,documentation formatting,2018,,
5f28080,added compute map to update the radial distances and shape functions independently,2018,,
e7d01d7,Silly documentation stuff.  Added the Tet10 embedding matrices at long last for refining those elements.  Will likely release libmesh-0.3.0 tomorrow,2018,,
084ab07,redid the Tecplot support so that it writes one file even with complex numbers,2018,,
51b34ec,fixed for 0.3.0 release,2018,,
0a54fa8,Made the predicate member protected.  There is no reason that the user should be allowed to call it. Also added a make doc command to the upload documentation script so that if there is no documentation  some will get built before you rsync.,2018,,
05ad08d,documentation,2018,,
d48dcb1,stylesheet fixed,2018,,
41fdd30,This commit was manufactured by cvs2svn to create tag 'libmesh-0_3_0'.,2018,,
9e45641,Update DiffPhysics::time_evolving to store time order,2018,,
4fb2e2f,Add DiffSystem::time_evolving() overrides,2018,,
f711b27,Add UnsteadySolver hooks for specifying var order,2018,,
78113a0,Indicate time order to UnsteadySolver,2018,,
e9bfca0,Make space for DiffContext second order var accels,2018,,
bf0ddd7,Add FirstOrderUnsteadySolver::init() override,2018,,
12040cb,Add new FirstOrderUnsteadySolver source and bootstrap,2018,,
654db99,Rework CheckpointIO a bit to make it more conducive toward working as a splitting format,2018,,
d7ee4e8,Add the ability to set the processor_id and n_procs for CheckpointIO,2018,,
6d87d35,Fixup CheckpointIO again to make it work properly for serial,2018,,
35ce521,More fixes for CheckpointIO parallel writing.,2018,,
0e4af23,Some optimization of Parallel CheckpointIO writing,2018,,
84f7a96,Add splitter app for splitting mesh files into parallel CheckpointIO partitions,2018,,
7.35e+57,Makefile updates for splitter app,2018,,
ca61348,PointNeighborCoupling class,2018,,
349419b,Build PointNeighborCoupling code,2018,,
7d6695b,Re-bootstrap,2018,,
d00137d,Some small updates to read_ref_elem().,2018,,
de0f71f,fix operator= for vecs with nonlocal state,2018,,
ce1d9dd,Merge pull request #1132 from rwcarlsen/fix-op-eq,2018,,
6c2c460,Use UniquePtr to manage helper class lifetimes in ExodusII_IO and Nemesis_IO.,2018,,
9a3930e,Merge pull request #1133 from jwpeterson/reference_elem,2018,,
47663c2,Treat empty _dof_coupling as full _dof_coupling,2018,,
9768197.0,Optionally skip find_neighbors in MeshBase::read,2018,,
e867f9c,Added 'target' spectrum positions,2018,,
4575b72,Merge pull request #1136 from dknez/skip_find_neighbors_in_read,2018,,
57a795b,Merge pull request #1135 from jwpeterson/unique_helper,2018,,
66af865,Update citations.,2018,,
b64cb69,Merge branch 'set_initial_space',2018,,
4da7227,Add PointNeighborCoupling unit test,2018,,
68fc793,Build and run PointNeighborCoupling test,2018,,
9df0a07,Re-bootstrap,2018,,
53834a1,Add option to set initial guess for the SLEPc eigensolver.,2018,,
2d2f1ec,Leave _default_evaluating->_dof_coupling == NULL,2018,,
2a9eb87,Avoid unused variable warning in some configs.,2018,,
562c4ad,Disallow renumbering of GMV meshes in non-deprecated way.,2018,,
26b0bb4,Use std::vector in GMVIO instead of manually managing memory.,2018,,
fd44b19,Fix binary writing of GMV files.,2018,,
680f909,Merge pull request #1140 from jwpeterson/gmv_delete,2018,,
430a7dd,Bugfix merges of NULL+non-null CouplingMatrix,2018,,
981b255,Fix spacing/indentation issues.,2018,,
e98e2bb,Merge pull request #1134 from roystgnr/handle_empty_dof_coupling,2018,,
c2a08b1,Merge branch 'pos_target',2018,,
d115ccc,Guard use EPS_TARGET_XXX to SLEPc >= 3.1.,2018,,
2614ad9,eigenproblems_ex2 is already wrapped in ifdefs.,2018,,
2148bdb,Always check for successful cast.,2018,,
6f9f1f2,Fix remaining C-style comments.,2018,,
6e92862,Merge branch 'slepc_misc',2018,,
11c7afd,Merge pull request #1139 from roystgnr/safer_algebraic_coupling,2018,,
5866cf6,fix for distcheck,2018,,
0c1355e,Use UniquePtr to automatically manage lifetime of _periodic_boundaries.,2018,,
09ea823,Use UniquePtr to automatically manage lifetime of _dirichlet_boundaries.,2018,,
ef54050,Manage lifetime of tetgen_output object with a UniquePtr.,2018,,
d01ed87,Merge branch 'tetgen_unique',2018,,
6c2beb6,Manage lifetime of _pmetis pointer with UniquePtr.,2018,,
c59d1c1,Manage lifetime of _fe and _qrule in RBEIMAssembly with UniquePtr.,2018,,
99ef670,Manage lifetime of _mesh_function in RBEIMConstruction with UniquePtr.,2018,,
3fa9220,Remove unnecessary release/delete idiom.,2018,,
d8459f4,Manage subprecond_matrix lifetime with a UniquePtr.,2018,,
cc7584a,MatSetTransposeNullSpace requires PETSc >= 3.6.,2018,,
9ec197a,Merge pull request #1141 from jwpeterson/unique_boundaries,2018,,
e478f82,Manage lifetime of matrix_A and matrix_B with UniquePtrs.,2018,,
ce95843,Manage the lifetime of _edge_qrule with a UniquePtr.,2018,,
76059a6,Use a UniquePtr to manage the lifetime of xdrs in the Xdr class.,2018,,
76eae43,Avoid dynamic memory allocation for fixed length array.,2018,,
523ebdb,Manage the lifetime of EpetraVector::_map with a UniquePtr.,2018,,
d961c3d,Merge pull request #1142 from jwpeterson/guard_petsc,2018,,
0927af7,Merge pull request #1107 from roystgnr/point_neighbor_coupling,2018,,
9ba8fb4,fix for distcheck,2018,,
85dbadd,fix for --disable-optional,2018,,
b890605,fix for --disable-amr,2018,,
186335f,Test updated traffic collection script.,2018,,
11b1944,Merge pull request #1143 from jwpeterson/uniquify,2018,,
82e3be9,Deprecate ImplicitSystem::get_linear_solver().,2018,,
7cf702d,Fix scripting atavism,2018,,
03266f4,Fix unique_id setting in all_tri(),2018,,
6f9c020,Fix heisenbug in all_tri(),2018,,
bd5447c,Merge pull request #1144 from roystgnr/fix_all_tri,2018,,
d04985b,fix shim constructor for when fparser is not available,2018,,
4cd8af3,Merge pull request #1145 from jwpeterson/get_linear_solver,2018,,
93954d7,Add TRI3  QUAD4 cases to Szabab case statements.,2018,,
406d9cb,Fix for new UniquePtr member in ENABLE_SLEPC case,2018,,
753e29d,Merge pull request #1147 from roystgnr/enable_slepc_fix,2018,,
ca11037,Merge pull request #1148 from jwpeterson/szabab,2018,,
c067132,Update citations.,2018,,
f493d85,Update traffic.,2018,,
0fff089,Update citations.,2018,,
78a89d6,Update statistics for Oct 2016.,2018,,
88b953b,Regenerate publications website.,2018,,
3099d33,build_InfFE in FEMContext when necessary,2018,,
326387c,Adding Elem::is_mid_infinite_edge_node(),2018,,
8e3a0a9,infinite-edge-node-aware parent_bracketing_nodes,2018,,
66cdacf,Remove overzealous InfFE assert,2018,,
7d98795,radial_pts option in init_radial_shape_functions,2018,,
3f4fda1,InfFE::reinit() should support pts argument,2018,,
08f4bd8,InfFE::combine_base_radial() without qrules,2018,,
e81ba90,Fixes for --disable-ifem configuration,2018,,
3a90559,Try local projections when needed on InfFE,2018,,
87ffa2d,Update citations.,2018,,
3f3e1b1,Update traffic.,2018,,
5b5c132,ifdef to handle --disable-periodic case,2018,,
7f27a6b,get() underlying pointer before testing smart ptr,2018,,
a70dae9,Use TOLERANCE in systems_of_equations_ex3,2018,,
c71a4fe,Using os_unfair_lock on mac OS X Sierra,2018,,
bf49639,Merge pull request #1154 from libMesh/andrsd/sierra-spin-lock,2018,,
08f7bb7,Allow virtual methods for edge_fe_reinit() and elem_fe_reinit(),2018,,
ecd5682,Merge pull request #1152 from roystgnr/auto_ptr_fix,2018,,
7d4ce47,Merge pull request #1150 from roystgnr/adaptive_inf_fem,2018,,
846bb4f,Merge pull request #1151 from roystgnr/disable_periodic_fix,2018,,
657124d,Merge pull request #1153 from roystgnr/variable_systems_ex3_tol,2018,,
ff59ce1,NonlinearImplicitSystem::ComputeVectorSubspace as an abstract class,2018,,
ec82973,Merge pull request #1155 from balborian/patch-1,2018,,
c9d4d1a,Update .mailmap.,2018,,
5d7e734,Merge pull request #1156 from balborian/patch-2,2018,,
4fdf0da,Update traffic.,2018,,
e0d761f,"Fix ""maybe uninitialized"" warning from GCC 5.3.0.",2018,,
d9d8ce5,Avoid deprecated-declaration warnings in nanoflann examples.,2018,,
690a8bb,Merge pull request #1157 from jwpeterson/fix_warning,2018,,
d25b578,Don't try to run CLOUGH with threads,2018,,
b2a36db,Enable 1D HERMITE elements of arbitrary p,2018,,
1a8f034,1D hp tests in examples,2018,,
b2af793,Avoid unused variable warnings in opt mode,2018,,
9b31174,Report the unique_id in Elem::get_info().,2018,,
559d5d7,Write out elements connected to local elements,2018,,
ac6c6d9,Fix spacing/indentation in splitter app.,2018,,
34418c0,Remove unnecessary headers from splitter app.,2018,,
27e4b01,Fix for/if statement spacing.,2018,,
09a5dcd,Make writing files from splitter app the default.,2018,,
657ffed,Add CheckpointIO unit test.,2018,,
8be6824,Run bootstrap.,2018,,
de27e8d,Merge pull request #1160 from jwpeterson/checkpoint_split_ghosting_functor_merge,2018,,
fb99e38,Print the physical point when inverse_map() fails.,2018,,
505537f,Add support for --redirect-output command line option.,2018,,
d418ee9,Terminology fix in comment,2018,,
4bf4ec5,Prefix libMesh Parallel:: macros with LIBMESH_,2018,,
243c47e,Removed overzealous assert,2018,,
9c782a6,Fix GetPot off-by-1 bug.,2018,,
dd47a1b,Merge pull request #1162 from roystgnr/libmesh_prefix_macros,2018,,
66dc3ee,Merge pull request #1161 from dknez/remove_assert,2018,,
57be7d8,Merge pull request #1163 from jwpeterson/redirect_output,2018,,
d6dfcf5,Update citations.,2018,,
273f3c8,Update traffic.,2018,,
dfdd1a7,MeshBase option to stop delete_remote_elements(),2018,,
998e24a,Approximation order option in adaptivity ex4,2018,,
1201497.0,Comment on why we turn off Clough-Tocher threads,2018,,
3e3994a,Support 1D runs in adaptivity_ex4,2018,,
e806015,Do a p=4 1D run in adaptivity_ex4,2018,,
72be577,Checkpoint unit test assumes ReplicatedMesh,2018,,
7adf183,Put renamed Mesh subclasses in renamed headers,2018,,
ebead48,Add replicated/distributed headers to build system,2018,,
9691890.0,Old headers are now shims for new headers,2018,,
4.52e+88,Merge pull request #1166 from roystgnr/adaptivity_ex4_coverage,2018,,
ac467ee,Re-bootstrap,2018,,
e9c2975,Use new header names in library sources,2018,,
e1a76f1,Use replicated_mesh.h in unit tests,2018,,
2938f12,Use replicated_mesh.h in examples,2018,,
796b7cd,Examples use ReplicatedMesh/DistributedMesh names,2018,,
190b366,Merge pull request #1164 from roystgnr/no_remote_removal_option,2018,,
75391d1,Use new names in unit tests,2018,,
277f563,include parallel_mesh.h in code using ParallelMesh,2018,,
53d4a7a,Move shim classes into shim headers,2018,,
90816df,Merge pull request #1167 from roystgnr/checkpoint_unit_fix,2018,,
33125a8,Update traffic.,2018,,
cf59a6a,Update citations.,2018,,
45402ad,Update citations.,2018,,
205902.0,Update LOC count for November 2016.,2018,,
6634b72,Merge pull request #1168 from roystgnr/fix_header_names,2018,,
da48147,Rename parallel/serial_mesh.C,2018,,
4fb224e,Re-bootstrap,2018,,
bc1ab16,Use static lookup table for Elem names in GMVIO.,2018,,
5113c24,Merge pull request #1170 from roystgnr/rename_mesh_sources,2018,,
75775b3,Add GMV node map for Hex27.,2018,,
28c4689,Merge branch 'gmv',2018,,
977829a,Fix unused variable warning in ParsedFEMFunction,2018,,
5c1ba6f,Add GetPot::get_subsection_names() method,2018,,
f076f35,Unit tests for GetPot::get_subsection_names(),2018,,
42f5721,Ignore missing override warnings from VTK headers.,2018,,
839239.0,Fix for VTK 7.1 compatibility.,2018,,
f67b842,Merge pull request #1173 from jwpeterson/vtk_71,2018,,
c2833ad,Merge pull request #1171 from roystgnr/unused_variable_warning_fix,2018,,
72b3fb7,Merge pull request #1172 from roystgnr/getpot_subsections,2018,,
f0fa117,Update statistics for Nov 2016.,2018,,
0d32937,Regenerate PDFs.,2018,,
a720837,Set up SLEPc defines for major  minor  subminor version numbers.,2018,,
9461ccb,Run bootstrap.,2018,,
4f098cf,Implement SLEPC_VERSION_LESS_THAN macro with new defines.,2018,,
7bc4279,Fix Trilinos ifdefs.,2018,,
3bb3113,Add configure test for Epetra_CombineMode.h.,2018,,
55f1ff6,Run bootstrap.,2018,,
6b62fb8,Merge pull request #1175 from jwpeterson/slepc_version_detect,2018,,
e39b579,Merge pull request #1176 from jwpeterson/trilinos_check,2018,,
4636ea5,Do not set VTK_LEGACY_REMOVE.,2018,,
ef77864,Merge pull request #1177 from jwpeterson/vtk_fix,2018,,
c65f552,Update citations.,2018,,
cbab3c3,Update LOC count for December 2016.,2018,,
9fb26a9,Add PointLocatorBase::locate_node(),2018,,
352833.0,Add PointLocatorTest unit tests,2018,,
20fb0e9,Build and run PointLocatorTest,2018,,
58ed2f7,Re-bootstrap,2018,,
f88d1e9,Merge in NEWS file updates from 1.1.0 branch.,2018,,
4cfac82,Update configure.ac version to 1.2.0-pre.,2018,,
1b95fd3,Run bootstrap.,2018,,
d5d2f32,Add tolerance option to locate_node(),2018,,
5e16786,Fix about-to-be-ambiguous overload,2018,,
6b058d5,Add dof_indices(Node*) overload,2018,,
460d742,Add DofMap::is_evaluable(Node) overload,2018,,
4c8b88a,Add code for initializing/finalizing vtkMPIController.,2018,,
521d984,Add configure test for vtkMPIController support in VTK.,2018,,
76d360d,Run bootstrap.,2018,,
e9f8df6,Don't AC_SUBST or AC_DEFINE unless working VTK is found.,2018,,
937515f,Enable evaluable predicate on Nodes,2018,,
844c5e4,Add evaluable_nodes iterators,2018,,
ede081b,Merge pull request #1178 from roystgnr/locate_node,2018,,
74a7ec0,Ignore warnings from VTK header.,2018,,
5518d83,Update configure test for VTK-5.x.,2018,,
7a4c729,Run bootstrap.,2018,,
f2142a8,Fix shadowing issue in CheckpointIO::build_elem_list().,2018,,
3e8292b,find_point_neighbors() can only be called on active elements.,2018,,
f5ff7f2,Clear neighbors every time now that we aren't always calling find_point_neighbors().,2018,,
5.129e+96,Only write current-level elements in write_connectivity().,2018,,
9fea023,Merge pull request #1181 from jwpeterson/vtk_mpi,2018,,
ab18980,Merge pull request #1180 from roystgnr/evaluable_node,2018,,
7b2002a,Actually overwrite constraints when users request,2018,,
9c90583,Merge pull request #1182 from jwpeterson/checkpoint_io_fix,2018,,
a6b6a26,Doxygen: Playing around with PREDEFINED option.,2018,,
54f2666,Doxygen: Properly escape math.,2018,,
7c2e7c7,Merge pull request #1183 from roystgnr/overwrite_constraints,2018,,
7d4768b,Bugfix for FEMContext::pre_fe_reinit SCALAR case,2018,,
b3edfb2,Doxygen: Add \brief descriptions for classes in geom.,2018,,
8c6448b,Doxygen: Remove libmesh_final directives before calling Doxygen.,2018,,
e2a0ccb,Run bootstrap.,2018,,
a631d2a,Merge pull request #1185 from roystgnr/fem_context_scalar_fix,2018,,
e20b8b2,"Revert ""Doxygen: Playing around with PREDEFINED option.""",2018,,
47e49a4,Mark new iterator functions libmesh_override.,2018,,
a61bbec,Add historic authorship information.,2018,,
cc9f581,Merge pull request #1186 from jwpeterson/doxygen_fixes,2018,,
31e773e,Fix typo.,2018,,
d32ff19,Reduce the number of dot threads used by Doxygen.,2018,,
bc0e0c7,Update traffic.,2018,,
b357727,More historical authorship information.,2018,,
6212445.0,int -> PetscBLASInt in BLAS/LAPACK routines.,2018,,
1bf2423,Remove duplicate type information from documentation.,2018,,
c3659b1,The _pivots array should use PetscBLASInt when PETSc is available.,2018,,
2154abc,Use PetscBLASInt when calling SLEPc wrapped BLAS too.,2018,,
743fd75,Merge pull request #1188 from jwpeterson/petsc_blas_int,2018,,
2f3dfee,Update traffic.,2018,,
67c1f05,Use only VTK header that's needed,2018,,
a3341f0,Merge pull request #1189 from pbauman/vtk-header-fix,2018,,
3ee1d6c,Fix gmsh numbering and node ordering for PRISM15. (Resolves #1191),2018,,
eca6c9a,AdjointRefinement ghosted adjoint compatibility,2018,,
91f5741,Merge pull request #1193 from roystgnr/adjoint_refinement_ghosted_fix,2018,,
3670e8a,Use vector  not map  for xda_systems,2018,,
b46e08f,Use pointer argument in read_SCALAR_dofs,2018,,
c0b9852,read_serialized_blocked_dof_objects NULL handling,2018,,
ff7aed9,Use pointer in templated read_serialized_vector,2018,,
