Document Title,Abstract,Year,PDF Link,label,code,time
c735bfa,Correction of term eHXc21_nhat which now depends on usexcnhat,2018,,,yes,1538066272.516925
c22d403,debug on farmtest,2018,,,yes,1538066270.548996
a75a1ca,debug nfixcoeff in m_fitpolynome,2018,,,yes,1538066268.434172
e45ce16,debug when nctime==0,2018,,,yes,1538066263.592631
dc0d733,debug state,2018,,,yes,1538066260.736632
4f707c1,Add correct double counting for usepawu=4.,2018,,,yes,1538066258.238155
85025af,fix depends for macrcoave bigDFT fallback no more actived by default,2018,,,yes,1538066255.67286
fe78f37,Fix incorrect directories or other typos.,2018,,,yes,1538066252.860961
2be541a,Fixed ELPA2016 detection issue found thanks to EasyBuild,2018,,,yes,1538066250.737068
a0930b3,Fix incorrect filter in check_kxc (my fault)  adjust tolerance for Tv7#94,2018,,,yes,1538066248.88499
b0e2d1c,merge fix with latest Sergei's branch,2018,,,yes,1538066241.759007
b058509,Temporary implementation of full 1wf output. Fixed mrggkk_nc,2018,,,yes,1538066238.40897
8806c64,Correct links to vardmft and varbse in the tutorials.,2018,,,yes,1538066225.922623
0f0e002,Fixed the translation vector L0 used in v1phq_complete,2018,,,yes,1538066219.961574
53ea4a6,Fixed failing 'make distcheck',2018,,,yes,1538066217.400402
3b24460,output renaming fixed,2018,,,yes,1538066215.032221
10ec0dc,debug bound process,2018,,,yes,1538066209.993872
0df3dd9,debug bound process,2018,,,yes,1538066208.104051
f3b45ae,Fixed ntypat in anaddb.,2018,,,yes,1538066206.173267
8acdeac,fixed v6[19] - integration error is quite bad for core charge  so tolerance is increased to 0.1,2018,,,yes,1538066203.770125
0b8690b,Try to fix SIGFPE in [paral][t95_MPI10][np=10] @ abiref_gnu_5.3_openmpi,2018,,,yes,1538066201.323028
474dd63,Bug with large number of atoms ...,2018,,,yes,1538066156.295263
aacb305,fixed input varibales docs,2018,,,yes,1538066152.58635
6eb9d58,backport of Boltztrap fix of default energy window for DOS,2018,,,yes,1538066149.547642
f230330,multibinit: bugs fixed for strain-coupling,2018,,,yes,1538066134.39722
c82e60b,Fixed reading ntypat.,2018,,,yes,1538066130.632213
9339ec6,The correction to be applied to the ZPR  due to missing q=0 volume  is computed.,2018,,,yes,1538066124.351312
41de37b,Yet another bug in abilint,2018,,,yes,1538066120.445362
4e2f881,Correct doc inside v7#81 and 82 input files,2018,,,yes,1538066116.288728
cd3f1bd,Backport doc fixes from v8.9.2 .,2018,,,yes,1538066107.077379
a90d329,fixed conflict,2018,,,yes,1538066104.53879
bc3bbef,"Correct the numbering in the ""installation notes"" for v8.4 and 8.6.",2018,,,yes,1538066094.046723
8a93390,Fix deadlock in SIGMAEPH output if np > 1 and HDF5+MPI-IO,2018,,,yes,1538066091.108934
b725656,Bug in fold2bloch on my desktop and HPC,2018,,,yes,1538066086.882701
611c562,Hopeless attempt to evince the cause of the bug.,2018,,,yes,1538066077.077832
9334b54,Fix wrong displayed value of Fock fraction when using customized hyb_mixing(_sr),2018,,,yes,1538066075.170989
93a83bc,Fix varfile=>varset in generated_doc.py  and apply it,2018,,,yes,1538066072.976888
a55484d,test reference corrections for PAW Fock stresses,2018,,,yes,1538066068.676894
a0eb760,A bug (only printing) has been magically corrected  update ref files,2018,,,yes,1538066066.460667
2ddeadf,Fixed missing dependency of macroave on 44_abitools,2018,,,yes,1538066062.046964
f22be08,multibinit: debug fit process,2018,,,yes,1538066059.586431
dcfd7ac,Fixed undeclared dependency of mrggkk,2018,,,yes,1538065995.602081
9f309d7,Correction in magnetization rotation (DFPT+PAW),2018,,,yes,1538065990.483657
f7d1f2b,Fix command line interface for fold2bloch,2018,,,yes,1538065988.467782
91a78a2,Fix memory leak. v8_t57 not to be executed on IBM8 (no NetCDF).,2018,,,yes,1538065986.163967
9d7a0d1,Correct occopt restriction for nonlinear,2018,,,yes,1538065980.593754
193b707,Misc corrections,2018,,,yes,1538065978.500209
263c2dc,Set up final test. Also found one bug. Not yet working.,2018,,,yes,1538065975.906472
371e3c7,Memory leak fixed,2018,,,yes,1538065973.241106
8d22dec,Try to fix the problem with Tbuildsys#40 (/bin/sh: configure: command not found) modified:   check-libpaw.py,2018,,,yes,1538065971.077877
cd2fad6,Bug correction in 67_common/setvtr.F90 for constrained mag. moments  the loop on ispden was from 2-->4 instead of 1-->4 (line 616). This does not affect the automatic tests.,2018,,,yes,1538065961.80528
bcc1b83,Fixed missing dependency of 44_abitools on netcdf,2018,,,yes,1538065952.970809
c452d3d,Fix build example reference file for buda2_gnu_8.1,2018,,,yes,1538065942.866879
8191c93,Most of the links to help_anaddb.html#XXX are now correct.,2018,,,yes,1538065940.883012
7a88a80,Merged 29_linalg into 28_numeric_noabirule to fix circular dependencies,2018,,,yes,1538065938.74082
365ee05,Continue to fix bugs in script  or in old html files ...,2018,,,yes,1538065936.601385
600b500,fix typo for buildsys check,2018,,,yes,1538065932.077421
3933081.0,correct dev cpp var name,2018,,,yes,1538065928.962577
b833997,Fix typo	modified:   57_iovars/invars1.F90,2018,,,yes,1538065925.665037
04da739,Fix typo in scfcv.f90,2018,,,yes,1538065921.390925
b23bb36,Fix typo in outvars related to prtefmas,2018,,,yes,1538065918.02561
e057bf6,Fixed CPP options,2018,,,yes,1538065911.477103
c7b2787,Correct declaration of nhat in dfpt_scfcv (used only for ipert=natom+3 +4 (stress) ),2018,,,yes,1538065909.185032
352bcf1,multibinit: quick fixes in the reading of the XML with fortran,2018,,,yes,1538065906.272883
1f91912,Fix the problem in plot_bs.py script  as well as address of this script in tdepes.md file.,2018,,,yes,1538065902.86807
83419de,Fixed a test.,2018,,,yes,1538065900.374573
825532d,Fix invalid escape seq in py string,2018,,,yes,1538065897.85141
a82d951,Minor fixes  now compile.,2018,,,yes,1538065890.563155
bc2f29b,Write a2ftr to EPH.nc  add autoparal section in eph  fix bug in call to complete_gamma if nsppol=2,2018,,,yes,1538065887.57347
e444775,libxc#51 input file (PBE0) : fix doc and also value,2018,,,yes,1538065875.724046
b95cc8b,fix auto test v8/t16,2018,,,yes,1538065872.476213
41ba523,Minor fixes  after merge with François.,2018,,,yes,1538065870.468722
fff16f3,Change tolms to tolkms   also fix problem with input mpiio#26,2018,,,yes,1538065867.524234
ee9ed95,Fixed the k-point parallelism in eph_gkk.,2018,,,yes,1538065864.368314
974116a,Still one fix of incorrect switch  for xyzfile variable.,2018,,,yes,1538065861.89005
5a1368b,Extract invariant to avoid internal compiler error with intel2013_sp1.1.106,2018,,,yes,1538065851.204347
aa9d3d5,cplex=2 further modifications for phonons and magnetic field  spinalign flag  ek0 fix to vefiy (wf filtering is not properly working  problem with parallelization for rfmagn),2018,,,yes,1538065848.250386
e564d47,Fixed eph with kptopt 0,2018,,,yes,1538065845.14851
6a235bb,Try to fix portability issue,2018,,,yes,1538065781.165307
f9777fa,Fix more 'CHARACTER expression will be truncated in assignment',2018,,,yes,1538065778.781377
998c32d,Fix compile problem ELPA. Progress in the def of test libxc#72,2018,,,yes,1538065776.851547
5a5732a,Correct subscript out of range (detected by NAG 6.2),2018,,,yes,1538065769.773974
dc0e7da,Correct the term involving the derivative of lagrange multipliers,2018,,,yes,1538065767.815347
97c2c03,Fix newtopic to topic.,2018,,,yes,1538065745.234984
69ebb82,Fix wrong bantot passed to ebands_init in dfpt_loopert (prtgkk  ieig2rf),2018,,,yes,1538065743.304845
4e8217b,fix ref file for v2/15,2018,,,yes,1538065740.910798
ab3ead5,Fix doc  hyb_range input variables,2018,,,yes,1538065737.562706
8b6039c,Correct the place for list_topics_class.yml,2018,,,yes,1538065735.007983
1c4e235,Ok on my local laptop and should fix many bots,2018,,,yes,1538065731.188954
383123b,Correct condition for dmft_dc is usepawu 14,2018,,,yes,1538065728.46256
f324e66,Correct the topic_class and topic_name for xyzfile (they had been switched),2018,,,yes,1538065726.59675
758a08f,Correct inlinde ABI_ALLOCATE statement,2018,,,yes,1538065724.877282
e2aba47,fix for new NAG 6.2 ( from MT ),2018,,,yes,1538065722.891033
e0f8cef,fix broken gwfockmix support,2018,,,yes,1538065701.314771
3.374e+90,Correct dimension of becij in d2frnl,2018,,,yes,1538065693.898576
83ba019,Correct allocation in getgsc when usecprj=0,2018,,,yes,1538065688.580548
56e4218,Correct dfptnl_pert.F90 for parallel computations,2018,,,yes,1538065686.516525
3f05d30,Correct the args of hartre in respfn,2018,,,yes,1538065684.775823
55963b7,"Revert ""Quick fix to get around occasional FFT mesh errors for HF and hybrid-functional calculations""",2018,,,yes,1538065682.400274
679afe8,Correct bugs in dfptnl_pert (wrong use of rf2_apply_ham) and dfptnl_loop (core densities),2018,,,yes,1538065675.548361
39cd889,correct directories in w90 tutorial from Nick Pike,2018,,,yes,1538065672.125582
591c3b9,Correct the atom ordering in a test of getgh2c,2018,,,yes,1538065669.949078
e48bdf3,Improve comment. Fix equation in lesson_tdepes.,2018,,,yes,1538065665.609978
231d9e6,Prepare correct links to varanaddb,2018,,,yes,1538065660.610724
4f4c7a0,Correct bugs due to merge (rhotoxc),2018,,,yes,1538065657.633598
44231a0,Quick fix to get around occasional FFT mesh errors for HF and hybrid-functional calculations,2018,,,yes,1538065655.088681
f86889a,Fixed the last memory leak problem...I think.,2018,,,yes,1538065651.615256
fc274d7,Correction of paw_dfptnl_accrhoij terms involving S^1 and nhat21 in dfptnl_pert,2018,,,yes,1538065648.719832
9d35cb8,Fix outdated doc for vdw_xc,2018,,,yes,1538065644.611093
8a8106e,Correct the position of densfor_pred in the echo .,2018,,,yes,1538065633.831114
1fad9ee,bug corrections for stresses in the Fock context: Stresses in PAW now work and parallel calculations also,2018,,,yes,1538065627.368313
8c9e3eb,Fix remaining read(std_in  *),2018,,,yes,1538065625.651965
31a3a6d,Fix internal links  remove site_url in mkdocs.yml,2018,,,yes,1538065623.539862
6d6911e,Correct a term in paw_dfptnl_energy,2018,,,yes,1538065582.306703
951c596,multibinit: add option in order to fix some coeff in the fit process,2018,,,yes,1538065579.812374
3447844.0,Fix problems due to prior suppression of unused args,2018,,,yes,1538065574.908603
206f110,Fix typos and incoherencies in the doc  related to densfor_pred .,2018,,,yes,1538065572.20657
c42bc37,Fix doc for hyb_mixing variables.,2018,,,yes,1538065568.062719
adb5741,Fix non-removed args,2018,,,yes,1538065555.422564
29d3939,Correct selected rf2-directions when prepanl/=0,2018,,,yes,1538065552.93925
3172d85,fix dimension of atmfrc in 80/m_tdep_abitype,2018,,,yes,1538065550.57873
0d14638,fix dimension in atmfrc array,2018,,,yes,1538065544.425302
e29488c,Fix problems with the doc of chkdilatmx  and ROBODOC.,2018,,,yes,1538065536.238581
a19cd1d,small fix in fit process (remove coeffs supperior to 1E10),2018,,,yes,1538065532.97734
aca2828,Fix allocation problems of cprj's. Update test v7#71. A clear speed up is now observed with wfmix 1.3  PAW case.,2018,,,yes,1538065530.486631
50cf4b5,fix netcdf call when doesn't have netcdf,2018,,,yes,1538065528.277184
ce41d53,multibinit: quick fix after the merge of the trunk,2018,,,yes,1538065521.158437
938aa37,Miscellaneous fixes.,2018,,,yes,1538065517.056638
2e9939e,Fix problem with the indices in src/66_wfs/lincom_cgcprj.F90. Check is now working.,2018,,,yes,1538065514.392538
f3350fb,Fix incorrect args of hartre,2018,,,yes,1538065512.211991
9c9bde2,Fix incorrect mpiio#t26.in,2018,,,yes,1538065510.158054
776a27c,This should fix the SIGFPE when nband_k != mband,2018,,,yes,1538065508.205191
7603baa,Fix misplaced endif,2018,,,yes,1538065505.744607
87f7eb7,Fix invalid escape sequence,2018,,,yes,1538065503.799241
0a0bd8a,Rename theory_XXX.yml to theorydoc_XXX  and also fix numerous links.,2018,,,yes,1538065499.790398
67cc9a3,Imported fix for Intel 16 compiler  from Jordan. modified:   m_BathOperator.F90,2018,,,yes,1538065493.780609
141bd1a,Some fixes in invars/outvars related to rf2 developments,2018,,,yes,1538065489.986485
9.2e+38,Fixed glitch in psp9in,2018,,,yes,1538065487.688041
0fb6b34,Fixed thmeig,2018,,,yes,1538065484.979238
c1fc835,Fix a bug for kpt=0 0 0 Add non local energy for NC calculations -> not tested !,2018,,,yes,1538065482.518372
e0ba4e9,Small correction in dfpt_looppert.F90,2018,,,yes,1538065478.116164
585b1ba,Fix end marker. Modified:   45_geomoptim/m_lbfgs.F90,2018,,,yes,1538065449.955967
76cc798,Fix problems with tdepes tutorial and Samuel's script.,2018,,,yes,1538065447.698352
c14815f,Fix problem with the shifts   use norm conserving for test libxc#72,2018,,,yes,1538065445.205576
e5ffa87,Fix links in topics dir,2018,,,yes,1538065440.26141
5ad515f,Fix links in users dir,2018,,,yes,1538065437.831167
53631ce,Had to fix newline issue in abinit_vars.yml (I'm using the GUI with java version 1.8.0_72),2018,,,yes,1538065435.565588
89956c6,Shorten and fix some links,2018,,,yes,1538065433.143629
878cfb7,Fix recognition of links,2018,,,yes,1538065429.762251
5ecc5d9,Continue to fix links  in tutorial and theory,2018,,,yes,1538065426.557214
fb7e450,Again fix a minor problem  and regenate vargs.html modified:   abinit_vars.yml  html_automatically_generated/vargs.html,2018,,,yes,1538065414.362741
15db058,Continue to correct links.,2018,,,yes,1538065410.299103
d8fc3a7,finalize_html is used to generate the all_topics file  and fix one problem.,2018,,,yes,1538065407.267459
246774e,Correction of merge errors,2018,,,yes,1538065395.303305
905f54c,Fix autoparal in eph,2018,,,yes,1538065378.322683
21f16f6,Fix by Matthieu of the problem https://forum.abinit.org/viewtopic.php?f=10&t=3872,2018,,,yes,1538065376.027342
f800011,Fix conflict inside KNOWN_PROBLEMS,2018,,,yes,1538065365.165017
9b418c4,Fix many links. Also other minor modifications.,2018,,,yes,1538065362.425291
55e878b,Fix links  problems detected with linkchecker.,2018,,,yes,1538065359.801341
d3465aa,Debug,2018,,,yes,1538065339.502754
2cdae42,Debug,2018,,,yes,1538065337.964357
341a714,Correction on a pointer to please ifort13,2018,,,yes,1538065331.706843
60d0038,Correction of enl_ptr in getgh2c,2018,,,yes,1538065329.893897
63a3c44,Correction in getgh2c,2018,,,yes,1538065327.252254
970464.0,Chane (temporarily) the ref for abirules#10  in order to have Jean-Michel fix a small issue.,2018,,,yes,1538065324.190284
ee68d4d,Fix minor issues  so that abinit compiles.,2018,,,yes,1538065286.581216
22ea073,Fixed a bug in ElectronPhononCoupling affecting MPI runs.,2018,,,yes,1538065283.759863
370776f,Fix the last problem detected by linkchecker in v8.4.4,2018,,,yes,1538065280.757673
bc023a6,Suppress the old playgrounds. Also fix minor issues.,2018,,,yes,1538065271.719806
f280564,Update ref files due to fix of smdelta problem,2018,,,yes,1538065267.797775
479b633,Fix links in turtorial dir,2018,,,yes,1538065264.063371
f350031,Correct links in cRPA tutorial,2018,,,yes,1538065261.485214
36e6ab8,Fix merge.. I hope,2018,,,yes,1538065254.861904
75c7551,Fix merge,2018,,,yes,1538065252.657137
dc84c14,Fix the display issue for the range-separation parameter,2018,,,yes,1538065245.977687
05d533b,Debug,2018,,,yes,1538065239.734903
e4d35ac,debug,2018,,,yes,1538065237.718052
bd6bcc7,Debug,2018,,,yes,1538065236.040557
5dd9ac1,Debug,2018,,,yes,1538065234.361324
05f0c8f,Debug prtnabla,2018,,,yes,1538065232.620051
c9b9d0c,small fix in the MPI of the fit process,2018,,,yes,1538065230.009523
e0818ec,Fix warnings encountered with mksite.py WARNING: Don't know how to handle wikilink token . Also  miscellaneous fixes.,2018,,,yes,1538065227.321117
d9d4ac1,Fix minor problems : src/66_wfs/dotprod_set_cgcprj.F90 pass abilint,2018,,,yes,1538065223.55761
5e909e5,Fixed small inconsistencies related to k-points,2018,,,yes,1538065220.921835
eb49b62,Fix minor problems with links and other things  detected by the test farm,2018,,,yes,1538065203.274304
815110d,Fix import,2018,,,yes,1538065200.492777
238f1cf,Fix duplicated import,2018,,,yes,1538065198.95783
a4e821a,Fix import,2018,,,yes,1538065197.33736
110a550,Fix minor typo.	modified:   57_iovars/chkinp.F90,2018,,,yes,1538065190.049322
d2c3630,Fix 'CHARACTER expression will be truncated in assignment' problem,2018,,,yes,1538065140.109256
4684872.0,Fix an hyperlink. Modified:   lesson_basepar.html,2018,,,yes,1538065135.702345
850bf04,Quick fix to get around the occasional FFT mesh error for HF (hybrid) calculations,2018,,,yes,1538065120.944995
563215c,Trying to fix speed of sound calculation.,2018,,,yes,1538065118.90098
50b5d86,Correct computation of H^2 in dfptnl_pert  plus some minor improvments,2018,,,yes,1538065116.327025
f6eef3b,petrus and max2 fix,2018,,,yes,1538065113.270755
826c26b,fix max2,2018,,,yes,1538065110.406124
ec95cbd,fix tests again for thermo argument evaluations,2018,,,yes,1538065108.234289
21a0c60,Fix robodoc tag,2018,,,yes,1538065047.467107
c8b98be,Minor correction in dfpt_vtorho.F90,2018,,,yes,1538065042.466005
e022dfa,Fix problems detected by linkchecker in tutorial doc,2018,,,yes,1538065040.457701
fa60ed8,Correct nloalg in opernlb_ylm,2018,,,yes,1538065038.050986
12c90c7,Reinstall correct testfarm.conf,2018,,,yes,1538065035.903107
65ba346,robodoc correction,2018,,,yes,1538065034.309313
74f5679,Bug correction in the trunk ? module missing and makemake update,2018,,,yes,1538065032.403534
6fec2bb,Fix problems for robodoc,2018,,,yes,1538065030.293919
289755.0,link corrections,2018,,,yes,1538065028.317206
ca392e0,Fixed a small bug in the ElectronPhononCoupling module that would prevent proper import.,2018,,,yes,1538065026.809219
6045c6e,Minor corrections.,2018,,,yes,1538065024.974084
d09f09a,Start to correct many minor issues,2018,,,yes,1538065003.52086
ae52cd4,Fix links,2018,,,yes,1538064998.732661
025cbf3,Fix links to robodoc,2018,,,yes,1538064996.11491
f29aea8,Fix many links related to aim,2018,,,yes,1538064988.76262
aabe761,Fix minor problems  so that compilation is OK.,2018,,,yes,1538064986.364701
74f5753,Fix minor stuff,2018,,,yes,1538064980.410776
30429cf,Fix linkchecker problems. Minor improvements as well.,2018,,,yes,1538064978.169089
0af52f0,Fix minor problems in input files,2018,,,yes,1538064975.582483
7c7462c,Fix allocation issue,2018,,,yes,1538064969.597322
ceddc6d,Fix of a subset of borken links detected by linchecker.,2018,,,yes,1538064967.426106
e7c34f8,Fix compile problems.,2018,,,yes,1538064963.982123
6e0441a,Fix dependencies,2018,,,yes,1538064955.821
b461871,Fix incoherent allocation of amass,2018,,,yes,1538064949.285149
5b3597f,"Fix closing of ""balises"" remarked by JMB",2018,,,yes,1538064947.185119
a12c654,Fix URL,2018,,,yes,1538064944.807669
e6af034,Fix misplaced HAVE_NETCDF,2018,,,yes,1538064807.335142
70c5403,Fix formats in isfile,2018,,,yes,1538064804.068683
097dc9c,Fix the echo of kptns_hf,2018,,,yes,1538064793.467366
b63451e,Fix roboidiot marker,2018,,,yes,1538064790.858482
4ec33de,Fix  wf convergence ?,2018,,,yes,1538064788.944604
59c4364,Error due to backporting,2018,,,yes,1538064786.412467
3d75257,Fix ordere of relevances in topics,2018,,,yes,1538064783.522214
5aee485,Fix use m_time,2018,,,yes,1538064781.022773
a6f6077,This should fix the problem with luo and README.xlf,2018,,,yes,1538064777.076059
478581.0,small bugs fixed for tests,2018,,,yes,1538064774.146114
cbb68f6,Fix problem with args of pawgrnl in 66_wfs/fock_getghc.F90. Also suppress two debugging write statements.,2018,,,yes,1538064770.312483
c623fdc,Fix the problem to make the infos_html tar.gz file,2018,,,yes,1538064767.522264
8e192ed,Fix small3* (should be small)  detected by JMichel,2018,,,yes,1538064765.108374
ca583e3,Correct the permissions. Strange to see that they had changed ...,2018,,,yes,1538064762.677902
f2440bb,Fix wrong varnames in anaddb tests,2018,,,yes,1538064759.49911
536d49e,Fix issue with DOS + order eigenvalues for printing,2018,,,yes,1538064757.1559
bdc1073,dirty fix of fft issue in hybrid,2018,,,yes,1538064754.874647
1f74e29,Fix minor problems in acknowledgments.html,2018,,,yes,1538064752.07655
604a6c5,fixed timab bug in src/66_wfs/getgh1c.F90,2018,,,yes,1538064746.475963
a67242a,Debugging. I think I found the bug in dvdb_ftinterp_qpt.,2018,,,yes,1538064744.148019
2df2400,Implement the correct determination of new_wght,2018,,,yes,1538064742.077695
7363dc2,bug correction for stresses in fock calculations,2018,,,yes,1538064739.72615
6dab532,quick fixes,2018,,,yes,1538064736.195546
3dbe3bc,Merge was not correct,2018,,,yes,1538064734.279711
e1685c6,Correct mess after merge,2018,,,yes,1538064732.164085
b78debd,Correct netcdf support,2018,,,yes,1538064729.927603
c1c9343,Two more fixes related to ABI_CONTIGUOUS,2018,,,yes,1538064727.513521
5c3f4e5,Fix abirules and timana,2018,,,yes,1538064725.546937
7091f3f,abirules fix,2018,,,yes,1538064721.81175
ae19e66,fix xml/ddb not read bug and clean,2018,,,yes,1538064719.408209
a9032bc,Fix bigdft compilation,2018,,,yes,1538064716.352648
bbe8b5e,correct for failing tests,2018,,,yes,1538064714.421068
c5bff91,Fixed defs_datatypes not available when building 43_wvl_wrappers,2018,,,yes,1538064711.819436
92f77e4,Fix minor problems,2018,,,yes,1538064709.937569
8636f17,Fix doc for rfatpol,2018,,,yes,1538064707.905337
a4eb856,Bug fix: g-vectors were not correctly computed when getcell/=0,2018,,,yes,1538064706.099565
023c9d7,Fix list of args,2018,,,yes,1538064704.405499
f2fd699,Quick fix for vdw D3: chkinp test was to restrictive,2018,,,yes,1538064702.460026
9544b0a,fix the error message in the general case  and restricts it to dmft calculations,2018,,,yes,1538064695.218411
8a8062d,Minor fix,2018,,,yes,1538064692.500008
2149a1e,Minor fixes,2018,,,yes,1538064690.195777
c43ccfd,Minor fixes,2018,,,yes,1538064688.015792
d15771c,Minor fixes,2018,,,yes,1538064685.796393
15ee0bd,Minor fixes,2018,,,yes,1538064683.85119
e83a619,Minor fixes,2018,,,yes,1538064680.655658
4ea8d20,Minor fixes,2018,,,yes,1538064677.663152
5ccf5a3,Fix minor issues,2018,,,yes,1538064676.077058
5638b7f,FIx minor issues,2018,,,yes,1538064673.373059
d3dc2be,Corrections after merging,2018,,,yes,1538064665.944965
c8303dd,max2 bot error fixed,2018,,,yes,1538064663.35944
a333e4f,fixed gs Zeeman bug  changed several lines related to constrained magnetization in setvtr  debug template for dynamic magnetic charges,2018,,,yes,1538064660.225363
9545700000.0,Fix py2.7 issue,2018,,,yes,1538064657.263987
9ffe75b,Fix bug in mkphdos introduced in gitlab version (PJDOSes do not sum up to TOT_PHDOS),2018,,,yes,1538064655.138884
27748f9,fix in warningschk.py,2018,,,yes,1538064653.07681
4d4fe61,One more minor fix of a problem detected by linkchecker.,2018,,,yes,1538064650.788973
3b6ba8d,smdelta is an integer  so should use intarr. Bug seen and fixed by Jordan Bieder.,2018,,,yes,1538064648.663199
f1bd22b,Fix bug in smpbz (taking into account shiftk was incorrect),2018,,,yes,1538064645.791194
2ab3d76,Fix minor problem with abi_checks.py,2018,,,yes,1538064643.530951
184711b,Fix wrong index in calc_sigx_me,2018,,,yes,1538064638.805677
03a5373,Some fix of the documentation for developers/,2018,,,yes,1538064635.998803
f1ff83c,Fix the declrataion and innder document of chkdilatmx,2018,,,yes,1538064634.350621
16f15ac,Fix internal links (generated_files),2018,,,yes,1538064632.256777
b7dbbc2,Fix problems found by abilint,2018,,,yes,1538064630.116699
6da0313,Fix gub (endif missing),2018,,,yes,1538064627.737246
a25de8e,Removed one more unused arg. Fix a bug.,2018,,,yes,1538064624.632754
d425205,Fix problem with tdepes_2 . Also define depes_4_plot_bs.in.,2018,,,yes,1538064621.428621
1a3faad,Fix a remaining problem with backlinks in topics,2018,,,yes,1538064616.772704
9e07ffa,Fix bugs that created problems for link,2018,,,yes,1538064609.171572
71cf355,bug correction for stresses in Fock ACE,2018,,,yes,1538064605.452195
a018663,Fixed bug in DDB interpolation,2018,,,yes,1538064603.366563
a3bd320,Fix the problems for abiref_debug,2018,,,yes,1538064601.092286
bb69b4f,Fix one remaining effmass,2018,,,yes,1538064598.95309
995cc45,Finally fix problem with newlines in imgmov,2018,,,yes,1538064595.850979
04e55d5,Correction of nonlop,2018,,,yes,1538064592.578379
d9db084,fix bug in out1dm reported by NAG: cnly me_fft == 0 should close temp_unit,2018,,,yes,1538064587.389036
6497f15,Fixed spelling error in MSRQ output,2018,,,yes,1538064584.608213
89fc631,Fix a bug in Fock parallel  with metallic occupations   document the LibXC options for hybrid functionals,2018,,,yes,1538064581.766167
a7ac58a,Fixed abirules. Corrected some memory leaks.,2018,,,yes,1538064576.6796
e2b0505,Fixed bugs,2018,,,yes,1538064573.679854
b188c9e,Fix bug (from Lucas Baguet): tolrde was not read anymore.,2018,,,yes,1538064571.054198
22a8eae,Another correction (abirules),2018,,,yes,1538064519.997499
fa8f83b,small bug fixed in the writing of XML for coefficient,2018,,,yes,1538064516.567745
e978dd6,Two bug fixes: a copy was wrong in effpot_mover  improvment of zheevd using MAGMA (from dominic on the forum),2018,,,yes,1538064512.566373
b833900,Fix portability problem in ConfigParser detected by py3k,2018,,,yes,1538064510.575098
0eb3f4b,Correct links in abinit_vars.yml,2018,,,yes,1538064507.575745
449f17a,Fix minor problems modified:   abinit_vars.yml,2018,,,yes,1538064505.786099
ec82568,Correct even more links,2018,,,yes,1538064504.051126
787999e,Bug corrections for PAW Fock forces. It works for hydrogen.,2018,,,yes,1538064497.981359
d2982a8,Fix memory leak in smpbz   fix incorrect links,2018,,,yes,1538064496.043229
beaed51,correction for multibinit,2018,,,yes,1538064493.651251
96db9d4,Bug fix: had tu use blas intead of matmul in m_fock (because of the increment in an array),2018,,,yes,1538064492.010969
9864a3f,small fix,2018,,,yes,1538064489.635695
85bff4c,Bug fix in m_pawdij (concerns only electronpositron) - Thanks to J. Wiktor,2018,,,yes,1538064487.63705
857ab3c,small bug fixed for farmtest,2018,,,yes,1538064485.379325
