Document Title,Abstract,Year,PDF Link,label,code,time
c8cdda4,Fixing Tet::is_child_on_side(),2018,,,yes,1538857091.527271
9d0b3ae,rbOOmit change: fixed error in RBEIMConstruction::evaluate_basis_function  previously the vector wasn't being updated correctly,2018,,,yes,1538857090.002117
a6a5f10,Fixes for PetscMatrix::init() and PetscMatrix::zero() in the not-all-processors-have-DoFs case.,2018,,,yes,1538857088.16629
afde7bd,"More ""don't try to send NULL to an ostream"" fixes",2018,,,yes,1538857086.458384
89270f5,Fixing elem_num_map for multiple subdomain cases,2018,,,yes,1538857083.070667
6358191.0,Fixing is_node_on_{side edge} for Pyramid14.,2018,,,yes,1538857081.822467
c76468c,fixed the const_elem_iterator  const_node_iterator and friends to have the intended behavior (i.e. treat the returned Elem and Node as const),2018,,,yes,1538857080.459768
ce692dd,fixed the const_elem_iterator  const_node_iterator and friends to have the intended behavior (i.e. treat the returned Elem and Node as const),2018,,,yes,1538857079.172495
71d51a2,fixed the const_elem_iterator  const_node_iterator and friends to have the intended behavior (i.e. treat the returned Elem and Node as const),2018,,,yes,1538857077.852169
df040c9,Patch from Manav Bhatia: templated read datatypes,2018,,,yes,1538857064.384901
80c03df,Fixed Xdr read support for long doubles in double-precision files,2018,,,yes,1538857062.688456
ebedbc2,Added basis patch recovery estimator support,2018,,,yes,1538857061.280765
3f4a244,BoundaryInfo::sync could fail for some partitionings of some mesh types.  Fixed now.,2018,,,yes,1538857058.295763
36906ac,MeshRefinement messed up the coarsening flags when you dont want level-1 compliance  fixed...,2018,,,yes,1538857056.325851
34510ea,Fixing Parallel:broadcast of std::set,2018,,,yes,1538857052.437641
13f2c6d,Add children to fixed positions  in case allgather doesn't receive them in ascending order.,2018,,,yes,1538857047.683548
4eda33c,Fixes for ParallelMesh redistribution.  Simple --enable-parmesh tests are all passing even with reparititioning turned on!,2018,,,yes,1538856960.860255
4884b4e,fixing derived file,2018,,,yes,1538856959.307499
9d27fae,Patch based on Manav Bhatia's type-mixing methods,2018,,,yes,1538856951.422055
5425863.0,fixed a printing problem in PerfLog  an uninitialized variable in laspack,2018,,,yes,1538856949.780619
7d9c360,Fixed Example 0 Makefile to link on Mac OS X 10.4  using GCC 4.0.0.,2018,,,yes,1538856948.227537
7ec45e1,Assorted bugfixes.  We compile again.,2018,,,yes,1538856946.56505
c11b390,More robust next_free_*_id.  This fixes the recent ParallelMesh examples regressions.,2018,,,yes,1538856943.750784
79cdaee,fixed the MeshData to write a sensible header with the minimum info necessary for reading,2018,,,yes,1538856941.987935
e6f291b,Fixes for non-debug Node communication  Nemesis->ParallelMesh regressions,2018,,,yes,1538856940.384948
9fa5f73,More fixes for the automake->trunk m4 sync up.,2018,,,yes,1538856938.784596
ea17330,Subset stuff didn't compile with PETSc < 3.0.0  fixed this now.,2018,,,yes,1538856937.192007
3809dd7,Fixed get_continuity in fe_l2_hierarchic.C  it should return DISCONTINUOUS. Also  change compute_constraints to a NOOP.,2018,,,yes,1538856933.914337
8a35332,fixed total_weight for non-parallel meshes.  This is needed to work right on processor 0 to broadcast the mesh,2018,,,yes,1538856924.755343
5f148ed,Fixing infinite while-loop silliness in GetPot.,2018,,,yes,1538856923.151325
07ca3c9,Add an assert(!p_level) for now  unless it's fixed that could trigger confusing bugs later.,2018,,,yes,1538856921.080357
01b2132,"finally! -- _FULL_ functionality  now also on HP-UX  my ""favorite"" OS...  fixed xda and unv file I/O",2018,,,yes,1538856918.998529
72f3175,fixed an error in MeshCommunication::broadcast()  added some PerfLog calls,2018,,,yes,1538856915.394462
c8ad984,Fixed accidental commit of intermediate files,2018,,,yes,1538856913.026152
ab05199,Added blank image  fixed entry for Derek,2018,,,yes,1538856893.639642
6be3d1c,rbOOmit change: Fixed rb_eim_construction for --enable-parmesh,2018,,,yes,1538856891.164112
33d5e33,Fixed an issue with the MeshRefinement class and its initial_nodes vector. We were not accounting for cases where the Mesh was coarsened  and nodes were deleted.,2018,,,yes,1538856889.139474
ae64587,Fixed up comments in RB examples for the website,2018,,,yes,1538856887.730023
11eb1c5,thanks to Steffen: fixed a wrong shift pattern in Legendre polynomials for infinite elements,2018,,,yes,1538856879.104145
648eb2e,fixed the FrequencySystem.  All systems have been reimplemented.  All the examples work,2018,,,yes,1538856877.145943
499f0c6,fixed erroneous assert  all examples pass now,2018,,,yes,1538856875.656117
158055a,Fixed copy constructor to set element children pointers,2018,,,yes,1538856874.416383
24685.0,fixed silly tests that avoided the use of petsc options,2018,,,yes,1538856873.052789
d311cec,- fixed SystemBase handling of multiple matrices & vectors for Laspack - fixed FrequencySystem to support either fast solution or solution of large   frequency-dependent linear systems (complex)  updated ex7 accordingly - added axpy for sparse matrices,2018,,,yes,1538856871.468254
3a89f61,fixed all_second_order() so that boundary conditions get inherited,2018,,,yes,1538856869.939082
86a15cf,fixed meshtool to include additional headers,2018,,,yes,1538856868.558317
2cd27cd,Fixed misspelling everywhere of Kelley -> Kelly.  I blame this on a presentation by Mike Anderson where he misspelled it!,2018,,,yes,1538856866.05738
3d1428d,fixed to work with trilinos make install target,2018,,,yes,1538856864.476719
b8432d3,More ENABLE_AMR fixes  beginning framework for constraint-based periodic BCs,2018,,,yes,1538856838.22477
c5a988f,Patch by M. Luthi: change line -> 3line,2018,,,yes,1538856834.380624
8256040.0,Const correctness patch from Paul Bauman,2018,,,yes,1538856832.694783
fbb28df,"Martin's ""report bad element ID"" patch",2018,,,yes,1538856830.920825
c778761,Fixed mismatched perflog start/stop,2018,,,yes,1538856825.320209
0b9c6f1,Fixed some issues with numerical_jacobian and neighbor-element cross-terms.,2018,,,yes,1538856823.660443
ecb9219,Bugfixes for p refinement/coarsening,2018,,,yes,1538856821.815587
4ecf9b8,cast to a std::size_t rather than assume  fixes cygwin,2018,,,yes,1538856817.500407
4856c5f,Bugfixes for processor_id_type > unsigned int,2018,,,yes,1538856815.091721
41a81bc,Patch from Martin to print the parameter name in quotes,2018,,,yes,1538856811.700753
e116738,Bugfixes for p refinement/coarsening,2018,,,yes,1538856800.650176
fd8177d,Fixes for 64-bit indices builds with SLEPc enabled.,2018,,,yes,1538856798.881299
b4d80ad,Fixed issue in DEBUG mode where variables were used but not declared.,2018,,,yes,1538856796.803964
4f2c62d,Fixes for sizeof(dof_id_type) < sizeof(int),2018,,,yes,1538856795.016755
7ea67da,Fixed incorrect if-statement in boundary_id() and boundary_ids() functions.,2018,,,yes,1538856792.884057
02bc647,fixed (hacked?) configure for the IBM Power4,2018,,,yes,1538856791.325445
6a19c7a,fixed (hacked?) configure for the IBM Power4,2018,,,yes,1538856789.331577
a938c54,Fixes for assorted odd build configurations,2018,,,yes,1538856786.158149
2de4982,Fixes for vector-enabled FEMContext methods with --enable-complex,2018,,,yes,1538856784.777424
f1e8e65,RB Change: Fixed EIM truth_solve on hybrid meshes.,2018,,,yes,1538856759.84451
8e5b078,Library compatibility fixes for Real == long double,2018,,,yes,1538856757.541674
a872441,Fixed one line for proper .xda output.,2018,,,yes,1538856747.483193
f3f099a,Fixes for --disable-mpi  Using Parallel:: functions where convenient,2018,,,yes,1538856742.896753
0a7b376,fixed shared library linking on the IBM,2018,,,yes,1538856741.185016
996af2c,Fixes in make_links_to_me_remote  assert valid which_neighbor_am_i,2018,,,yes,1538856739.417177
e964ad0,Misc fixes suggested on the original PR.,2018,,,yes,1538856738.102358
bee399b,Jed Brown's updated ISCreateLibMesh patch.,2018,,,yes,1538856736.446459
1f094f7,fixes for the Altix with Intel/icc v8.1,2018,,,yes,1538856733.180348
6600c6a,Fixes for second derivative support with Number==Complex,2018,,,yes,1538856723.762533
b3cb54f,fixed (hacked?) configure for the IBM Power4,2018,,,yes,1538856714.445639
7a72b9e,Set fixed unique_id values in mesh extrusion,2018,,,yes,1538856699.793896
911a8fc,fixed an error in the Laspack csr implementation  no longer zero the system matrix before it is closed in the NewmarkSystem,2018,,,yes,1538856697.644137
d35058a,reduced_basis --disable-default-comm-world fixes,2018,,,yes,1538856695.838654
f157d0c,Patch from Roman Vetter for 1D support in OFF I/O,2018,,,yes,1538856693.464143
b20569f,fixed configure for gcc-3.3 and gcc-3.4,2018,,,yes,1538856691.387192
22cedbb,Fixed to handle 1D meshes  use component_scale terms,2018,,,yes,1538856689.869895
248c455,fixed .cvsignore for example 12,2018,,,yes,1538856687.759499
5d323db,Bugfixes - UniformRefinementEstimator seems to work now,2018,,,yes,1538856686.326369
41fe4b0,Fixed memory leak introduced in PR #773,2018,,,yes,1538856662.619207
1df0ac0,Fixed boundary condition IDs in reduced_basis_ex6,2018,,,yes,1538856660.867195
76eae43,Avoid dynamic memory allocation for fixed length array.,2018,,,yes,1538856659.133648
ba0f057,Bugfixes for non --enable-everything,2018,,,yes,1538856657.453908
958c4db,fixed exodusII_io.C to include boundary_info.h,2018,,,yes,1538856656.097293
fe62ed2,Unit test fixes for --enable-complex,2018,,,yes,1538856654.683014
8d0b57f,fixed StatisticsVector::variance to return the same value as the GSL and MATLAB,2018,,,yes,1538856652.544604
1c2f7f2,Fixes for BoundaryInfo::sync() to refined boundary,2018,,,yes,1538856646.879162
8fb2a3e,Fixes for external-to-libMesh getpot usage,2018,,,yes,1538856643.644144
3555c51,Patch from Dmitry Karpeev:,2018,,,yes,1538856625.350025
9d444f7,fixed a no-return statement condition,2018,,,yes,1538856623.54158
abc091f,Fixes for --disable-legacy-using-namespace,2018,,,yes,1538856619.833992
87f203d,Large set of dof_id_type  -Wconversion fixes,2018,,,yes,1538856618.19621
77dfa64,the patch recovery error estimator is now multithreaded,2018,,,yes,1538856616.447026
6ee2c9e,More non-default-type-size correctness fixes,2018,,,yes,1538856614.361806
49da91f,Major refactoring  fixes for ParallelMesh synchronization code.,2018,,,yes,1538856610.041013
12dc3e0,Fixed missing STOP_LOGs in some of the RB classes.,2018,,,yes,1538856608.051272
6c83aec,Fixed name demangling issue for Mac GCC users,2018,,,yes,1538856606.135227
5881eed,fixes for PETSc nonlinear systems with matrix-free solvers,2018,,,yes,1538856600.690454
60252a3,Patch from Ben Spencer:,2018,,,yes,1538856589.263639
ba9ee5e,Patch from Ben Spencer:,2018,,,yes,1538856587.743891
8875f57,Patch from Ben Spencer:,2018,,,yes,1538856586.094228
8c88ff5,fixed broken LaspackVector assignment operator,2018,,,yes,1538856584.409931
44ea143,MemorySolutionHistory bugfixes from Vikram Garg,2018,,,yes,1538856582.702803
775f3cc,fixed for PETSc 2.1.x configuration,2018,,,yes,1538856580.377874
0c66a9b,Fixes for compatibility with the Sun ONE Studio compiler,2018,,,yes,1538856578.575156
99060cb,fixed broken d()/dzeta linear pyramid shape functions,2018,,,yes,1538856576.808296
bc56be9,Fixes for our Epetra vector interface,2018,,,yes,1538856574.890124
1c76411,Fixes and efficiency improvements for --disable-amr,2018,,,yes,1538856516.45759
6a8edca,Fixes for code that might encounter remote_elem,2018,,,yes,1538856515.228713
4cd36a8,Fixes (to commented out code...) for LIBMESH_DIM < 3,2018,,,yes,1538856513.765493
330cf38,Derek's fixes for ParallelMesh stuff.,2018,,,yes,1538856512.431884
df72c99,Fixes in ignore/restore_warnings.h,2018,,,yes,1538856511.025547
316169b,64-bit fixes for key()  compute_key(),2018,,,yes,1538856509.475623
7b07a8a,Some (incomplete) fixes for --enable-tripleprecision,2018,,,yes,1538856508.100815
3e2103a,Fixes for du() API change,2018,,,yes,1538856506.529775
fb3b2f1,misc_ex9 fixes for dof_id_type != unsigned int,2018,,,yes,1538856505.234127
9885b5f,fixes for --disable-amr and compiling with DIM=2,2018,,,yes,1538856503.454907
33adeaa,Fixed one of the more ridiculous uses of arrays of C-style strings.,2018,,,yes,1538856492.844929
e90a18e,Fixed 6/7th degree triangle quadrature rule weights,2018,,,yes,1538856491.317956
4e75563,Assorted bugfixes,2018,,,yes,1538856489.556449
a7db13b,Fixes for disabling RTTI,2018,,,yes,1538856488.15196
b59ec8a,Fixed compilation error with --enable-complex  due to DenseMatrix::_svd_solve_lapack,2018,,,yes,1538856486.401758
b805544,Patch from Vijay for SLEPc 3.2 support,2018,,,yes,1538856484.34006
1511eba,Fixed triangle support on OS X.,2018,,,yes,1538856483.070017
5a7661c,fixes for new example targets,2018,,,yes,1538856480.845003
6ed3f23,PGI compiler flag fixes,2018,,,yes,1538856479.34786
1.059e+102,Fixes for --enable-complex,2018,,,yes,1538856476.813369
a2ec9d7,Fixes to the triangle interface for better memory management.,2018,,,yes,1538856460.150167
e81ba90,Fixes for --disable-ifem configuration,2018,,,yes,1538856458.538517
e9678d9,Fixes for --disable-mpi builds.,2018,,,yes,1538856456.53074
50e77c4,Fixing an error in homemade remove_if algorithms.,2018,,,yes,1538856455.099389
6b29e49,More fixes  refactoring for --enable-complex,2018,,,yes,1538856453.490432
86ef9eb,Fixes for high p 3D monomial shape function calculations,2018,,,yes,1538856451.602325
0309eac,is_adjoint() bugfixes,2018,,,yes,1538856449.252586
9f92c8a,_next_free_*_id bugfixes,2018,,,yes,1538856447.980629
7e5fd80,Reliability bugfixes,2018,,,yes,1538856446.665323
1f8f0da,Derek's fixes for --disable-amr.,2018,,,yes,1538856443.352571
c25a5ba,Fixes for --disable-periodic builds,2018,,,yes,1538856431.199337
dc9053c,dof_id_type fixes for Elem::connectivity(),2018,,,yes,1538856429.965436
095981f,"Fixes for the ""boundary id on internal sides"" case.",2018,,,yes,1538856428.451746
7f6c3ac,"Fixes for the ""boundary id on internal sides"" case.",2018,,,yes,1538856427.164778
bf41321,Patch from Manav Bhatia:,2018,,,yes,1538856425.592285
bddd1de,Fixes for PetscInt!=int compatibility,2018,,,yes,1538856424.020113
b5a2d88,Fixes for --disable-exceptions.,2018,,,yes,1538856422.62915
ca48d5c,Fixes from Roman Vetter for data imprecision  bugs in VTK output,2018,,,yes,1538856421.013488
8a557e2,Fixes for --disable-exodus,2018,,,yes,1538856417.063732
514052e,UnsteadySolver fixes and optimization,2018,,,yes,1538856414.74927
06f13bb,Fixes for --disable-fparser,2018,,,yes,1538856405.115122
983d9e6,More PETSc 2.3.3 API change fixes,2018,,,yes,1538856403.431524
402b556,Fixes for separate libMesh namespace,2018,,,yes,1538856401.203649
fbeb140,Sun Studio fixes,2018,,,yes,1538856398.967677
bc89796,Sun Studio fixes,2018,,,yes,1538856397.419747
af3ca23,Fixes for ENABLE_PERIODIC && !ENABLE_AMR,2018,,,yes,1538856395.407608
1f20452,Fixes for InfElemBuilder in the empty partition case,2018,,,yes,1538856391.530663
dc987d8,Fixes for --enable-singleprecision,2018,,,yes,1538856389.353573
c4a1fb4,More fixes for ParallelMesh refinement,2018,,,yes,1538856387.817424
9cf8e4f,Fixes for std::complex<> use,2018,,,yes,1538856362.934049
0dd21ff,"Revert ""fparser fixes""",2018,,,yes,1538856361.133968
d7cdb65,Fixes for Xdr I/O with varying id sizes,2018,,,yes,1538856359.208433
f59025b,minor SGI fixes,2018,,,yes,1538856357.731893
e3b354c,fixes for IRIX 6.5/MIPSPro 7.4,2018,,,yes,1538856355.973292
01f0069,Wconversion fixes for dof_map_constraints.C,2018,,,yes,1538856354.524801
a398b0a,Fixes for style and performance issues found by cppcheck,2018,,,yes,1538856352.869633
2.031e+64,fparser fixes,2018,,,yes,1538856350.705975
9e15fc8,id_type fixes for unit tests,2018,,,yes,1538856348.132403
66c7938,Fixes for hp projection cases,2018,,,yes,1538856346.073464
7249a7a,Fixes for hp refinement,2018,,,yes,1538856333.479423
aa03fab,fixes for allgather and vector_union,2018,,,yes,1538856331.794245
19f7866,"Fixes for ""make test_headers""",2018,,,yes,1538856329.912628
aeafb76,More odd-configuration-case fixes.,2018,,,yes,1538856327.555865
8591da0,Fixes for numeric_index_type != unsigned int,2018,,,yes,1538856325.880569
998bafc,Fixes for find_neighbors() with remote_elem,2018,,,yes,1538856324.277742
2c5649e,More fixes for dof_id_type != unsigned int,2018,,,yes,1538856321.835634
9c03490,IRIX compatibility fixes,2018,,,yes,1538856318.830492
ad2c257,compatibility fixes for IRIX,2018,,,yes,1538856315.165334
5ff91e3,IRIX compatibility fixes,2018,,,yes,1538856313.226268
6.651e+68,Fixes for *_id_type > int,2018,,,yes,1538856287.724752
612d1ff,--enable-complex fixes,2018,,,yes,1538856286.059952
3dc3d3e,Fixes for --enable-complex,2018,,,yes,1538856280.17102
81b4f6c,Fixes for --enable-single,2018,,,yes,1538856276.425536
142b1a2,compatibility fixes for gcc-3.0,2018,,,yes,1538856274.73042
ddb0383,One more set of size type fixes,2018,,,yes,1538856272.087928
90be9d7,Fixes for --disable-mpi,2018,,,yes,1538856269.837652
3d9b111,Fixes for --disable-mpi,2018,,,yes,1538856268.391833
b064cf8,Fixes for --disable-mpi,2018,,,yes,1538856267.05243
5c8d182,Fixes for --disable-mpi,2018,,,yes,1538856265.137846
74ab676,Communicator_World -> this->communicator() fixes,2018,,,yes,1538856250.087802
de4a284,Patch from Benjamin Spencer:,2018,,,yes,1538856248.121702
1fcb658,More BERNSTEIN+FIRST+QUAD4 fixes,2018,,,yes,1538856246.730576
2ae1ae8,64-bit fixes,2018,,,yes,1538856244.452742
f76b6b0,find_neighbors fixes for ParallelMesh,2018,,,yes,1538856242.991613
bf2b335,Fixes for petsc-without-MPI,2018,,,yes,1538856241.49635
32c1887,Fixes for VTK tests.,2018,,,yes,1538856240.05989
c4a1258,Fixes for create_parent_error_vector in parallel,2018,,,yes,1538856238.292008
e131332,Fixes for when HAVE_MPI is undefined,2018,,,yes,1538856235.86977
4a8b487,Fixes for all_second_order() with ParallelMesh,2018,,,yes,1538856229.799344
ca9a09a,compile fixes for Solaris,2018,,,yes,1538856218.987814
a2e7eeb,portability fixes for HP,2018,,,yes,1538856217.336446
10f5c1e,fixes for more config options,2018,,,yes,1538856215.800275
b978e87,build fixes for xlC,2018,,,yes,1538856206.784037
c907dc4,build fixes for xlC,2018,,,yes,1538856202.265011
c8d6250,Fixes for when triangle is disabled.,2018,,,yes,1538856199.835384
e7d1732,More fixes for --disable-gmv.,2018,,,yes,1538856198.159911
f026594,packed_range output_type fixes,2018,,,yes,1538856195.234855
1f1068e,incorporated m4 fixes,2018,,,yes,1538856193.557693
6c33e3f,m4 fixes,2018,,,yes,1538856191.676137
33390db,m4 fixes,2018,,,yes,1538856183.764386
1e9ffbb,Fixes for Cygwin,2018,,,yes,1538856182.504683
7b5c3c1,compatibility fixes,2018,,,yes,1538856179.775496
7ef07af,SGI fixes,2018,,,yes,1538856178.372767
6f8c950,fixes for SGI,2018,,,yes,1538856175.69507
98fae2d,AdjointRefinement fixes,2018,,,yes,1538856173.476828
2cbd66d,Fixes for FEXYZ,2018,,,yes,1538856171.835848
8832cd5,Fixes for LaplaceMeshSmoother.,2018,,,yes,1538856170.388624
9595015,Fixes to trishell3_edge_map and quadshell4_edge_map in ExodusII_IO_helper,2018,,,yes,1538856168.91532
af1a50e,fixes for the systems,2018,,,yes,1538856166.982287
37d4e34,misc other fixes,2018,,,yes,1538856156.419866
901a9a4,More -Wconversion fixes,2018,,,yes,1538856152.236233
c195d23,More -Wconversion fixes,2018,,,yes,1538856150.012013
27ada9c,More -Wconversion fixes,2018,,,yes,1538856148.513374
da06789,More -Wconversion fixes,2018,,,yes,1538856146.665153
b4181d1,More -Wconversion fixes,2018,,,yes,1538856145.116798
cd3e438,More -Wconversion fixes,2018,,,yes,1538856143.30845
cf147db,More -Wconversion fixes,2018,,,yes,1538856141.363557
9cea88d,More -Wconversion fixes,2018,,,yes,1538856139.771153
2e7f44a,misc fixes,2018,,,yes,1538856118.632044
bd6bf5a,misc fixes,2018,,,yes,1538856116.951586
79d7675,more VPATH fixes,2018,,,yes,1538856115.217866
38a75a5,Misc. fixes to mixed_dim_mesh_test.C,2018,,,yes,1538856113.345608
b78b784,Fixed compilation errors for --disable-amr due to recent node and edge boundary condition patch.,2018,,,yes,1538856111.391251
cc057b0,gcc 4.3.0 fixes,2018,,,yes,1538856109.35746
5328e6d,more complex fixes,2018,,,yes,1538856107.864072
70e63f7,more fixes for the iterators,2018,,,yes,1538856106.241687
483a0fc,More ParallelMesh fixes:,2018,,,yes,1538856104.700699
7d2915b,Fixes for ParallelMesh,2018,,,yes,1538856102.990416
29bceb8,More dof_id_type fixes,2018,,,yes,1538856093.677935
3fe13c0,More dof_id_type fixes,2018,,,yes,1538856091.798729
5a99c41,More dof_id_type fixes,2018,,,yes,1538856089.726707
2a50ca1,dof_id_type fixes,2018,,,yes,1538856087.513592
48d90b2,Fixes for FrequencySystem.,2018,,,yes,1538856084.5592
7a54f01,Patch from Jed Brown fixing PetscDMLibMesh on Petsc >= 3.5.,2018,,,yes,1538856082.572906
6769426.0,Patch from @dknez to fixed reduced_basis_ex2 for FEMContext API updated.,2018,,,yes,1538856080.41207
c2fc949,UniqueID fixes,2018,,,yes,1538856077.826457
ec5d2b6,Fixes for LIBMESH_REQUIRE_SEPARATE_NAMESPACE,2018,,,yes,1538856075.11353
abd9453,Fixes for --disable_amr,2018,,,yes,1538856072.355235
9cd115b,debugging InfFE,2018,,,yes,1538855418.736323
2d67ba9,Complete patch of correction of vtkSmartPointer usage,2018,,,yes,1538855356.875108
4424e3d,patches from Bill for writing MGF-style xdr meshes,2018,,,yes,1538855312.569094
32e9003,Patch from Vijay Mahadevan adding paths for SLEPc include files.,2018,,,yes,1538855274.523904
4fc4a88,Add configure test for C++11 std::make_unique<T> workaround.,2018,,,yes,1538855148.655393
89aa9e7,Patch from Jed Brown: * Update for the new XXDestroy() API coming in PETSc 3.2,2018,,,yes,1538855141.527345
a1057a2,parallel solution projection on refined meshes now works,2018,,,yes,1538855137.104686
d9980c3,fixed for Scali MPI compatibility.  Apparently MPI_SUM is not always valid for char data types,2018,,,yes,1538854998.822955
2dbdca3,New assert_valid_neighbors() test  bugfixes in find_neighbors(),2018,,,yes,1538854935.294122
2fb76e0,systems were not calling clear() in their destructors.  Solving transient problems in parallel with AMR now works  I think...  YEAH!,2018,,,yes,1538854929.461616
1e567bd,properly handle the XCode (no Fortran anywhere) case,2018,,,yes,1538854451.390529
9b85b6d,Return a custom error code when C++11 is required and the test fails.,2018,,,yes,1538854241.627075
877da3f,"fixed funny bug: the PARMETIS_INCLUDE from PETSc's packages file could shadow the PARMETIS_INCLUDE from libMesh's Make.common... Perhaps the ""make"" I use is not the best  but at least this renamed variable does not hurt",2018,,,yes,1538854220.838696
8904edf,fixes for the FrequencySystem to work with only _one_ frequency-dependent matrix  instead of multiple frequency-independent matrices,2018,,,yes,1538854167.212592
867d856,Make sure parallel_only() failures occur at a libmesh_assert() which gives us a nice stack trace  not at a weird internal MPI buffer size mismatch error.,2018,,,yes,1538853786.371326
b208114,Added more sophisticated error norm options,2018,,,yes,1538853608.424172
07f643e,Patch from Vikram Garg: Create (and have ImplicitSystem use) LinearSolver::adjoint_solve Override PetscLinearSolver::adjoint_solve to use KSPSolveTranspose Add option to reuse preconditioners Test this option in ex26,2018,,,yes,1538853591.706885
942e526,rbOOmit change: added rb_eim_theta.C to avoid linking error with METHOD=pro for reduced_basis_ex4,2018,,,yes,1538853434.548046
617a27f,Bugfixes and additional options for _INF norms in System::calculate_norm,2018,,,yes,1538853292.501395
8bed96f,Patch from Boyce Griffith for clean opt-mode compiles if the user has extra warnings enabled.,2018,,,yes,1538853291.18927
83755bb,Patch from Roman Vetter (and comments from myself) allowing System::project_vector to handle new element creation,2018,,,yes,1538853194.005865
0fe1181,Default template parameters to avoid API breakage,2018,,,yes,1538853180.107608
2d4e3ae,Patch from Vikram Garg implementing global error estimation and an initial version of element-wise error indication based on refined adjoint solutions,2018,,,yes,1538853142.185365
bcb2eb6,We need virtual destructors to avoid memory leaks here,2018,,,yes,1538853139.905533
0cdc55e,Added T. Kroger oops patch for compilation in debug mode.,2018,,,yes,1538852986.012637
f3d6ecd,"applied GMSH patch from Martin & added #include ""boundary_info.h""  Boundary information is now handled  and numNodes is now properly initialized.",2018,,,yes,1538852971.879409
9396b93,More fine-grained profiling of patch-building functions,2018,,,yes,1538852913.172766
e47886c,PETSc convergence reasons patch from Roman Vetter,2018,,,yes,1538852908.853984
17b9985,Patch to add project_solution/project_vector methods using FEMFunctionBase objects. Still untested.,2018,,,yes,1538852906.661261
978d9ee,Patch from Paul Bauman for 1D ExodusII output,2018,,,yes,1538852905.888339
5d50ea9,Patch from Manav Bhatia: gmsh format 2.2 support,2018,,,yes,1538852905.065403
4ca8a19,Make some PatchRecovery members protected:  this might be useful to anyone extending it  but specifically it'll be necessary to merge in Vikram's weighted patch recovery class once the bugs are worked out of that.,2018,,,yes,1538852903.771229
a6f9dce,Patch from Jungho Lee for clang compiler detection,2018,,,yes,1538852901.209938
f27a29b,Patch from Vijay Mahadevan updating SLEPc to new XXXDestroy syntax.,2018,,,yes,1538852899.358025
d672caf,Used Martin's patch for some changes regarding the _mesh_data pointer.,2018,,,yes,1538852898.312595
edccd7f,checkin of patch recovery error estimator from Varis.  Minor code clean-up  no rigorous testing.  I think the elem_order needs to be replaced with var_order.,2018,,,yes,1538852885.840043
1cbf111,Patch (mostly from Vikram) for AdjointResidualErrorEstimator evaluations using a matrix SystemNorm,2018,,,yes,1538852883.57123
3672669,added initial support for the patch recovery error estimator,2018,,,yes,1538852879.010663
